dp,ign
154.6067415730338,5.074626865671647
142.02247191011247,6.417910447761194
137.5280898876406,6.492537313432834
136.62921348314626,6.791044776119399
142.02247191011247,6.865671641791046
145.61797752809002,6.865671641791046
151.01123595505624,6.492537313432834
154.6067415730338,6.71641791044776
155.50561797752835,7.238805970149258
155.50561797752835,7.761194029850749
151.91011235955057,7.835820895522382
150.1123595505619,8.059701492537314
143.82022471910113,8.059701492537314
143.82022471910113,7.761194029850749
136.62921348314626,7.3134328358208975
134.83146067415737,7.611940298507463
131.23595505617982,7.388059701492544
118.6516853932585,7.388059701492544
115.95505617977528,8.880597014925378
129.43820224719093,9.850746268656714
136.62921348314626,9.776119402985074
134.83146067415737,10.373134328358212
137.5280898876406,10.447761194029852
143.82022471910113,10.298507462686565
143.82022471910113,9.776119402985074
147.41573033707868,10.447761194029852
145.61797752809002,11.044776119402982
153.70786516853946,11.268656716417915
151.91011235955057,11.71641791044776
148.31460674157302,11.641791044776127
154.6067415730338,11.865671641791046
151.01123595505624,12.164179104477611
152.80898876404513,12.68656716417911
151.01123595505624,12.611940298507463
159.10112359550567,12.164179104477611
161.7977528089889,11.865671641791046
161.7977528089889,11.268656716417915
168.988764044944,11.194029850746269
172.58426966292154,10.522388059701491
160.89887640449456,10.223880597014926
163.59550561797778,9.701492537313435
153.70786516853946,9.626865671641795
166.29213483146077,9.179104477611943
162.69662921348322,8.432835820895527
168.08988764044943,8.134328358208961
173.48314606741587,7.388059701492544
183.3707865168542,6.865671641791046
200.4494382022474,8.28358208955224
204.04494382022472,7.014925373134332
193.25842696629206,10.447761194029852
181.5730337078653,10.447761194029852
167.1910112359551,12.537313432835816
158.20224719101134,13.2089552238806
158.20224719101134,13.432835820895527
144.7191011235957,14.104477611940297
142.9213483146068,14.029850746268657
147.41573033707868,14.776119402985074
142.9213483146068,13.134328358208954
142.02247191011247,12.761194029850742
150.1123595505619,16.268656716417908
137.5280898876406,16.492537313432834
140.22471910112358,16.64179104477612
152.80898876404513,18.2089552238806
154.6067415730338,17.985074626865668
164.4943820224721,19.850746268656714
201.34831460674172,16.567164179104473
186.0674157303372,14.253731343283583
186.0674157303372,14.179104477611943
177.97752808988776,13.955223880597018
184.2696629213483,9.477611940298509
191.46067415730363,12.537313432835816
166.29213483146077,6.71641791044776
