dp,ign
215.7303370786517,22.98507462686567
214.83146067415737,22.98507462686567
169.88764044943832,22.313432835820898
180.67415730337098,17.68656716417911
193.25842696629206,16.492537313432834
200.4494382022474,16.492537313432834
205.8426966292136,16.71641791044776
205.8426966292136,15.07462686567164
195.95505617977528,14.850746268656714
194.15730337078662,14.029850746268657
201.34831460674172,13.955223880597018
198.6516853932585,14.104477611940297
225.61797752809002,14.552238805970148
183.3707865168542,15.820895522388057
172.58426966292154,15.373134328358212
172.58426966292154,15
166.29213483146077,14.029850746268657
173.48314606741587,13.059701492537314
168.08988764044943,12.313432835820898
175.28089887640454,12.164179104477611
176.17977528089887,11.7910447761194
178.8764044943821,12.014925373134332
180.67415730337098,12.611940298507463
187.86516853932585,12.761194029850742
190.56179775280907,13.2089552238806
193.25842696629206,13.134328358208954
189.66292134831474,12.164179104477611
204.94382022471927,11.641791044776127
184.2696629213483,10.223880597014926
179.77528089887642,11.119402985074629
173.48314606741587,10.970149253731343
171.6853932584272,10.970149253731343
161.7977528089889,10.970149253731343
159.10112359550567,11.044776119402982
163.59550561797778,9.552238805970148
158.20224719101134,9.253731343283583
151.01123595505624,9.253731343283583
160,8.805970149253731
165.39325842696644,7.835820895522382
175.28089887640454,8.134328358208961
173.48314606741587,8.2089552238806
181.5730337078653,8.656716417910445
187.86516853932585,9.32835820895523
186.0674157303372,9.253731343283583
191.46067415730363,8.35820895522388
193.25842696629206,8.432835820895527
198.6516853932585,8.955223880597018
184.2696629213483,7.985074626865675
177.97752808988776,7.910447761194028
177.97752808988776,7.761194029850749
175.28089887640454,7.164179104477611
171.6853932584272,7.089552238805965
166.29213483146077,7.089552238805965
180.67415730337098,6.492537313432834
194.15730337078662,7.089552238805965
192.35955056179796,7.164179104477611
195.05617977528095,5.298507462686565
177.97752808988776,4.32835820895523
244.4943820224721,6.71641791044776
