dp,ign
205.33333333333326,6.417910447761187
178.66666666666663,5.07462686567164
175.9999999999999,5.07462686567164
101.33333333333326,6.5671641791044735
116.4444444444444,7.3134328358208975
118.22222222222223,7.537313432835816
151.9999999999999,8.582089552238806
156.44444444444434,8.880597014925371
159.1111111111111,8.28358208955224
160.8888888888888,7.462686567164184
169.77777777777771,7.537313432835816
175.11111111111097,7.761194029850749
155.55555555555554,6.492537313432834
187.55555555555554,7.6865671641791025
187.55555555555554,8.582089552238806
190.22222222222217,9.40298507462687
192,9.552238805970148
190.22222222222217,10.149253731343286
186.66666666666663,9.925373134328353
181.33333333333326,9.701492537313435
175.11111111111097,9.328358208955223
175.11111111111097,9.626865671641788
157.33333333333326,10.67164179104477
160.8888888888888,10.522388059701491
162.66666666666663,10.67164179104477
182.22222222222217,10.59701492537313
180.44444444444434,10.746268656716417
180.44444444444434,10.970149253731343
187.55555555555554,10.59701492537313
192,10.746268656716417
194.66666666666663,11.119402985074622
189.33333333333326,11.716417910447767
204.44444444444434,11.044776119402982
212.44444444444434,11.567164179104473
202.66666666666652,12.31343283582089
207.9999999999999,12.686567164179102
191.1111111111111,12.537313432835816
193.77777777777771,12.686567164179102
185.77777777777771,12.462686567164184
184.8888888888888,12.686567164179102
185.77777777777771,13.656716417910445
192,13.805970149253731
192,13.95522388059701
183.9999999999999,14.253731343283583
181.33333333333326,14.552238805970148
180.44444444444434,14.253731343283583
183.9999999999999,14.776119402985074
184.8888888888888,15.447761194029852
190.22222222222217,15.820895522388057
190.22222222222217,15.895522388059696
185.77777777777771,16.492537313432834
191.1111111111111,17.23880597014925
169.77777777777771,16.71641791044776
168,15.895522388059696
160.8888888888888,15.895522388059696
160.8888888888888,15.373134328358205
159.1111111111111,13.28358208955224
165.33333333333326,12.388059701492537
170.66666666666663,12.462686567164184
171.55555555555543,13.582089552238806
175.9999999999999,14.104477611940297
170.66666666666663,14.029850746268657
170.66666666666663,14.179104477611936
195.55555555555554,22.91044776119403
214.22222222222217,17.089552238805965
218.66666666666663,14.552238805970148
223.1111111111111,13.731343283582092
59.55555555555554,5.149253731343286
