dp,ign
119.55056179775283,1.2686567164179152
123.14606741573039,2.388059701492544
122.24719101123605,3.9552238805970177
110.56179775280884,4.477611940298509
125.8426966292136,5.149253731343279
117.75280898876417,5.597014925373131
112.35955056179773,5.522388059701498
113.25842696629206,5.746268656716417
110.56179775280884,5.820895522388064
110.56179775280884,6.1940298507462686
107.86516853932585,5.89552238805971
100.67415730337075,6.119402985074629
96.17977528089887,6.044776119402982
98.87640449438209,5.671641791044777
90.78651685393265,5.149253731343279
92.58426966292132,4.402985074626862
96.17977528089887,4.104477611940297
97.97752808988776,4.1791044776119435
95.28089887640454,3.2089552238806007
91.68539325842698,6.641791044776127
99.77528089887642,7.014925373134332
108.76404494382041,6.791044776119399
120.44943820224717,6.044776119402982
122.24719101123605,6.791044776119399
117.75280898876417,7.164179104477611
114.15730337078662,7.238805970149258
113.25842696629206,7.611940298507463
113.25842696629206,7.388059701492544
116.85393258426984,7.462686567164177
117.75280898876417,7.68656716417911
123.14606741573039,7.3134328358208975
126.74157303370794,7.68656716417911
131.23595505617982,7.910447761194028
131.23595505617982,8.2089552238806
132.13483146067415,8.35820895522388
125.8426966292136,8.507462686567166
119.55056179775283,9.179104477611943
107.86516853932585,8.955223880597018
106.96629213483152,10.14925373134328
107.86516853932585,10.671641791044777
120.44943820224717,9.776119402985074
123.14606741573039,10.223880597014926
123.14606741573039,10.746268656716417
130.3370786516855,10.298507462686565
132.13483146067415,10.671641791044777
138.42696629213492,10.746268656716417
143.82022471910113,10.59701492537313
142.02247191011247,11.343283582089548
130.3370786516855,11.492537313432834
125.8426966292136,11.492537313432834
125.8426966292136,11.71641791044776
127.6404494382025,11.865671641791046
119.55056179775283,12.014925373134332
125.8426966292136,12.985074626865675
127.6404494382025,12.68656716417911
129.43820224719093,13.432835820895527
115.95505617977528,14.626865671641795
133.93258426966304,9.029850746268657
132.13483146067415,9.029850746268657
136.62921348314626,9.029850746268657
138.42696629213492,9.402985074626862
129.43820224719093,9.477611940298509
129.43820224719093,9.626865671641795
127.6404494382025,9.850746268656714
145.61797752809002,9.179104477611943
142.02247191011247,9.402985074626862
143.82022471910113,8.731343283582092
150.1123595505619,8.656716417910445
165.39325842696644,7.014925373134332
133.0337078651687,7.014925373134332
107.86516853932585,7.835820895522382
174.3820224719102,9.92537313432836
