            time[ms]	                  AR	                  N2	                A1CO	                H2O2	                  CH	               TXCH2	          CVCCVCCJVO	              CH2CHO	               CH2OH	                 A1X	             TXC5H5O	              OC6H4O	             C2H3CHO	              NXC4H5	             C5H4CH2	                C3H3	               SXCH2	               A1CHO	              A1CH2O	          C6H5CYCH2O	            C6H5OCH2	             C5H4CH3	                C5H6	           C5H5CH3X1	                C3H2	              AXC3H4	                A1OH	            C6H6OX24	               CH2CO	                HCCO	                C2H3	                 CH4	                C2H6	              AXC3H5	                C3H6	                CH3O	                C2H2	                C5H5	                   O	                  A1	                 HCO	                CH2O	                 HO2	                   H	                C2H4	                C2H5	                 A1O	                 CH3	                  OH	                  CO	            C6H5OCH3	                 CO2	                  O2	                  H2	                 H2O	            OC8H7OOH	                N2H2	                 NNH	                 NH2	                  NH	                 HNO	                HONO	                   N	                H2NO	                 N2O	                 NH3	                  NO	                 NO2	                 HCN	                 HNC	                  CN	                HNCO	                 NCO	                 NCN	              CH3NH2	                H2CN	               C5H5N	               C5H4N	              C5H5NO	              C5H4NO	             C5H4NO2	              PYRLYL	            BNC4H4CO	              C4H4CN	              CHCHCN	               C4H5N	             CH2CHCN	                C2N2	                HNCN	                HOCN	               CH3CN	               CH2CN
        1.000000E-03	       -0.000000E+00	       -1.829365E-06	       -0.000000E+00	       -1.802375E-04	       -2.179873E-13	       -1.289897E-10	       -9.838321E-11	       -7.501093E-11	       -1.130246E-10	       -5.890915E-13	       -1.614703E-10	       -4.104736E-13	       -1.215376E-09	       -7.068456E-12	       -1.806760E-14	       -1.208889E-10	       -5.923140E-11	       -2.402281E-12	       -0.000000E+00	       -0.000000E+00	       -0.000000E+00	       -1.348597E-14	       -2.043275E-12	       -9.173933E-16	       -6.191733E-13	       -2.479142E-10	       -7.605797E-13	       -6.322870E-13	       -3.262988E-10	       -5.646995E-11	       -2.529181E-10	       -1.710338E-09	       -8.627021E-15	       -1.526561E-10	       -1.495887E-09	       -2.094398E-05	       -2.548783E-10	       -2.580500E-10	       -5.219812E-02	       -2.142432E-12	       -1.712646E-09	       -3.857635E-09	       -1.771363E-03	       -4.454431E-03	       -8.926301E-10	       -2.061961E-13	       -3.623738E-12	       -7.121976E-10	       -1.000382E-01	       -5.559684E-05	       -1.031729E-06	       -1.118783E-04	       -5.276837E-03	       -7.569485E-04	       -5.165969E-02	       -3.532519E-05	       -0.000000E+00	       -1.334861E-06	       -7.043279E-10	       -6.715887E-10	       -7.638621E-10	       -2.568283E-09	       -6.395322E-08	       -1.799556E-11	       -1.994510E-07	       -6.494820E-10	       -4.794066E-09	       -1.837040E-09	       -5.669449E-11	       -2.865772E-11	       -1.298968E-11	       -1.225445E-11	       -2.491041E-11	       -2.329547E-15	       -2.965445E-17	       -0.000000E+00	       -1.720093E-10	       -2.727774E-06	       -0.000000E+00	       -3.968414E-10	       -1.430910E-11	       -1.042208E-12	       -5.732101E-11	       -4.363688E-07	       -1.915104E-11	       -9.378033E-17	       -0.000000E+00	       -0.000000E+00	       -7.858041E-16	       -4.851041E-13	       -2.043404E-18	       -2.873557E-18
        2.000000E-03	       -0.000000E+00	       -3.050471E-06	       -4.236522E-10	       -3.146234E-04	       -7.745031E-10	       -6.532526E-08	       -1.283856E-08	       -3.054215E-08	       -6.548248E-08	       -1.883376E-10	       -2.172124E-08	       -4.291179E-10	       -1.797211E-07	       -1.722450E-09	       -4.617197E-10	       -2.051562E-08	       -3.241656E-08	       -1.369379E-09	       -4.779000E-15	       -0.000000E+00	       -8.667245E-15	       -1.038638E-10	       -1.857511E-09	       -1.047819E-11	       -8.718261E-11	       -2.761274E-08	       -2.810543E-09	       -4.909955E-09	       -1.318813E-07	       -6.038702E-08	       -8.441938E-08	       -6.242826E-07	       -2.260034E-10	       -9.371621E-09	       -5.390565E-07	       -4.483755E-04	       -2.073501E-07	       -1.320992E-08	       -1.124830E-01	       -4.431236E-10	       -2.594885E-07	       -7.989756E-07	       -1.918005E-03	       -1.210222E-02	       -3.153061E-07	       -2.192168E-10	       -7.678812E-09	       -2.591139E-07	       -2.129289E-01	       -2.225266E-04	       -2.829600E-04	       -3.017289E-04	       -1.138004E-02	       -2.096502E-03	       -1.072148E-01	       -9.877489E-03	       -3.996619E-14	       -2.066480E-06	       -1.933861E-08	       -3.747001E-09	       -4.771636E-09	       -1.768540E-08	       -1.332437E-07	       -5.611491E-10	       -5.606402E-07	       -3.768154E-08	       -2.680470E-08	       -8.836865E-09	       -2.893931E-08	       -1.662676E-08	       -3.688311E-09	       -1.020842E-08	       -1.195004E-08	       -3.102645E-12	       -4.807838E-12	       -1.142710E-13	       -5.747675E-08	       -9.078884E-04	       -0.000000E+00	       -1.623500E-07	       -6.620212E-09	       -4.132482E-10	       -2.292419E-08	       -1.258611E-04	       -2.212273E-08	       -1.299335E-12	       -4.838146E-15	       -4.745066E-16	       -1.011366E-12	       -5.539789E-10	       -8.205576E-13	       -9.912494E-13
        3.100000E-03	       -0.000000E+00	       -4.634622E-06	       -1.011808E-07	       -4.306221E-04	       -3.136498E-08	       -1.209372E-06	       -1.182302E-06	       -1.060976E-06	       -9.836529E-07	       -2.060651E-08	       -2.034103E-06	       -2.166834E-08	       -2.824213E-06	       -5.299196E-08	       -4.781437E-08	       -1.853235E-07	       -4.416424E-07	       -2.072490E-07	       -9.616963E-10	       -3.989252E-10	       -9.193087E-10	       -9.834711E-08	       -3.090961E-07	       -1.487250E-08	       -6.335361E-10	       -3.856382E-07	       -1.299234E-06	       -1.243591E-05	       -1.275841E-06	       -2.128532E-06	       -1.441150E-06	       -2.364110E-05	       -1.395241E-07	       -4.201530E-07	       -2.935092E-05	       -3.527776E-03	       -2.363373E-06	       -6.027233E-07	       -1.628243E-01	       -3.941281E-08	       -5.684983E-06	       -3.107642E-05	       -2.056503E-03	       -2.053592E-02	       -1.408315E-05	       -1.287034E-07	       -2.911977E-06	       -1.651970E-06	       -3.056395E-01	       -4.579976E-04	       -1.274253E-02	       -5.101113E-04	       -1.808499E-02	       -3.573834E-03	       -1.526819E-01	       -4.519459E-01	       -6.407692E-12	       -2.975120E-06	       -3.133748E-07	       -1.758317E-07	       -1.519050E-07	       -1.148164E-07	       -2.130368E-07	       -1.268309E-08	       -9.290260E-07	       -9.839591E-07	       -9.348808E-08	       -3.177641E-08	       -1.470670E-06	       -8.107678E-07	       -9.865479E-08	       -9.854735E-07	       -1.453580E-06	       -8.199455E-11	       -3.450970E-09	       -1.517250E-10	       -2.729679E-06	       -2.931039E-02	       -1.733782E-09	       -1.521190E-05	       -2.662880E-07	       -2.870171E-08	       -1.412669E-06	       -1.691246E-03	       -2.789455E-06	       -2.766989E-09	       -5.536831E-12	       -1.689066E-12	       -2.434996E-11	       -3.980222E-08	       -4.009872E-10	       -8.908477E-11
        4.001620E-03	       -0.000000E+00	       -2.819007E-05	       -5.089630E-07	       -5.317520E-04	       -9.650192E-06	       -5.572284E-05	       -1.749090E-05	       -1.450746E-05	       -1.829228E-05	       -1.734627E-06	       -1.926647E-05	       -2.565649E-08	       -1.289053E-06	       -5.557517E-07	       -1.935345E-08	       -3.025379E-06	       -4.211000E-05	       -5.055182E-08	       -3.309030E-09	       -2.599302E-09	       -1.876719E-09	       -1.339827E-07	       -2.233009E-06	       -2.887425E-09	       -1.221156E-07	       -1.143587E-06	       -6.614374E-06	       -1.165549E-04	       -1.345429E-06	       -1.655441E-05	       -4.725568E-05	       -2.189081E-05	       -1.131010E-07	       -3.109858E-06	       -2.038826E-05	       -7.005824E-04	       -4.247655E-06	       -5.273879E-06	       -2.064475E-01	       -4.742925E-07	       -1.714471E-04	       -3.101684E-05	       -2.242401E-03	       -3.681740E-02	       -1.280375E-05	       -7.632396E-07	       -2.033369E-05	       -8.156339E-06	       -3.760891E-01	       -7.880311E-04	       -7.539857E-03	       -9.162241E-04	       -3.117212E-02	       -5.124252E-03	       -1.932260E-01	       -2.715523E-01	       -9.219777E-11	       -4.767717E-06	       -1.112394E-06	       -3.471983E-06	       -1.658465E-06	       -1.815913E-06	       -2.512978E-06	       -1.084904E-08	       -1.218388E-06	       -9.846724E-07	       -6.941867E-07	       -1.566148E-07	       -4.221805E-06	       -2.724032E-06	       -4.314855E-06	       -4.467272E-06	       -9.891557E-06	       -3.526035E-09	       -1.061492E-08	       -4.445775E-08	       -2.235235E-06	       -1.225730E-01	       -1.177226E-07	       -8.047085E-06	       -2.207458E-07	       -5.635967E-08	       -4.353812E-06	       -6.228133E-02	       -1.239754E-04	       -1.612531E-08	       -6.987480E-10	       -2.273017E-11	       -4.422294E-10	       -1.157967E-07	       -2.525625E-09	       -2.797177E-09
        5.001480E-03	      -1.107059E-159	       -7.628417E-04	       -1.011448E-04	       -8.317573E-04	       -2.003929E-03	       -1.560358E-03	       -1.270527E-06	       -1.827433E-06	       -2.038284E-04	       -1.584553E-04	       -1.246759E-06	       -1.959119E-08	       -5.765910E-07	       -1.700425E-07	       -3.007451E-06	       -1.409387E-04	       -1.450965E-03	       -5.511586E-07	       -5.966604E-08	       -5.486794E-08	       -2.003638E-08	       -1.799331E-05	       -1.540665E-05	       -3.199249E-07	       -1.094645E-04	       -2.913707E-05	       -7.739731E-06	       -1.950303E-05	       -7.370875E-06	       -4.401045E-05	       -1.552180E-04	       -4.965201E-04	       -4.456137E-05	       -2.413570E-05	       -2.152068E-04	       -6.526561E-04	       -2.922517E-04	       -2.965757E-05	       -4.790375E-01	       -6.115925E-05	       -8.896642E-04	       -2.127739E-04	       -3.203298E-03	       -4.948917E-01	       -2.347618E-04	       -3.596162E-05	       -1.245131E-05	       -5.065710E-04	       -6.538356E-01	       -4.718514E-03	       -2.329303E-02	       -1.255024E-02	       -3.965568E-01	       -2.744505E-02	       -5.074979E-01	       -1.002214E+00	       -1.344482E-09	       -6.549979E-05	       -7.709123E-06	       -3.177460E-05	       -4.006381E-06	       -1.633566E-05	       -1.284711E-04	       -1.471473E-08	       -2.266901E-06	       -1.460982E-05	       -1.212978E-05	       -2.525985E-06	       -4.114665E-05	       -6.814438E-05	       -1.172378E-04	       -2.310380E-06	       -6.455722E-06	       -1.643485E-07	       -3.109063E-08	       -7.803619E-06	       -3.472559E-05	       -7.202700E-02	       -3.584272E-08	       -2.805147E-07	       -5.184418E-09	       -7.963192E-10	       -2.175377E-07	       -9.378480E-02	       -1.085847E-03	       -3.927932E-11	       -2.361098E-07	       -2.460089E-09	       -5.789898E-08	       -3.111650E-07	       -1.732602E-06	       -4.117626E-06
        6.000460E-03	       -2.909910E-29	       -8.386232E-04	       -3.565470E-05	       -1.111878E-03	       -1.975076E-03	       -1.706978E-03	       -7.796535E-08	       -7.831015E-07	       -1.963910E-04	       -6.784410E-05	       -7.078529E-08	       -6.812873E-09	       -9.673251E-08	       -1.639140E-08	       -6.749770E-07	       -1.233615E-04	       -1.488343E-03	       -4.564331E-08	       -7.211420E-09	       -7.638994E-09	       -2.356060E-09	       -9.502376E-07	       -1.008567E-06	       -1.135428E-08	       -1.095079E-04	       -3.431881E-05	       -3.805297E-07	       -1.133013E-06	       -8.069731E-06	       -3.682337E-05	       -1.349348E-04	       -8.077746E-04	       -3.708420E-05	       -1.725939E-05	       -2.938905E-04	       -1.700406E-04	       -4.967662E-04	       -2.391955E-06	       -7.720793E-01	       -4.099123E-05	       -6.755959E-04	       -1.368734E-04	       -4.280156E-03	       -8.603644E-01	       -3.076088E-04	       -3.775471E-05	       -1.397399E-06	       -7.517482E-04	       -1.049919E+00	       -9.570189E-03	       -6.968491E-05	       -2.228601E-02	       -6.795525E-01	       -5.863620E-02	       -8.127900E-01	       -9.661938E-01	       -1.075560E-09	       -1.171145E-04	       -1.074885E-05	       -4.697271E-05	       -6.015142E-06	       -3.179079E-05	       -2.064476E-04	       -8.495491E-09	       -3.633179E-06	       -1.604349E-05	       -3.618466E-05	       -9.929257E-06	       -7.761778E-05	       -1.371998E-04	       -1.936139E-04	       -2.444888E-06	       -7.401427E-06	       -2.869476E-07	       -1.482154E-08	       -8.565569E-06	       -7.768521E-05	       -7.461665E-02	       -2.242684E-08	       -7.585789E-08	       -2.428756E-09	       -2.349423E-10	       -8.336785E-08	       -1.217526E-01	       -1.338894E-03	       -1.269028E-11	       -2.997882E-07	       -8.664352E-09	       -1.157574E-07	       -6.176801E-07	       -4.143479E-06	       -1.253991E-05
        7.004290E-03	      -4.966869E-245	       -3.191266E-05	       -1.910712E-11	       -1.046963E-03	       -3.001096E-06	       -4.137296E-06	       -7.627006E-10	       -4.373174E-08	       -8.457601E-07	       -2.234682E-10	       -6.611687E-10	       -1.035444E-10	       -6.964829E-12	       -5.139345E-11	       -9.788388E-13	       -7.535221E-08	       -5.025457E-06	       -6.001099E-14	       -4.781840E-11	       -4.520440E-11	       -2.744571E-11	       -5.809148E-13	       -7.556166E-11	       -3.940204E-17	       -1.028136E-08	       -6.665945E-10	       -2.079430E-10	       -1.332787E-09	       -4.308579E-08	       -9.134557E-07	       -2.193086E-07	       -3.344182E-05	       -5.617397E-13	       -2.653528E-10	       -5.308772E-05	       -1.274732E-03	       -2.337799E-07	       -3.728286E-10	       -5.792780E-01	       -3.012669E-11	       -9.469970E-06	       -1.439698E-06	       -3.701445E-03	       -2.174537E-01	       -2.485316E-05	       -1.623286E-10	       -9.532277E-10	       -2.442171E-07	       -9.178181E-01	       -3.831776E-03	       -2.289906E-04	       -5.682225E-03	       -1.720303E-01	       -2.323386E-02	       -5.390301E-01	       -1.228104E-02	       -3.229356E-13	       -2.790962E-05	       -6.841633E-08	       -5.521637E-07	       -1.157927E-06	       -4.723285E-05	       -2.954449E-06	       -1.930267E-10	       -2.780462E-06	       -1.413244E-08	       -5.371788E-05	       -1.142040E-05	       -3.357977E-07	       -3.944742E-07	       -7.081555E-07	       -1.366650E-07	       -4.734410E-07	       -2.131864E-10	       -1.699041E-12	       -8.154712E-10	       -8.502482E-07	       -3.604825E-06	       -9.714005E-12	       -8.562989E-12	       -1.514554E-34	       -1.554626E-11	       -4.774975E-11	       -1.107803E-05	       -2.451564E-07	       -2.567923E-12	       -2.649271E-13	       -2.663669E-13	       -1.677624E-11	       -9.220022E-09	       -1.152880E-12	       -1.391761E-12
        8.000210E-03	       -7.807480E-71	       -2.132235E-04	       -5.423285E-08	       -1.006188E-03	       -5.603255E-04	       -3.598486E-04	       -2.639088E-09	       -4.654227E-07	       -5.420720E-05	       -2.303680E-07	       -2.108620E-09	       -1.080439E-10	       -4.931779E-10	       -1.431373E-10	       -7.636401E-10	       -4.964932E-06	       -3.687292E-04	       -3.552748E-12	       -1.432892E-11	       -1.247115E-13	       -5.504781E-12	       -4.165299E-10	       -1.132254E-09	       -1.692299E-13	       -5.018965E-06	       -1.913146E-07	       -7.754127E-10	       -5.239147E-09	       -1.151196E-06	       -1.347380E-05	       -1.606043E-05	       -8.246019E-05	       -1.130557E-07	       -2.818174E-08	       -1.426693E-04	       -3.608739E-03	       -3.433499E-05	       -6.755912E-09	       -5.582215E-01	       -3.013786E-08	       -2.404284E-04	       -1.447565E-05	       -3.664388E-03	       -2.984277E-01	       -5.846228E-05	       -1.083514E-06	       -1.196864E-08	       -5.987509E-05	       -8.811771E-01	       -4.152029E-03	       -6.548402E-05	       -7.871143E-03	       -2.361458E-01	       -2.508358E-02	       -5.377922E-01	       -2.697965E-02	       -7.338031E-12	       -3.873512E-05	       -5.331427E-07	       -3.890886E-06	       -1.372467E-06	       -4.100792E-05	       -1.818756E-05	       -4.690946E-10	       -2.904449E-06	       -1.481267E-07	       -5.085497E-05	       -1.443676E-05	       -3.664739E-06	       -6.210709E-06	       -1.308811E-05	       -2.177529E-07	       -1.080627E-06	       -3.480745E-08	       -8.167470E-11	       -7.313341E-07	       -2.649372E-06	       -3.964751E-04	       -3.041508E-09	       -3.032598E-10	       -1.317921E-11	       -2.883568E-12	       -1.170685E-09	       -2.112493E-03	       -3.689081E-05	       -2.580802E-13	       -1.011399E-09	       -2.454679E-11	       -9.271558E-09	       -4.439885E-08	       -3.494571E-08	       -1.258325E-07
        9.000100E-03	      -2.218776E-244	       -8.764182E-05	       -1.701838E-08	       -1.000406E-03	       -1.798979E-04	       -9.224860E-05	       -2.095459E-08	       -5.818738E-07	       -1.637438E-05	       -7.828947E-08	       -1.723435E-08	       -3.888661E-10	       -1.138915E-10	       -9.426455E-10	       -2.738321E-10	       -9.303607E-07	       -1.342399E-04	       -1.032928E-12	       -1.992846E-11	       -1.606244E-11	       -1.070252E-11	       -2.148530E-10	       -2.973027E-09	       -3.445302E-14	       -4.127126E-07	       -1.720139E-08	       -2.935012E-09	       -2.163493E-08	       -2.974088E-07	       -7.764790E-06	       -3.802589E-06	       -3.942158E-05	       -1.186637E-09	       -3.462260E-09	       -5.239979E-05	       -4.392776E-03	       -4.133827E-06	       -1.588626E-08	       -5.313891E-01	       -8.178845E-09	       -1.339645E-04	       -7.821422E-06	       -3.620454E-03	       -2.168391E-01	       -2.351065E-05	       -2.271638E-08	       -2.792542E-08	       -6.286101E-06	       -8.660396E-01	       -3.532647E-03	       -7.596225E-09	       -5.746450E-03	       -1.716327E-01	       -2.137546E-02	       -5.008860E-01	       -5.477575E-02	       -6.814887E-12	       -2.743132E-05	       -4.677457E-07	       -3.964162E-06	       -1.568663E-06	       -4.087164E-05	       -1.401978E-05	       -5.082351E-10	       -2.779384E-06	       -1.999725E-07	       -5.151942E-05	       -1.387637E-05	       -3.310389E-06	       -4.340335E-06	       -1.057181E-05	       -3.024966E-07	       -1.675057E-06	       -8.443525E-09	       -3.936764E-11	       -1.068174E-07	       -2.859832E-06	       -3.895927E-04	       -8.185417E-09	       -9.179675E-10	       -3.584471E-11	       -3.079045E-11	       -3.148967E-09	       -1.671365E-03	       -6.965363E-06	       -3.852223E-12	       -1.284721E-10	       -1.740711E-11	       -9.887300E-10	       -4.994686E-08	       -1.389893E-09	       -3.543435E-09
        1.000190E-02	       -2.078387E-56	       -4.202538E-04	       -8.848328E-07	       -1.064999E-03	       -1.150390E-03	       -7.690218E-04	       -8.396838E-09	       -7.677573E-07	       -1.082043E-04	       -2.565272E-06	       -6.952072E-09	       -3.535446E-10	       -4.613432E-09	       -9.684204E-10	       -1.404706E-08	       -2.422885E-05	       -7.818971E-04	       -7.840875E-11	       -2.392580E-10	       -2.854519E-10	       -8.090019E-11	       -9.023484E-09	       -1.417776E-08	       -1.678317E-11	       -2.119543E-05	       -4.445904E-06	       -6.293235E-09	       -2.534942E-08	       -2.586342E-06	       -2.432360E-05	       -5.625660E-05	       -1.982014E-04	       -2.926581E-06	       -1.467759E-06	       -1.573813E-04	       -3.102306E-03	       -9.739967E-05	       -7.001779E-08	       -6.208228E-01	       -5.973943E-07	       -4.376837E-04	       -3.484035E-05	       -3.964200E-03	       -3.853933E-01	       -1.016762E-04	       -1.076859E-05	       -6.354179E-08	       -2.201106E-04	       -9.632757E-01	       -5.325422E-03	       -1.208993E-08	       -1.036144E-02	       -3.041621E-01	       -3.133674E-02	       -6.069587E-01	       -7.711020E-02	       -8.200155E-11	       -5.013297E-05	       -2.028989E-06	       -1.166394E-05	       -2.500903E-06	       -4.472908E-05	       -5.082312E-05	       -1.836076E-09	       -3.178695E-06	       -1.632486E-06	       -5.946749E-05	       -1.873857E-05	       -1.328547E-05	       -2.257546E-05	       -4.005359E-05	       -5.556360E-07	       -2.627971E-06	       -9.360344E-08	       -1.065593E-09	       -2.107720E-06	       -2.411789E-06	       -1.214434E-03	       -2.299938E-09	       -1.033481E-09	       -4.287052E-11	       -4.681235E-12	       -2.836426E-09	       -4.426969E-03	       -1.059283E-04	       -1.846004E-13	       -1.226266E-08	       -1.945726E-10	       -2.810925E-08	       -1.347967E-07	       -2.595333E-07	       -6.496229E-07
