time	Max
5.000686E-04	0.000000E+00
6.357470E-04	0.000000E+00
7.714254E-04	0.000000E+00
9.071038E-04	0.000000E+00
1.042782E-03	0.000000E+00
1.178461E-03	0.000000E+00
1.314139E-03	0.000000E+00
1.449817E-03	0.000000E+00
1.585496E-03	0.000000E+00
1.721174E-03	0.000000E+00
1.856853E-03	0.000000E+00
1.992531E-03	0.000000E+00
2.128209E-03	0.000000E+00
2.263888E-03	0.000000E+00
2.399566E-03	0.000000E+00
2.535245E-03	0.000000E+00
2.670923E-03	0.000000E+00
2.806601E-03	0.000000E+00
2.942280E-03	0.000000E+00
3.077958E-03	0.000000E+00
3.213637E-03	0.000000E+00
3.349315E-03	0.000000E+00
3.484993E-03	0.000000E+00
3.620672E-03	0.000000E+00
3.756350E-03	0.000000E+00
3.892029E-03	0.000000E+00
4.027707E-03	-5.164726E-01
4.163385E-03	-4.903753E-01
4.299064E-03	-4.231248E-01
4.434742E-03	-3.121881E-01
4.570421E-03	-1.562883E-01
4.706099E-03	4.461093E-02
4.841777E-03	2.893560E-01
4.977456E-03	5.756859E-01
5.113134E-03	9.003396E-01
5.248813E-03	1.259183E+00
5.384491E-03	1.647352E+00
5.520169E-03	2.059398E+00
5.655848E-03	2.489451E+00
5.791526E-03	2.931364E+00
5.927205E-03	3.378874E+00
6.062883E-03	3.825738E+00
6.198561E-03	4.265874E+00
6.334240E-03	4.693478E+00
6.469918E-03	5.103132E+00
6.605597E-03	5.489901E+00
6.741275E-03	5.849406E+00
6.876953E-03	6.177885E+00
7.012632E-03	6.472237E+00
7.148310E-03	6.730050E+00
7.283989E-03	6.949613E+00
7.419667E-03	7.129912E+00
7.555345E-03	7.270614E+00
7.691024E-03	7.372036E+00
7.826702E-03	7.435111E+00
7.962381E-03	7.461332E+00
8.098059E-03	7.452696E+00
8.233737E-03	7.411646E+00
8.369416E-03	7.340994E+00
8.505094E-03	7.243858E+00
8.640773E-03	7.123580E+00
8.776451E-03	6.983662E+00
8.912129E-03	6.827690E+00
9.047808E-03	6.659260E+00
9.183486E-03	6.481921E+00
9.319165E-03	6.299106E+00
9.454843E-03	6.114081E+00
9.590521E-03	5.929891E+00
9.726200E-03	5.749322E+00
9.861878E-03	5.574858E+00
9.997557E-03	5.408656E+00
1.013323E-02	5.252528E+00
1.026891E-02	5.107917E+00
1.040459E-02	4.975902E+00
1.054027E-02	4.857189E+00
1.067595E-02	4.752123E+00
1.081163E-02	4.660699E+00
1.094731E-02	4.582581E+00
