         time	  rf_minus_rp
5.207621E-04	-1.000000E+00
7.518197E-04	-1.000000E+00
9.828774E-04	-1.000000E+00
1.213935E-03	-1.000000E+00
1.444993E-03	-1.000000E+00
1.676050E-03	-1.000000E+00
1.907108E-03	-1.000000E+00
2.138165E-03	-1.000000E+00
2.369223E-03	-1.000000E+00
2.600281E-03	-1.000000E+00
2.831338E-03	-1.000000E+00
3.062396E-03	-1.000000E+00
3.293454E-03	-1.000000E+00
3.524511E-03	-1.000000E+00
3.755569E-03	-1.000000E+00
3.986627E-03	-1.000000E+00
4.217684E-03	-1.000000E+00
4.448742E-03	-1.000000E+00
4.679799E-03	-1.000000E+00
4.910857E-03	-1.000000E+00
5.141915E-03	-1.000000E+00
5.372972E-03	-1.000000E+00
5.604030E-03	-1.000000E+00
5.835088E-03	-1.000000E+00
6.066145E-03	-1.000000E+00
6.297203E-03	-1.000000E+00
6.528260E-03	-1.000000E+00
6.759318E-03	-1.000000E+00
6.990376E-03	-1.000000E+00
7.221433E-03	-1.000000E+00
7.452491E-03	-1.000000E+00
7.683549E-03	-1.000000E+00
7.914606E-03	-1.000000E+00
8.145664E-03	-1.000000E+00
8.376721E-03	-1.000000E+00
8.607779E-03	2.034345E+00
8.838837E-03	2.279123E+00
9.069894E-03	2.520986E+00
9.300952E-03	2.755855E+00
9.532010E-03	2.979735E+00
9.763067E-03	3.188796E+00
9.994125E-03	3.379458E+00
1.022518E-02	3.548459E+00
1.045624E-02	3.692916E+00
1.068730E-02	3.810375E+00
1.091836E-02	3.898850E+00
1.114941E-02	3.956848E+00
1.138047E-02	3.983388E+00
1.161153E-02	3.978003E+00
1.184259E-02	3.940734E+00
1.207364E-02	3.872119E+00
1.230470E-02	3.773162E+00
1.253576E-02	3.645310E+00
1.276682E-02	3.490407E+00
1.299787E-02	3.310653E+00
1.322893E-02	3.108554E+00
1.345999E-02	2.886873E+00
1.369105E-02	2.648571E+00
1.392210E-02	2.396756E+00
1.415316E-02	2.134625E+00
1.438422E-02	1.865409E+00
1.461528E-02	1.592321E+00
1.484634E-02	1.318508E+00
1.507739E-02	1.047000E+00
1.530845E-02	7.806704E-01
1.553951E-02	5.221962E-01
1.577057E-02	2.740260E-01
1.600162E-02	3.835105E-02
1.623268E-02	-1.000000E+00
1.646374E-02	-1.000000E+00
1.669480E-02	-1.000000E+00
