Reactions	Percentage
R945: NCN+O2=NO+NCO	-0.038374263131338356
R942: NCN+H=N+HNC	-0.2778190667099623
R939: NCN+OH=NH+NCO	-0.7610897903773803
R941: NCN+OH=NO+HCN	-1.0892965815406077
R940: NCN+H=N+HCN	-7.343108203254414
R946: NCN+O=NO+CN	-90.4895108848719
