T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	3.831270E+01
1.025000E+03	9.756100E-01	2.467650E+01
1.050000E+03	9.523810E-01	1.609540E+01
1.075000E+03	9.302330E-01	1.056840E+01
1.100000E+03	9.090910E-01	6.944980E+00
1.125000E+03	8.888890E-01	4.538520E+00
1.150000E+03	8.695650E-01	2.938420E+00
1.175000E+03	8.510640E-01	1.876180E+00
1.200000E+03	8.333330E-01	1.188300E+00
1.225000E+03	8.163270E-01	7.495350E-01
1.250000E+03	8.000000E-01	4.808380E-01
1.275000E+03	7.843140E-01	3.174010E-01
1.300000E+03	7.692310E-01	2.165150E-01
1.325000E+03	7.547170E-01	1.548470E-01
1.350000E+03	7.407410E-01	1.145390E-01
1.375000E+03	7.272730E-01	8.697170E-02
1.400000E+03	7.142860E-01	6.817140E-02
1.425000E+03	7.017540E-01	5.486520E-02
1.450000E+03	6.896550E-01	4.478570E-02
1.475000E+03	6.779660E-01	3.716780E-02
1.500000E+03	6.666670E-01	3.181420E-02
1.525000E+03	6.557380E-01	2.676840E-02
1.550000E+03	6.451610E-01	2.355620E-02
1.575000E+03	6.349210E-01	2.041740E-02
1.600000E+03	6.250000E-01	1.776900E-02
1.625000E+03	6.153850E-01	1.609160E-02
1.650000E+03	6.060610E-01	1.418550E-02
1.675000E+03	5.970150E-01	1.274950E-02
1.700000E+03	5.882350E-01	1.163310E-02
1.725000E+03	5.797100E-01	1.063870E-02
1.750000E+03	5.714290E-01	9.645550E-03
1.775000E+03	5.633800E-01	8.422640E-03
1.800000E+03	5.555560E-01	7.763230E-03
1.825000E+03	5.479450E-01	7.217240E-03
1.850000E+03	5.405410E-01	6.727280E-03
