Tinlet       	StrainRate   	dZr          	DSt          	ChiSt        	ChiQu        	ChiStQu      
1.000000E+03 	2.900000E+01 	1.150789E-01 	9.010518E-04 	5.553687E-01 	1.642187E+03 	3.381885E-04 
1.000000E+03 	3.000000E+01 	1.172702E-01 	9.001492E-04 	6.093015E-01 	1.642187E+03 	3.710305E-04 
1.000000E+03 	3.100000E+01 	1.174096E-01 	8.988952E-04 	6.673812E-01 	1.642187E+03 	4.063978E-04 
1.000000E+03 	3.200000E+01 	1.195544E-01 	8.978954E-04 	7.321848E-01 	1.642187E+03 	4.458596E-04 
1.000000E+03 	3.300000E+01 	1.202413E-01 	8.968589E-04 	8.032508E-01 	1.642187E+03 	4.891348E-04 
1.000000E+03 	3.400000E+01 	1.207050E-01 	8.957693E-04 	8.812334E-01 	1.642187E+03 	5.366218E-04 
1.000000E+03 	3.500000E+01 	1.209489E-01 	8.946218E-04 	9.668054E-01 	1.642187E+03 	5.887304E-04 
1.000000E+03 	3.600000E+01 	1.201223E-01 	8.933503E-04 	1.060198E+00 	1.642187E+03 	6.456013E-04 
1.000000E+03 	3.700000E+01 	1.208119E-01 	8.920707E-04 	1.163408E+00 	1.642187E+03 	7.084504E-04 
1.000000E+03 	3.800000E+01 	1.201015E-01 	8.904119E-04 	1.274515E+00 	1.642187E+03 	7.761083E-04 
1.000000E+03 	3.900000E+01 	1.729012E-01 	8.889867E-04 	1.398498E+00 	1.642187E+03 	8.516070E-04 
1.000000E+03 	4.000000E+01 	1.651631E-01 	8.874806E-04 	1.534397E+00 	1.642187E+03 	9.343619E-04 
1.000000E+03 	4.100000E+01 	1.582676E-01 	8.858897E-04 	1.683506E+00 	1.642187E+03 	1.025161E-03 
1.000000E+03 	4.200000E+01 	1.516211E-01 	8.841485E-04 	1.846247E+00 	1.642187E+03 	1.124261E-03 
1.000000E+03 	4.300000E+01 	1.467427E-01 	8.823796E-04 	2.026050E+00 	1.642187E+03 	1.233751E-03 
1.000000E+03 	4.400000E+01 	1.419216E-01 	8.805176E-04 	2.222953E+00 	1.642187E+03 	1.353654E-03 
1.000000E+03 	4.500000E+01 	1.376485E-01 	8.785616E-04 	2.438990E+00 	1.642187E+03 	1.485208E-03 
1.000000E+03 	4.600000E+01 	1.339051E-01 	8.762100E-04 	2.672089E+00 	1.642187E+03 	1.627153E-03 
1.000000E+03 	4.700000E+01 	1.307477E-01 	8.740745E-04 	2.932177E+00 	1.642187E+03 	1.785532E-03 
1.000000E+03 	4.800000E+01 	1.276836E-01 	8.719952E-04 	3.243910E+00 	1.642187E+03 	1.975360E-03 
1.000000E+03 	4.900000E+01 	1.250877E-01 	8.696677E-04 	3.559966E+00 	1.642187E+03 	2.167820E-03 
1.000000E+03 	5.000000E+01 	1.228115E-01 	8.672529E-04 	3.906010E+00 	1.642187E+03 	2.378542E-03 
1.000000E+03 	5.100000E+01 	3.163589E-02 	8.646935E-04 	4.283856E+00 	1.642187E+03 	2.608629E-03 
1.000000E+03 	5.200000E+01 	3.111388E-02 	8.621268E-04 	4.701176E+00 	1.642187E+03 	2.862753E-03 
1.000000E+03 	5.300000E+01 	3.124517E-02 	8.594840E-04 	5.158326E+00 	1.642187E+03 	3.141132E-03 
1.000000E+03 	5.400000E+01 	3.165505E-02 	8.567774E-04 	5.660026E+00 	1.642187E+03 	3.446639E-03 
1.000000E+03 	5.500000E+01 	3.236748E-02 	8.548629E-04 	6.344526E+00 	1.642187E+03 	3.863461E-03 
1.000000E+03 	5.600000E+01 	3.121216E-02 	8.520266E-04 	6.963229E+00 	1.642187E+03 	4.240217E-03 
1.000000E+03 	5.700000E+01 	3.174995E-02 	8.489067E-04 	7.629382E+00 	1.642187E+03 	4.645867E-03 
1.000000E+03 	5.800000E+01 	3.239665E-02 	8.459767E-04 	8.375419E+00 	1.642187E+03 	5.100162E-03 
1.000000E+03 	5.900000E+01 	3.130714E-02 	8.430331E-04 	9.191396E+00 	1.642187E+03 	5.597046E-03 
1.000000E+03 	6.000000E+01 	3.171191E-02 	8.400729E-04 	1.008733E+01 	1.642187E+03 	6.142620E-03 
1.000000E+03 	6.100000E+01 	3.232514E-02 	8.371042E-04 	1.107115E+01 	1.642187E+03 	6.741711E-03 
1.000000E+03 	6.200000E+01 	3.313532E-02 	8.341346E-04 	1.215161E+01 	1.642187E+03 	7.399651E-03 
1.000000E+03 	6.300000E+01 	3.176220E-02 	8.311719E-04 	1.333833E+01 	1.642187E+03 	8.122297E-03 
1.000000E+03 	6.400000E+01 	3.245550E-02 	8.281706E-04 	1.463779E+01 	1.642187E+03 	8.913595E-03 
1.000000E+03 	6.500000E+01 	3.323584E-02 	8.252519E-04 	1.607086E+01 	1.642187E+03 	9.786255E-03 
1.000000E+03 	6.600000E+01 	3.419291E-02 	8.223513E-04 	1.764415E+01 	1.642187E+03 	1.074430E-02 
1.000000E+03 	6.700000E+01 	3.271753E-02 	8.194833E-04 	1.937304E+01 	1.642187E+03 	1.179710E-02 
1.000000E+03 	6.800000E+01 	3.346879E-02 	8.166534E-04 	2.127312E+01 	1.642187E+03 	1.295414E-02 
1.000000E+03 	6.900000E+01 	3.450157E-02 	8.137084E-04 	2.333668E+01 	1.642187E+03 	1.421073E-02 
1.000000E+03 	7.000000E+01 	3.560912E-02 	8.109823E-04 	2.563762E+01 	1.642187E+03 	1.561188E-02 
1.000000E+03 	7.100000E+01 	3.414477E-02 	8.082962E-04 	2.816057E+01 	1.642187E+03 	1.714821E-02 
1.000000E+03 	7.200000E+01 	3.507019E-02 	8.056631E-04 	3.093477E+01 	1.642187E+03 	1.883754E-02 
1.000000E+03 	7.300000E+01 	3.615599E-02 	8.030855E-04 	3.398558E+01 	1.642187E+03 	2.069532E-02 
1.000000E+03 	7.400000E+01 	3.501212E-02 	8.005655E-04 	3.734097E+01 	1.642187E+03 	2.273856E-02 
1.000000E+03 	7.500000E+01 	3.593174E-02 	7.979936E-04 	4.101739E+01 	1.642187E+03 	2.497730E-02 
1.000000E+03 	7.600000E+01 	3.702766E-02 	7.956158E-04 	4.507988E+01 	1.642187E+03 	2.745112E-02 
1.000000E+03 	7.700000E+01 	3.827780E-02 	7.932747E-04 	4.954532E+01 	1.642187E+03 	3.017033E-02 
1.000000E+03 	7.800000E+01 	3.713746E-02 	7.909932E-04 	5.445838E+01 	1.642187E+03 	3.316211E-02 
1.000000E+03 	7.900000E+01 	3.826316E-02 	7.887708E-04 	5.986425E+01 	1.642187E+03 	3.645398E-02 
1.000000E+03 	8.000000E+01 	3.954751E-02 	7.866059E-04 	6.581270E+01 	1.642187E+03 	4.007625E-02 
1.000000E+03 	8.100000E+01 	4.104964E-02 	7.844512E-04 	7.235339E+01 	1.642187E+03 	4.405917E-02 
1.000000E+03 	8.200000E+01 	3.991345E-02 	7.824018E-04 	7.955109E+01 	1.642187E+03 	4.844216E-02 
1.000000E+03 	8.300000E+01 	4.140039E-02 	7.802990E-04 	8.743530E+01 	1.642187E+03 	5.324321E-02 
1.000000E+03 	8.400000E+01 	4.292269E-02 	7.783704E-04 	9.616722E+01 	1.642187E+03 	5.856046E-02 
1.000000E+03 	8.500000E+01 	4.211591E-02 	7.764603E-04 	1.057702E+02 	1.642187E+03 	6.440813E-02 
1.000000E+03 	8.600000E+01 	4.356060E-02 	7.745636E-04 	1.163248E+02 	1.642187E+03 	7.083529E-02 
1.000000E+03 	8.700000E+01 	4.517043E-02 	7.726909E-04 	1.279408E+02 	1.642187E+03 	7.790879E-02 
1.000000E+03 	8.800000E+01 	4.695061E-02 	7.708311E-04 	1.407188E+02 	1.642187E+03 	8.568988E-02 
1.000000E+03 	8.900000E+01 	4.617927E-02 	7.689725E-04 	1.547728E+02 	1.642187E+03 	9.424798E-02 
1.000000E+03 	9.000000E+01 	4.792070E-02 	7.671015E-04 	1.702266E+02 	1.642187E+03 	1.036585E-01 
1.000000E+03 	9.100000E+01 	5.009364E-02 	7.655046E-04 	1.881757E+02 	1.642187E+03 	1.145885E-01 
1.000000E+03 	9.200000E+01 	4.966350E-02 	7.635286E-04 	2.069134E+02 	1.642187E+03 	1.259987E-01 
1.000000E+03 	9.300000E+01 	5.160579E-02 	7.615186E-04 	2.275099E+02 	1.642187E+03 	1.385408E-01 
1.000000E+03 	9.400000E+01 	5.372776E-02 	7.594026E-04 	2.501380E+02 	1.642187E+03 	1.523200E-01 
1.000000E+03 	9.500000E+01 	5.344123E-02 	7.571629E-04 	2.749701E+02 	1.642187E+03 	1.674414E-01 
1.000000E+03 	9.600000E+01 	5.558129E-02 	7.547674E-04 	3.022038E+02 	1.642187E+03 	1.840252E-01 
1.000000E+03 	9.700000E+01 	5.791305E-02 	7.521799E-04 	3.320495E+02 	1.642187E+03 	2.021996E-01 
1.000000E+03 	9.800000E+01 	5.786597E-02 	7.493596E-04 	3.647300E+02 	1.642187E+03 	2.221002E-01 
1.000000E+03 	9.900000E+01 	6.026066E-02 	7.462609E-04 	4.004791E+02 	1.642187E+03 	2.438694E-01 
1.000000E+03 	1.000000E+02 	6.288146E-02 	7.428327E-04 	4.395399E+02 	1.642187E+03 	2.676552E-01 
1.000000E+03 	1.010000E+02 	6.201969E-02 	7.577332E-04 	5.076740E+02 	1.642187E+03 	3.091451E-01 
1.000000E+03 	1.020000E+02 	6.462254E-02 	7.532431E-04 	5.565307E+02 	1.642187E+03 	3.388961E-01 
1.000000E+03 	1.030000E+02 	6.748753E-02 	7.481578E-04 	6.097081E+02 	1.642187E+03 	3.712781E-01 
1.000000E+03 	1.040000E+02 	7.062768E-02 	7.424154E-04 	6.674368E+02 	1.642187E+03 	4.064317E-01 
1.000000E+03 	1.050000E+02 	7.408396E-02 	7.359163E-04 	7.299420E+02 	1.642187E+03 	4.444938E-01 
1.000000E+03 	1.060000E+02 	7.338968E-02 	7.285422E-04 	7.973989E+02 	1.642187E+03 	4.855713E-01 
1.000000E+03 	1.070000E+02 	7.700832E-02 	7.201074E-04 	8.698039E+02 	1.642187E+03 	5.296619E-01 
1.000000E+03 	1.080000E+02 	8.129052E-02 	7.106343E-04 	9.501740E+02 	1.642187E+03 	5.786028E-01 
1.000000E+03 	1.090000E+02 	8.588450E-02 	6.995503E-04 	1.032458E+03 	1.642187E+03 	6.287092E-01 
1.000000E+03 	1.100000E+02 	8.497401E-02 	6.866357E-04 	1.118871E+03 	1.642187E+03 	6.813298E-01 
1.000000E+03 	1.110000E+02 	9.019276E-02 	6.713823E-04 	1.208020E+03 	1.642187E+03 	7.356166E-01 
1.000000E+03 	1.120000E+02 	9.644384E-02 	6.645678E-04 	1.381605E+03 	1.642187E+03 	8.413201E-01 
1.000000E+03 	1.130000E+02 	1.043136E-01 	6.398269E-04 	1.472402E+03 	1.642187E+03 	8.966104E-01 
1.000000E+03 	1.140000E+02 	1.078572E-01 	6.119359E-04 	1.642187E+03 	1.642187E+03 	1.000000E+00 
1.050000E+03 	1.000000E+00 	7.665979E-02 	9.064665E-04 	3.790914E-02 	1.791002E+03 	2.116644E-05 
1.050000E+03 	2.000000E+00 	7.699836E-02 	9.051276E-04 	4.140663E-02 	1.791002E+03 	2.311925E-05 
1.050000E+03 	3.000000E+00 	7.740083E-02 	9.038241E-04 	4.523720E-02 	1.791002E+03 	2.525804E-05 
1.050000E+03 	4.000000E+00 	7.785185E-02 	9.025556E-04 	4.943352E-02 	1.791002E+03 	2.760104E-05 
1.050000E+03 	5.000000E+00 	7.803658E-02 	9.243258E-04 	6.041172E-02 	1.791002E+03 	3.373068E-05 
1.050000E+03 	6.000000E+00 	7.982605E-02 	9.232842E-04 	6.606970E-02 	1.791002E+03 	3.688980E-05 
1.050000E+03 	7.000000E+00 	7.937679E-02 	9.219237E-04 	7.214940E-02 	1.791002E+03 	4.028438E-05 
1.050000E+03 	8.000000E+00 	8.242381E-02 	9.209218E-04 	7.893970E-02 	1.791002E+03 	4.407572E-05 
1.050000E+03 	9.000000E+00 	8.265046E-02 	9.199371E-04 	8.636958E-02 	1.791002E+03 	4.822417E-05 
1.050000E+03 	1.000000E+01 	8.294887E-02 	9.189807E-04 	9.451847E-02 	1.791002E+03 	5.277407E-05 
1.050000E+03 	1.100000E+01 	8.247720E-02 	9.179424E-04 	1.034194E-01 	1.791002E+03 	5.774388E-05 
1.050000E+03 	1.200000E+01 	8.340999E-02 	9.162002E-04 	1.128079E-01 	1.791002E+03 	6.298592E-05 
1.050000E+03 	1.300000E+01 	8.440917E-02 	9.153854E-04 	1.235490E-01 	1.791002E+03 	6.898317E-05 
1.050000E+03 	1.400000E+01 	8.533409E-02 	9.145335E-04 	1.353132E-01 	1.791002E+03 	7.555167E-05 
1.050000E+03 	1.500000E+01 	8.638110E-02 	9.137021E-04 	1.482233E-01 	1.791002E+03 	8.275999E-05 
1.050000E+03 	1.600000E+01 	8.745299E-02 	9.128879E-04 	1.623907E-01 	1.791002E+03 	9.067031E-05 
1.050000E+03 	1.700000E+01 	9.256878E-02 	9.120867E-04 	1.779717E-01 	1.791002E+03 	9.936991E-05 
1.050000E+03 	1.800000E+01 	9.341299E-02 	9.113020E-04 	1.950396E-01 	1.791002E+03 	1.088997E-04 
1.050000E+03 	1.900000E+01 	9.159337E-02 	9.102329E-04 	2.134609E-01 	1.791002E+03 	1.191852E-04 
1.050000E+03 	2.000000E+01 	9.508774E-02 	9.094313E-04 	2.339889E-01 	1.791002E+03 	1.306469E-04 
1.050000E+03 	2.100000E+01 	9.602900E-02 	9.086635E-04 	2.565166E-01 	1.791002E+03 	1.432252E-04 
1.050000E+03 	2.200000E+01 	9.699732E-02 	9.078941E-04 	2.812384E-01 	1.791002E+03 	1.570285E-04 
1.050000E+03 	2.300000E+01 	9.802070E-02 	9.071205E-04 	3.083697E-01 	1.791002E+03 	1.721772E-04 
1.050000E+03 	2.400000E+01 	9.909428E-02 	9.063394E-04 	3.381450E-01 	1.791002E+03 	1.888021E-04 
1.050000E+03 	2.500000E+01 	1.002103E-01 	9.055472E-04 	3.708217E-01 	1.791002E+03 	2.070471E-04 
1.050000E+03 	2.600000E+01 	1.013584E-01 	9.047402E-04 	4.066823E-01 	1.791002E+03 	2.270697E-04 
1.050000E+03 	2.700000E+01 	1.025263E-01 	9.039147E-04 	4.460364E-01 	1.791002E+03 	2.490429E-04 
1.050000E+03 	2.800000E+01 	1.037010E-01 	9.030666E-04 	4.892240E-01 	1.791002E+03 	2.731566E-04 
1.050000E+03 	2.900000E+01 	1.040400E-01 	9.018833E-04 	5.358205E-01 	1.791002E+03 	2.991736E-04 
1.050000E+03 	3.000000E+01 	1.062276E-01 	9.009623E-04 	5.877775E-01 	1.791002E+03 	3.281836E-04 
1.050000E+03 	3.100000E+01 	1.073347E-01 	9.000227E-04 	6.447715E-01 	1.791002E+03 	3.600060E-04 
1.050000E+03 	3.200000E+01 	1.083642E-01 	8.990431E-04 	7.073127E-01 	1.791002E+03 	3.949257E-04 
1.050000E+03 	3.300000E+01 	1.084187E-01 	8.980187E-04 	7.759327E-01 	1.791002E+03 	4.332394E-04 
1.050000E+03 	3.400000E+01 	1.093201E-01 	8.969400E-04 	8.511387E-01 	1.791002E+03 	4.752305E-04 
1.050000E+03 	3.500000E+01 	1.101646E-01 	8.957576E-04 	9.334716E-01 	1.791002E+03 	5.212008E-04 
1.050000E+03 	3.600000E+01 	1.108543E-01 	8.944827E-04 	1.023674E+00 	1.791002E+03 	5.715650E-04 
1.050000E+03 	3.700000E+01 	1.113489E-01 	9.164765E-04 	1.254064E+00 	1.791002E+03 	7.002025E-04 
1.050000E+03 	3.800000E+01 	1.661744E-01 	9.152546E-04 	1.375876E+00 	1.791002E+03 	7.682158E-04 
1.050000E+03 	3.900000E+01 	1.627209E-01 	9.137357E-04 	1.508095E+00 	1.791002E+03 	8.420398E-04 
1.050000E+03 	4.000000E+01 	1.581847E-01 	9.123180E-04 	1.654178E+00 	1.791002E+03 	9.236048E-04 
1.050000E+03 	4.100000E+01 	1.543704E-01 	9.108767E-04 	1.815303E+00 	1.791002E+03 	1.013568E-03 
1.050000E+03 	4.200000E+01 	1.498845E-01 	9.093537E-04 	1.991823E+00 	1.791002E+03 	1.112128E-03 
1.050000E+03 	4.300000E+01 	1.456257E-01 	9.077448E-04 	2.185515E+00 	1.791002E+03 	1.220275E-03 
1.050000E+03 	4.400000E+01 	1.417094E-01 	9.057495E-04 	2.394585E+00 	1.791002E+03 	1.337009E-03 
1.050000E+03 	4.500000E+01 	1.383021E-01 	9.039639E-04 	2.627724E+00 	1.791002E+03 	1.467181E-03 
1.050000E+03 	4.600000E+01 	1.348439E-01 	9.020857E-04 	2.883315E+00 	1.791002E+03 	1.609889E-03 
1.050000E+03 	4.700000E+01 	1.316782E-01 	9.001147E-04 	3.163776E+00 	1.791002E+03 	1.766484E-03 
1.050000E+03 	4.800000E+01 	1.287993E-01 	8.980513E-04 	3.471531E+00 	1.791002E+03 	1.938318E-03 
1.050000E+03 	4.900000E+01 	1.261013E-01 	8.958364E-04 	3.807659E+00 	1.791002E+03 	2.125994E-03 
1.050000E+03 	5.000000E+01 	1.390842E-01 	8.937144E-04 	4.209771E+00 	1.791002E+03 	2.350512E-03 
1.050000E+03 	5.100000E+01 	2.961555E-02 	8.913813E-04 	4.620123E+00 	1.791002E+03 	2.579630E-03 
1.050000E+03 	5.200000E+01 	2.994998E-02 	8.889659E-04 	5.069682E+00 	1.791002E+03 	2.830640E-03 
1.050000E+03 	5.300000E+01 	3.223248E-02 	8.864748E-04 	5.563061E+00 	1.791002E+03 	3.106117E-03 
1.050000E+03 	5.400000E+01 	3.268712E-02 	8.836699E-04 	6.094813E+00 	1.791002E+03 	3.403019E-03 
1.050000E+03 	5.500000E+01 	3.331282E-02 	8.810361E-04 	6.690912E+00 	1.791002E+03 	3.735848E-03 
1.050000E+03 	5.600000E+01 	3.193425E-02 	8.791094E-04 	7.487163E+00 	1.791002E+03 	4.180433E-03 
1.050000E+03 	5.700000E+01 	3.233104E-02 	8.763628E-04 	8.218031E+00 	1.791002E+03 	4.588510E-03 
1.050000E+03 	5.800000E+01 	3.295992E-02 	8.735655E-04 	9.018911E+00 	1.791002E+03 	5.035679E-03 
1.050000E+03 	5.900000E+01 	3.382144E-02 	8.707367E-04 	9.898227E+00 	1.791002E+03 	5.526642E-03 
1.050000E+03 	6.000000E+01 	3.227318E-02 	8.677814E-04 	1.085924E+01 	1.791002E+03 	6.063220E-03 
1.050000E+03 	6.100000E+01 	3.300653E-02 	8.648825E-04 	1.191735E+01 	1.791002E+03 	6.654013E-03 
1.050000E+03 	6.200000E+01 	3.384051E-02 	8.620243E-04 	1.308207E+01 	1.791002E+03 	7.304330E-03 
1.050000E+03 	6.300000E+01 	3.248969E-02 	8.591727E-04 	1.436167E+01 	1.791002E+03 	8.018791E-03 
1.050000E+03 	6.400000E+01 	3.310541E-02 	8.563146E-04 	1.576621E+01 	1.791002E+03 	8.803011E-03 
1.050000E+03 	6.500000E+01 	3.401192E-02 	8.532926E-04 	1.728835E+01 	1.791002E+03 	9.652893E-03 
1.050000E+03 	6.600000E+01 	3.502745E-02 	8.504847E-04 	1.898764E+01 	1.791002E+03 	1.060169E-02 
1.050000E+03 	6.700000E+01 	3.351778E-02 	8.477064E-04 	2.084975E+01 	1.791002E+03 	1.164139E-02 
1.050000E+03 	6.800000E+01 	3.432887E-02 	8.449655E-04 	2.289637E+01 	1.791002E+03 	1.278411E-02 
1.050000E+03 	6.900000E+01 	3.531726E-02 	8.422673E-04 	2.514607E+01 	1.791002E+03 	1.404022E-02 
1.050000E+03 	7.000000E+01 	3.406490E-02 	8.396167E-04 	2.761928E+01 	1.791002E+03 	1.542113E-02 
1.050000E+03 	7.100000E+01 	3.487848E-02 	8.370180E-04 	3.033856E+01 	1.791002E+03 	1.693943E-02 
1.050000E+03 	7.200000E+01 	3.586284E-02 	8.344748E-04 	3.332874E+01 	1.791002E+03 	1.860899E-02 
1.050000E+03 	7.300000E+01 	3.701472E-02 	8.319902E-04 	3.661718E+01 	1.791002E+03 	2.044508E-02 
1.050000E+03 	7.400000E+01 	3.569712E-02 	8.295667E-04 	4.023402E+01 	1.791002E+03 	2.246453E-02 
1.050000E+03 	7.500000E+01 	3.678858E-02 	8.271615E-04 	4.420678E+01 	1.791002E+03 	2.468271E-02 
1.050000E+03 	7.600000E+01 	3.795031E-02 	8.248730E-04 	4.858177E+01 	1.791002E+03 	2.712547E-02 
1.050000E+03 	7.700000E+01 	3.927633E-02 	8.226409E-04 	5.339617E+01 	1.791002E+03 	2.981357E-02 
1.050000E+03 	7.800000E+01 	3.793492E-02 	8.204737E-04 	5.869332E+01 	1.791002E+03 	3.277122E-02 
1.050000E+03 	7.900000E+01 	3.912625E-02 	8.183710E-04 	6.452198E+01 	1.791002E+03 	3.602563E-02 
1.050000E+03 	8.000000E+01 	4.047983E-02 	8.163314E-04 	7.093579E+01 	1.791002E+03 	3.960676E-02 
1.050000E+03 	8.100000E+01 	3.961059E-02 	8.142540E-04 	7.795357E+01 	1.791002E+03 	4.352512E-02 
1.050000E+03 	8.200000E+01 	4.089299E-02 	8.123636E-04 	8.572842E+01 	1.791002E+03 	4.786618E-02 
1.050000E+03 	8.300000E+01 	4.233500E-02 	8.104980E-04 	9.427372E+01 	1.791002E+03 	5.263742E-02 
1.050000E+03 	8.400000E+01 	4.394413E-02 	8.086814E-04 	1.036773E+02 	1.791002E+03 	5.788788E-02 
1.050000E+03 	8.500000E+01 	4.294966E-02 	8.069079E-04 	1.140248E+02 	1.791002E+03 	6.366537E-02 
1.050000E+03 	8.600000E+01 	4.448732E-02 	8.051701E-04 	1.254102E+02 	1.791002E+03 	7.002237E-02 
1.050000E+03 	8.700000E+01 	4.619296E-02 	8.034589E-04 	1.379364E+02 	1.791002E+03 	7.701633E-02 
1.050000E+03 	8.800000E+01 	4.546273E-02 	8.017635E-04 	1.517157E+02 	1.791002E+03 	8.470996E-02 
1.050000E+03 	8.900000E+01 	4.712414E-02 	8.000711E-04 	1.668709E+02 	1.791002E+03 	9.317181E-02 
1.050000E+03 	9.000000E+01 	4.910003E-02 	7.982944E-04 	1.834890E+02 	1.791002E+03 	1.024505E-01 
1.050000E+03 	9.100000E+01 	4.868154E-02 	7.966107E-04 	2.018113E+02 	1.791002E+03 	1.126807E-01 
1.050000E+03 	9.200000E+01 	5.068366E-02 	7.950808E-04 	2.229504E+02 	1.791002E+03 	1.244836E-01 
1.050000E+03 	9.300000E+01 	5.270238E-02 	7.932179E-04 	2.451628E+02 	1.791002E+03 	1.368858E-01 
1.050000E+03 	9.400000E+01 	5.243990E-02 	7.912543E-04 	2.695526E+02 	1.791002E+03 	1.505038E-01 
1.050000E+03 	9.500000E+01 	5.445204E-02 	7.891596E-04 	2.963203E+02 	1.791002E+03 	1.654495E-01 
1.050000E+03 	9.600000E+01 	5.665592E-02 	7.869005E-04 	3.256805E+02 	1.791002E+03 	1.818426E-01 
1.050000E+03 	9.700000E+01 	5.549830E-02 	7.844399E-04 	3.578626E+02 	1.791002E+03 	1.998114E-01 
1.050000E+03 	9.800000E+01 	5.770642E-02 	7.817880E-04 	3.909420E+02 	1.791002E+03 	2.182812E-01 
1.050000E+03 	9.900000E+01 	6.000573E-02 	7.788204E-04 	4.292449E+02 	1.791002E+03 	2.396675E-01 
1.050000E+03 	1.000000E+02 	6.252145E-02 	7.754984E-04 	4.711406E+02 	1.791002E+03 	2.630598E-01 
1.050000E+03 	1.010000E+02 	6.526341E-02 	7.717857E-04 	5.168774E+02 	1.791002E+03 	2.885968E-01 
1.050000E+03 	1.020000E+02 	6.428444E-02 	7.676339E-04 	5.668012E+02 	1.791002E+03 	3.164716E-01 
1.050000E+03 	1.030000E+02 	6.699065E-02 	7.629411E-04 	6.211141E+02 	1.791002E+03 	3.467970E-01 
1.050000E+03 	1.040000E+02 	6.996746E-02 	7.576469E-04 	6.801275E+02 	1.791002E+03 	3.797469E-01 
1.050000E+03 	1.050000E+02 	7.342619E-02 	7.518616E-04 	7.462851E+02 	1.791002E+03 	4.166858E-01 
1.050000E+03 	1.060000E+02 	7.703234E-02 	7.450741E-04 	8.155822E+02 	1.791002E+03 	4.553776E-01 
