Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.004856098744345912
R945: NCN+O2=NO+NCO	-0.010895959113604933
R939: NCN+OH=NH+NCO	-0.4079093496621007
R942: NCN+H=N+HNC	-0.722135753887089
R941: NCN+OH=NO+HCN	-0.865048983540031
R940: NCN+H=N+HCN	-12.079175059471094
R946: NCN+O=NO+CN	-35.95275174437568
R936: CH+N2=NCN+H	49.95687165095012
