                  N2	                   H	                  O2	                   O	                  OH	                  H2	                 H2O	                  AR	                  HE	                 HO2	                H2O2	                  CO	                 CO2	                 HCO	                   C	                  CH	               TXCH2	                 CH3	                CH2O	                HCCO	                 C2H	               CH2CO	                C2H2	               SXCH2	               CH3OH	               CH2OH	                CH3O	                 CH4	               CH3O2	                C2H3	                C2H4	                C2H5	               HCCOH	              CH2CHO	              CH3CHO	                H2C2	               C2H5O	              NXC3H7	                C2H6	                C3H8	                C3H6	                C3H3	              PXC3H4	              AXC3H4	              SXC3H5	              NXC4H3	             C2H3CHO	              AXC3H5	                 C2O	                C4H4	                C3H2	               C3H2O	                C4H2	              IXC4H3	              TXC3H5	               C3H5O	                 C4H	                C8H2	                C6H2	                C4H6	              NXC4H5	              IXC4H5	             A1XC6H6	             C5H4CH2	            A1XXC6H5	              A1C2H2	              A1C2H3	               A1C2H	              A1C2HY	             A1C2H3Y	                C5H6	                C5H5	             TXC5H5O	               C5H4O	             SXC5H5O	                C9H8	                C9H7	               A1CH2	               C9H6O	              OXC6H4	               A1CH3	                A1OH	             HOA1CH3	              OA1CH3	              A1CH2O	             A1CH2OH	               A1CHO	           A1OXC6H5O	              A1CH3Y	              A1C2H4	              A1C2H5	              C8H9O2	             C8H8OOH	            OC8H7OOH	            A1CH3CH3	            A1CH3CH2	            A1CH3CHO	            A1CHOCH2	            A1CHOCHO	              OC6H4O
      3.14533693E-04	      2.00960916E-03	      3.16273092E-04	      4.78299561E-04	      4.68215742E-04	      1.10460286E-03	      4.79144912E-04	      3.09075647E-04	      8.88298706E-04	      3.13639118E-04	      3.11140896E-04	      3.12216258E-04	      2.69688405E-04	      3.13919032E-04	      4.55498815E-04	      5.15422624E-04	      3.76999147E-04	      3.67648958E-04	      3.10915357E-04	      3.89177880E-04	      2.88299406E-04	      2.58802837E-04	      2.84913174E-04	      3.76999147E-04	      3.02560310E-04	      3.00221444E-04	      3.00221444E-04	      3.64236896E-04	      2.75142522E-04	      2.81743111E-04	      2.87751031E-04	      2.62861423E-04	      2.58802837E-04	      2.57359147E-04	      2.55973934E-04	      2.84913174E-04	      2.28992266E-04	      2.03153517E-04	      2.60351393E-04	      2.02061673E-04	      2.04291412E-04	      2.18567871E-04	      2.17206761E-04	      2.17206761E-04	      2.05478389E-04	      1.87313549E-04	      1.92829593E-04	      2.05478389E-04	      2.71346658E-04	      1.86537877E-04	      2.56830520E-04	      2.03058451E-04	      1.88117067E-04	      1.87313549E-04	      2.05478389E-04	      1.98131023E-04	      1.88949981E-04	      1.50401457E-04	      1.74449626E-04	      1.85064402E-04	      1.85788609E-04	      1.85788609E-04	      1.68887490E-04	      1.68887490E-04	      1.69248720E-04	      1.40055805E-04	      1.39873033E-04	      1.48353461E-04	      1.48554019E-04	      1.40055805E-04	      1.77221500E-04	      1.77722105E-04	      1.74872509E-04	      1.75223622E-04	      1.50409009E-04	      1.33136830E-04	      1.33280534E-04	      1.52000378E-04	      1.31360074E-04	      1.69618721E-04	      1.51755276E-04	      1.44128803E-04	      1.48437788E-04	      1.48619438E-04	      1.48619438E-04	      1.48437788E-04	      1.48804311E-04	      1.44353254E-04	      1.52000378E-04	      1.39693532E-04	      1.39517216E-04	      1.35294484E-04	      1.35294484E-04	      1.33839102E-04	      1.39517216E-04	      1.39693532E-04	      1.37358348E-04	      1.37498034E-04	      1.35625281E-04	      1.61032286E-04
      2.49624925E-04	      1.63268353E-03	      2.48765495E-04	      3.80087744E-04	      3.71295623E-04	      9.16006702E-04	      3.77755267E-04	      2.40125103E-04	      7.25219661E-04	      2.46368142E-04	      2.44091378E-04	      2.47935484E-04	      2.10527332E-04	      2.48617556E-04	      3.70051499E-04	      4.12310866E-04	      3.08036280E-04	      2.99725314E-04	      2.45887278E-04	      2.95903110E-04	      2.31989537E-04	      2.03242206E-04	      2.28899552E-04	      3.08036280E-04	      2.38799738E-04	      2.37581985E-04	      2.37581985E-04	      2.95987849E-04	      2.13574306E-04	      2.26002272E-04	      2.29926198E-04	      2.10985365E-04	      2.03242206E-04	      2.01899161E-04	      2.00609195E-04	      2.28899552E-04	      1.80695680E-04	      1.62087263E-04	      2.08672788E-04	      1.61053100E-04	      1.63163940E-04	      1.74542119E-04	      1.73262718E-04	      1.73262718E-04	      1.64285884E-04	      1.48772923E-04	      1.52038444E-04	      1.64285884E-04	      2.12973607E-04	      1.48030666E-04	      2.03058451E-04	      1.59872278E-04	      1.49541165E-04	      1.48772923E-04	      1.64285884E-04	      1.55770569E-04	      1.50336812E-04	      1.17065783E-04	      1.36374253E-04	      1.46618903E-04	      1.47313070E-04	      1.47313070E-04	      1.31944817E-04	      1.31944817E-04	      1.32297085E-04	      1.09245557E-04	      1.09063619E-04	      1.15356335E-04	      1.15555135E-04	      1.09245557E-04	      1.39242005E-04	      1.39726170E-04	      1.36044225E-04	      1.36386222E-04	      1.18157857E-04	      1.03623942E-04	      1.03767870E-04	      1.18645519E-04	      1.01840683E-04	      1.32657712E-04	      1.18403647E-04	      1.12702351E-04	      1.15119416E-04	      1.15299764E-04	      1.15299764E-04	      1.15119416E-04	      1.15483248E-04	      1.12924700E-04	      1.18645519E-04	      1.08884874E-04	      1.08709238E-04	      1.04483598E-04	      1.04483598E-04	      1.03018187E-04	      1.08709238E-04	      1.08884874E-04	      1.06553590E-04	      1.06693359E-04	      1.04816005E-04	      1.24235459E-04
      2.29428011E-04	      1.44956043E-03	      2.28475455E-04	      3.43981859E-04	      3.36168872E-04	      8.24655570E-04	      3.41447238E-04	      2.20653100E-04	      6.50582123E-04	      2.26337328E-04	      2.24307316E-04	      2.27949567E-04	      1.94607674E-04	      2.28491316E-04	      3.36708686E-04	      3.72642554E-04	      2.82185184E-04	      2.74696394E-04	      2.26050409E-04	      2.68933066E-04	      2.14116652E-04	      1.88210497E-04	      2.11335368E-04	      2.82185184E-04	      2.19753038E-04	      2.18727456E-04	      2.18727456E-04	      2.71229490E-04	      1.97246679E-04	      2.08728399E-04	      2.12136062E-04	      1.95375554E-04	      1.88210497E-04	      1.87008829E-04	      1.85854909E-04	      2.11335368E-04	      1.68182092E-04	      1.51576571E-04	      1.93292457E-04	      1.50642599E-04	      1.52549155E-04	      1.62758418E-04	      1.61604131E-04	      1.61604131E-04	      1.53562859E-04	      1.39581343E-04	      1.42508717E-04	      1.53562859E-04	      1.96831689E-04	      1.38910970E-04	      1.88117067E-04	      1.49541165E-04	      1.40275316E-04	      1.39581343E-04	      1.53562859E-04	      1.45857672E-04	      1.40994184E-04	      1.10931332E-04	      1.28401286E-04	      1.37636279E-04	      1.38262990E-04	      1.38262990E-04	      1.24402089E-04	      1.24402089E-04	      1.24719295E-04	      1.03804233E-04	      1.03639956E-04	      1.09381747E-04	      1.09560919E-04	      1.03804233E-04	      1.30982715E-04	      1.31419059E-04	      1.28113063E-04	      1.28420438E-04	      1.11890773E-04	      9.86826029E-05	      9.88126005E-05	      1.12355576E-04	      9.70727215E-05	      1.25044067E-04	      1.12137452E-04	      1.06943637E-04	      1.09177840E-04	      1.09340254E-04	      1.09340254E-04	      1.09177840E-04	      1.09505506E-04	      1.07144467E-04	      1.12355576E-04	      1.03478576E-04	      1.03320016E-04	      9.95092130E-05	      9.95092130E-05	      9.81895620E-05	      1.03320016E-04	      1.03478576E-04	      1.01375007E-04	      1.01501057E-04	      9.98086974E-05	      1.17470139E-04
      2.28613899E-04	      1.44927798E-03	      2.27594339E-04	      3.43158519E-04	      3.35326350E-04	      8.24340391E-04	      3.40554143E-04	      2.19684347E-04	      6.50106796E-04	      2.25447856E-04	      2.23409761E-04	      2.27140887E-04	      1.93706932E-04	      2.27662214E-04	      3.36064999E-04	      3.71882674E-04	      2.81574920E-04	      2.74069456E-04	      2.25212322E-04	      2.67734762E-04	      2.13411048E-04	      1.87360650E-04	      2.10620447E-04	      2.81574920E-04	      2.18904880E-04	      2.17899682E-04	      2.17899682E-04	      2.70578995E-04	      1.96301303E-04	      2.08004517E-04	      2.11382758E-04	      1.94665966E-04	      1.87360650E-04	      1.86153496E-04	      1.84994242E-04	      2.10620447E-04	      1.67393864E-04	      1.50882933E-04	      1.92575193E-04	      1.49944640E-04	      1.51859959E-04	      1.62052848E-04	      1.60893499E-04	      1.60893499E-04	      1.52878233E-04	      1.38883903E-04	      1.41763688E-04	      1.52878233E-04	      1.95966653E-04	      1.38210146E-04	      1.87313549E-04	      1.48772923E-04	      1.39581343E-04	      1.38883903E-04	      1.52878233E-04	      1.45088711E-04	      1.40303767E-04	      1.10203988E-04	      1.27642772E-04	      1.36928932E-04	      1.37558865E-04	      1.37558865E-04	      1.23651530E-04	      1.23651530E-04	      1.23970656E-04	      1.03112155E-04	      1.02946774E-04	      1.08654835E-04	      1.08835204E-04	      1.03112155E-04	      1.30244966E-04	      1.30683774E-04	      1.27328816E-04	      1.27638080E-04	      1.11205831E-04	      9.79995742E-05	      9.81304767E-05	      1.11637512E-04	      9.63782843E-05	      1.24297385E-04	      1.11417982E-04	      1.06252370E-04	      1.08438735E-04	      1.08602255E-04	      1.08602255E-04	      1.08438735E-04	      1.08768628E-04	      1.06454503E-04	      1.11637512E-04	      1.02784305E-04	      1.02624672E-04	      9.87870495E-05	      9.87870495E-05	      9.74576204E-05	      1.02624672E-04	      1.02784305E-04	      1.00666229E-04	      1.00793166E-04	      9.90887167E-05	      1.16674995E-04
      2.49359072E-04	      1.53564575E-03	      2.49322320E-04	      3.71288709E-04	      3.63284610E-04	      8.70162298E-04	      3.69763832E-04	      2.42261085E-04	      6.90639633E-04	      2.47173333E-04	      2.45134512E-04	      2.47712679E-04	      2.13682973E-04	      2.48585195E-04	      3.60399989E-04	      4.00724712E-04	      3.02035326E-04	      2.94390820E-04	      2.46127991E-04	      2.96990253E-04	      2.31563220E-04	      2.06213380E-04	      2.28761027E-04	      3.02035326E-04	      2.39597066E-04	      2.38217549E-04	      2.38217549E-04	      2.91109543E-04	      2.17089505E-04	      2.26136790E-04	      2.30165673E-04	      2.11828963E-04	      2.06213380E-04	      2.05016669E-04	      2.03868175E-04	      2.28761027E-04	      1.84211590E-04	      1.65446851E-04	      2.09739283E-04	      1.64521374E-04	      1.66411145E-04	      1.77379648E-04	      1.76232100E-04	      1.76232100E-04	      1.67416805E-04	      1.52878233E-04	      1.56576143E-04	      1.67416805E-04	      2.15548388E-04	      1.52217210E-04	      2.05478389E-04	      1.64285884E-04	      1.53562859E-04	      1.52878233E-04	      1.67416805E-04	      1.60413599E-04	      1.54272397E-04	      1.23144510E-04	      1.41898817E-04	      1.50961186E-04	      1.51578572E-04	      1.51578572E-04	      1.37591547E-04	      1.37591547E-04	      1.37901153E-04	      1.15232540E-04	      1.15073607E-04	      1.21511577E-04	      1.21685153E-04	      1.15232540E-04	      1.44352300E-04	      1.44780017E-04	      1.41918484E-04	      1.42218450E-04	      1.23630039E-04	      1.09751329E-04	      1.09876744E-04	      1.24526602E-04	      1.08200038E-04	      1.38218239E-04	      1.24314790E-04	      1.18516514E-04	      1.21446004E-04	      1.21603179E-04	      1.21603179E-04	      1.21446004E-04	      1.21763131E-04	      1.18711284E-04	      1.24526602E-04	      1.14917508E-04	      1.14764168E-04	      1.11088268E-04	      1.11088268E-04	      1.09819760E-04	      1.14764168E-04	      1.14917508E-04	      1.12885703E-04	      1.13007298E-04	      1.11376472E-04	      1.30850019E-04
      2.43852549E-04	      1.60351117E-03	      2.42744723E-04	      3.71815686E-04	      3.63108274E-04	      9.01000462E-04	      3.69204755E-04	      2.33923215E-04	      7.12196874E-04	      2.40358133E-04	      2.38091151E-04	      2.42214573E-04	      2.05110839E-04	      2.42803802E-04	      3.62841096E-04	      4.03708455E-04	      3.02100218E-04	      2.93858176E-04	      2.40086797E-04	      2.87725031E-04	      2.26951685E-04	      1.98139670E-04	      2.23876884E-04	      3.02100218E-04	      2.33085918E-04	      2.31968876E-04	      2.31968876E-04	      2.90080703E-04	      2.07938784E-04	      2.20993182E-04	      2.24735840E-04	      2.06280980E-04	      1.98139670E-04	      1.96799164E-04	      1.95511435E-04	      2.23876884E-04	      1.76192563E-04	      1.58216184E-04	      2.03977043E-04	      1.57182342E-04	      1.59292358E-04	      1.70436278E-04	      1.69158466E-04	      1.69158466E-04	      1.60413599E-04	      1.45088711E-04	      1.48138614E-04	      1.60413599E-04	      2.07647760E-04	      1.44345659E-04	      1.98131023E-04	      1.55770569E-04	      1.45857672E-04	      1.45088711E-04	      1.60413599E-04	      1.51729782E-04	      1.46653955E-04	      1.13737568E-04	      1.32662650E-04	      1.42932110E-04	      1.43627201E-04	      1.43627201E-04	      1.28325464E-04	      1.28325464E-04	      1.28679129E-04	      1.06142577E-04	      1.05959435E-04	      1.12053409E-04	      1.12253442E-04	      1.06142577E-04	      1.35559278E-04	      1.36044766E-04	      1.32249510E-04	      1.32592872E-04	      1.14956666E-04	      1.00626294E-04	      1.00771298E-04	      1.15326309E-04	      9.88290615E-05	      1.29041157E-04	      1.15083106E-04	      1.09555041E-04	      1.11779059E-04	      1.11960582E-04	      1.11960582E-04	      1.11779059E-04	      1.12145251E-04	      1.09778702E-04	      1.15326309E-04	      1.05779495E-04	      1.05602675E-04	      1.01345279E-04	      1.01345279E-04	      9.98673070E-05	      1.05602675E-04	      1.05779495E-04	      1.03431626E-04	      1.03572443E-04	      1.01680420E-04	      1.20577391E-04
      2.30272526E-04	      1.44985443E-03	      2.29389192E-04	      3.44836951E-04	      3.37043787E-04	      8.24983576E-04	      3.42374566E-04	      2.21657174E-04	      6.51076619E-04	      2.27259661E-04	      2.25237962E-04	      2.28788449E-04	      1.95541031E-04	      2.29351311E-04	      3.37377525E-04	      3.73432024E-04	      2.82819132E-04	      2.75347585E-04	      2.26919656E-04	      2.70174976E-04	      2.14848796E-04	      1.89091217E-04	      2.12077114E-04	      2.82819132E-04	      2.20632593E-04	      2.19585939E-04	      2.19585939E-04	      2.71905069E-04	      1.98226123E-04	      2.09479376E-04	      2.12917497E-04	      1.96111581E-04	      1.89091217E-04	      1.87895181E-04	      1.86746738E-04	      2.12077114E-04	      1.68998812E-04	      1.52295364E-04	      1.94036386E-04	      1.51365827E-04	      1.53263386E-04	      1.63489755E-04	      1.62340668E-04	      1.62340668E-04	      1.54272397E-04	      1.40303767E-04	      1.43280253E-04	      1.54272397E-04	      1.97728259E-04	      1.39636861E-04	      1.88949981E-04	      1.50336812E-04	      1.40994184E-04	      1.40303767E-04	      1.54272397E-04	      1.46653955E-04	      1.41709405E-04	      1.11683539E-04	      1.29186245E-04	      1.38368859E-04	      1.38992266E-04	      1.38992266E-04	      1.25178717E-04	      1.25178717E-04	      1.25493959E-04	      1.04519888E-04	      1.04356738E-04	      1.10133440E-04	      1.10311391E-04	      1.04519888E-04	      1.31746398E-04	      1.32180221E-04	      1.28924475E-04	      1.29229921E-04	      1.12599440E-04	      9.93887185E-05	      9.95177938E-05	      1.13098311E-04	      9.77904623E-05	      1.25816732E-04	      1.12881622E-04	      1.07658602E-04	      1.09942045E-04	      1.10103332E-04	      1.10103332E-04	      1.09942045E-04	      1.10267440E-04	      1.07858100E-04	      1.13098311E-04	      1.04196468E-04	      1.04039002E-04	      1.00255532E-04	      1.00255532E-04	      9.89458356E-05	      1.04039002E-04	      1.04196468E-04	      1.02107690E-04	      1.02232837E-04	      1.00552794E-04	      1.18292286E-04
      1.86500470E-04	      1.26195692E-03	      1.83629675E-04	      2.85764489E-04	      2.78388715E-04	      7.24584589E-04	      2.81262953E-04	      1.74140528E-04	      5.63667753E-04	      1.81503184E-04	      1.79479725E-04	      1.85368623E-04	      1.53249383E-04	      1.85221619E-04	      2.85668910E-04	      3.12640545E-04	      2.39248937E-04	      2.32125652E-04	      1.82806586E-04	      2.09287089E-04	      1.76347280E-04	      1.49104768E-04	      1.73606198E-04	      2.39248937E-04	      1.76971915E-04	      1.76686638E-04	      1.76686638E-04	      2.28306982E-04	      1.54253396E-04	      1.71030314E-04	      1.73141760E-04	      1.59651750E-04	      1.49104768E-04	      1.47877571E-04	      1.46696964E-04	      1.73606198E-04	      1.33141989E-04	      1.21096729E-04	      1.57573730E-04	      1.20131144E-04	      1.22100382E-04	      1.30753204E-04	      1.29571325E-04	      1.29571325E-04	      1.23144510E-04	      1.10203988E-04	      1.11433805E-04	      1.23144510E-04	      1.56276364E-04	      1.09500250E-04	      1.50401457E-04	      1.17065783E-04	      1.10931332E-04	      1.10203988E-04	      1.23144510E-04	      1.13737568E-04	      1.11683539E-04	      8.33386624E-05	      9.83039663E-05	      1.08158978E-04	      1.08818944E-04	      1.08818944E-04	      9.49150451E-05	      9.49150451E-05	      9.52598382E-05	      7.78656449E-05	      7.76817331E-05	      8.19339969E-05	      8.21338282E-05	      7.78656449E-05	      1.01254628E-04	      1.01721958E-04	      9.72789907E-05	      9.76135828E-05	      8.54792882E-05	      7.34280750E-05	      7.35750826E-05	      8.49173023E-05	      7.15989939E-05	      9.56124732E-05	      8.46761432E-05	      8.07681529E-05	      8.13816170E-05	      8.15635352E-05	      8.15635352E-05	      8.13816170E-05	      8.17484931E-05	      8.09910022E-05	      8.49173023E-05	      7.75009234E-05	      7.73231364E-05	      7.30069832E-05	      7.30069832E-05	      7.14913430E-05	      7.73231364E-05	      7.75009234E-05	      7.51309081E-05	      7.52736366E-05	      7.33493604E-05	      8.72790182E-05
      2.15665827E-04	      1.44491373E-03	      2.13541484E-04	      3.30197103E-04	      3.22049870E-04	      8.19462863E-04	      3.26467242E-04	      2.04158081E-04	      6.42729539E-04	      2.11252261E-04	      2.09075832E-04	      2.14279296E-04	      1.79238846E-04	      2.14466196E-04	      3.25974040E-04	      3.59957054E-04	      2.71987141E-04	      2.64209454E-04	      2.11863766E-04	      2.48517899E-04	      2.02214198E-04	      1.73724372E-04	      1.99266854E-04	      2.71987141E-04	      2.05377298E-04	      2.04706192E-04	      2.04706192E-04	      2.60338159E-04	      1.81093041E-04	      1.96499836E-04	      1.99401521E-04	      1.83371785E-04	      1.73724372E-04	      1.72421775E-04	      1.71169547E-04	      1.99266854E-04	      1.54726171E-04	      1.39746840E-04	      1.81150707E-04	      1.38733252E-04	      1.40801162E-04	      1.50750389E-04	      1.49503419E-04	      1.49503419E-04	      1.41898817E-04	      1.27642772E-04	      1.29729360E-04	      1.41898817E-04	      1.82102115E-04	      1.26909351E-04	      1.74449626E-04	      1.36374253E-04	      1.28401286E-04	      1.27642772E-04	      1.41898817E-04	      1.32662650E-04	      1.29186245E-04	      9.83039663E-05	      1.15310954E-04	      1.25512833E-04	      1.26199763E-04	      1.26199763E-04	      1.11434188E-04	      1.11434188E-04	      1.11788197E-04	      9.17767962E-05	      9.15909501E-05	      9.67514652E-05	      9.69539808E-05	      9.17767962E-05	      1.18282350E-04	      1.18765365E-04	      1.14552212E-04	      1.14895873E-04	      1.00047062E-04	      8.67842340E-05	      8.69320262E-05	      9.99083818E-05	      8.49491637E-05	      1.12150422E-04	      9.96630192E-05	      9.49528901E-05	      9.63208703E-05	      9.65049249E-05	      9.65049249E-05	      9.63208703E-05	      9.66921157E-05	      9.51790236E-05	      9.99083818E-05	      9.14083000E-05	      9.12287631E-05	      8.68892688E-05	      8.68892688E-05	      8.53747717E-05	      9.12287631E-05	      9.14083000E-05	      8.90199617E-05	      8.91634804E-05	      8.72320907E-05	      1.03638468E-04
      2.26338278E-04	      1.44849351E-03	      2.25129963E-04	      3.40862203E-04	      3.32976025E-04	      8.23464706E-04	      3.38062219E-04	      2.16972060E-04	      6.48785289E-04	      2.22959755E-04	      2.20898706E-04	      2.24880452E-04	      1.91183897E-04	      2.25344334E-04	      3.34271392E-04	      3.69764784E-04	      2.79873630E-04	      2.72321280E-04	      2.22868964E-04	      2.64379364E-04	      2.11439690E-04	      1.84980699E-04	      2.08622721E-04	      2.79873630E-04	      2.16532670E-04	      2.15584817E-04	      2.15584817E-04	      2.68764731E-04	      1.93652400E-04	      2.05981423E-04	      2.09277097E-04	      1.92682191E-04	      1.84980699E-04	      1.83757911E-04	      1.82583447E-04	      2.08622721E-04	      1.65185739E-04	      1.48940206E-04	      1.90569655E-04	      1.47989596E-04	      1.49929892E-04	      1.60077624E-04	      1.58903864E-04	      1.58903864E-04	      1.50961186E-04	      1.36928932E-04	      1.39674383E-04	      1.50961186E-04	      1.93544731E-04	      1.36245508E-04	      1.85064402E-04	      1.46618903E-04	      1.37636279E-04	      1.36928932E-04	      1.50961186E-04	      1.42932110E-04	      1.38368859E-04	      1.08158978E-04	      1.25512833E-04	      1.34945643E-04	      1.35584790E-04	      1.35584790E-04	      1.21543409E-04	      1.21543409E-04	      1.21868056E-04	      1.01165877E-04	      1.00997309E-04	      1.06610683E-04	      1.06794504E-04	      1.01165877E-04	      1.28174447E-04	      1.28620319E-04	      1.25125696E-04	      1.25440392E-04	      1.09281681E-04	      9.60777861E-05	      9.62113033E-05	      1.09619248E-04	      9.44235041E-05	      1.22200406E-04	      1.09395668E-04	      1.04309146E-04	      1.06359790E-04	      1.06526501E-04	      1.06526501E-04	      1.06359790E-04	      1.06696111E-04	      1.04515038E-04	      1.09619248E-04	      1.00831700E-04	      1.00668970E-04	      9.67538079E-05	      9.67538079E-05	      9.53960480E-05	      1.00668970E-04	      1.00831700E-04	      9.86717178E-05	      9.88012174E-05	      9.70617946E-05	      1.14438429E-04
      2.27070493E-04	      1.44874511E-03	      2.25923150E-04	      3.41600251E-04	      3.33731514E-04	      8.23745616E-04	      3.38863308E-04	      2.17845496E-04	      6.49209354E-04	      2.23760636E-04	      2.21707032E-04	      2.25607780E-04	      1.91996578E-04	      2.26090205E-04	      3.34847600E-04	      3.70445253E-04	      2.80420312E-04	      2.72883093E-04	      2.23623091E-04	      2.65459970E-04	      2.12073848E-04	      1.85747207E-04	      2.09265415E-04	      2.80420312E-04	      2.17296195E-04	      2.16329830E-04	      2.16329830E-04	      2.69347848E-04	      1.94505762E-04	      2.06632332E-04	      2.09954626E-04	      1.93320551E-04	      1.85747207E-04	      1.84529498E-04	      1.83359977E-04	      2.09265415E-04	      1.65897026E-04	      1.49565935E-04	      1.91215069E-04	      1.48619328E-04	      1.50551508E-04	      1.60713669E-04	      1.59544589E-04	      1.59544589E-04	      1.51578572E-04	      1.37558865E-04	      1.40347755E-04	      1.51578572E-04	      1.94324664E-04	      1.36878586E-04	      1.85788609E-04	      1.47313070E-04	      1.38262990E-04	      1.37558865E-04	      1.51578572E-04	      1.43627201E-04	      1.38992266E-04	      1.08818944E-04	      1.26199763E-04	      1.35584790E-04	      1.36220939E-04	      1.36220939E-04	      1.22223388E-04	      1.22223388E-04	      1.22546233E-04	      1.01794049E-04	      1.01626524E-04	      1.07270431E-04	      1.07453123E-04	      1.01794049E-04	      1.28842031E-04	      1.29285601E-04	      1.25836379E-04	      1.26149302E-04	      1.09902374E-04	      9.66982122E-05	      9.68308740E-05	      1.10270475E-04	      9.50547284E-05	      1.22876749E-04	      1.10048218E-04	      1.04936205E-04	      1.07030850E-04	      1.07196517E-04	      1.07196517E-04	      1.07030850E-04	      1.07365069E-04	      1.05140869E-04	      1.10270475E-04	      1.01461941E-04	      1.01300224E-04	      9.74104367E-05	      9.74104367E-05	      9.60619581E-05	      1.01300224E-04	      1.01461941E-04	      9.93156671E-05	      9.94443280E-05	      9.77163538E-05	      1.15160367E-04
      2.27070493E-04	      1.44874511E-03	      2.25923150E-04	      3.41600251E-04	      3.33731514E-04	      8.23745616E-04	      3.38863308E-04	      2.17845496E-04	      6.49209354E-04	      2.23760636E-04	      2.21707032E-04	      2.25607780E-04	      1.91996578E-04	      2.26090205E-04	      3.34847600E-04	      3.70445253E-04	      2.80420312E-04	      2.72883093E-04	      2.23623091E-04	      2.65459970E-04	      2.12073848E-04	      1.85747207E-04	      2.09265415E-04	      2.80420312E-04	      2.17296195E-04	      2.16329830E-04	      2.16329830E-04	      2.69347848E-04	      1.94505762E-04	      2.06632332E-04	      2.09954626E-04	      1.93320551E-04	      1.85747207E-04	      1.84529498E-04	      1.83359977E-04	      2.09265415E-04	      1.65897026E-04	      1.49565935E-04	      1.91215069E-04	      1.48619328E-04	      1.50551508E-04	      1.60713669E-04	      1.59544589E-04	      1.59544589E-04	      1.51578572E-04	      1.37558865E-04	      1.40347755E-04	      1.51578572E-04	      1.94324664E-04	      1.36878586E-04	      1.85788609E-04	      1.47313070E-04	      1.38262990E-04	      1.37558865E-04	      1.51578572E-04	      1.43627201E-04	      1.38992266E-04	      1.08818944E-04	      1.26199763E-04	      1.35584790E-04	      1.36220939E-04	      1.36220939E-04	      1.22223388E-04	      1.22223388E-04	      1.22546233E-04	      1.01794049E-04	      1.01626524E-04	      1.07270431E-04	      1.07453123E-04	      1.01794049E-04	      1.28842031E-04	      1.29285601E-04	      1.25836379E-04	      1.26149302E-04	      1.09902374E-04	      9.66982122E-05	      9.68308740E-05	      1.10270475E-04	      9.50547284E-05	      1.22876749E-04	      1.10048218E-04	      1.04936205E-04	      1.07030850E-04	      1.07196517E-04	      1.07196517E-04	      1.07030850E-04	      1.07365069E-04	      1.05140869E-04	      1.10270475E-04	      1.01461941E-04	      1.01300224E-04	      9.74104367E-05	      9.74104367E-05	      9.60619581E-05	      1.01300224E-04	      1.01461941E-04	      9.93156671E-05	      9.94443280E-05	      9.77163538E-05	      1.15160367E-04
      2.08878682E-04	      1.40144435E-03	      2.06577483E-04	      3.19747579E-04	      3.11784233E-04	      7.97105516E-04	      3.15826483E-04	      1.97173280E-04	      6.24052228E-04	      2.04327691E-04	      2.02188385E-04	      2.07553001E-04	      1.73218869E-04	      2.07660481E-04	      3.16531021E-04	      3.48821306E-04	      2.64351245E-04	      2.56728345E-04	      2.05103251E-04	      2.39316421E-04	      1.96212633E-04	      1.68029084E-04	      1.93314706E-04	      2.64351245E-04	      1.98773463E-04	      1.98193991E-04	      1.98193991E-04	      2.52868390E-04	      1.74872513E-04	      1.90593551E-04	      1.93307566E-04	      1.77882203E-04	      1.68029084E-04	      1.66745104E-04	      1.65510597E-04	      1.93314706E-04	      1.49753149E-04	      1.35465446E-04	      1.75695618E-04	      1.34463827E-04	      1.36507168E-04	      1.46148575E-04	      1.44917643E-04	      1.44917643E-04	      1.37591547E-04	      1.23651530E-04	      1.25539751E-04	      1.37591547E-04	      1.76118423E-04	      1.22925709E-04	      1.68887490E-04	      1.31944817E-04	      1.24402089E-04	      1.23651530E-04	      1.37591547E-04	      1.28325464E-04	      1.25178717E-04	      9.49150451E-05	      1.11434188E-04	      1.21543409E-04	      1.22223388E-04	      1.22223388E-04	      1.07673726E-04	      1.07673726E-04	      1.08025083E-04	      8.86349236E-05	      8.84498747E-05	      9.33984782E-05	      9.35999986E-05	      8.86349236E-05	      1.14396467E-04	      1.14875244E-04	      1.10616558E-04	      1.10957597E-04	      9.67437944E-05	      8.37753186E-05	      8.39226258E-05	      9.65107037E-05	      8.19455766E-05	      1.08384564E-04	      9.62667299E-05	      9.17441398E-05	      9.29416772E-05	      9.31248817E-05	      9.31248817E-05	      9.29416772E-05	      9.33111967E-05	      9.19691225E-05	      9.65107037E-05	      8.82679967E-05	      8.80892077E-05	      8.37642671E-05	      8.37642671E-05	      8.22531404E-05	      8.80892077E-05	      8.82679967E-05	      8.58886828E-05	      8.60317171E-05	      8.41061976E-05	      9.99281410E-05
