                  N2	                   H	                  O2	                   O	                  OH	                  H2	                 H2O	                  AR	                  HE	                 HO2	                H2O2	                  CO	                 CO2	                 HCO	                   C	                  CH	               TXCH2	                 CH3	                CH2O	                HCCO	                 C2H	               CH2CO	                C2H2	               SXCH2	               CH3OH	               CH2OH	                CH3O	                 CH4	               CH3O2	                C2H3	                C2H4	                C2H5	               HCCOH	              CH2CHO	              CH3CHO	                H2C2	               C2H5O	              NXC3H7	                C2H6	                C3H8	                C3H6	                C3H3	              PXC3H4	              AXC3H4	              SXC3H5	              NXC4H3	             C2H3CHO	              AXC3H5	                 C2O	                C4H4	                C3H2	               C3H2O	                C4H2	              IXC4H3	              TXC3H5	               C3H5O	                 C4H	                C8H2	                C6H2	                C4H6	              NXC4H5	              IXC4H5	             A1XC6H6	             C5H4CH2	            A1XXC6H5	              A1C2H2	              A1C2H3	               A1C2H	              A1C2HY	             A1C2H3Y	                C5H6	                C5H5	             TXC5H5O	               C5H4O	             SXC5H5O	                C9H8	                C9H7	               A1CH2	               C9H6O	              OXC6H4	               A1CH3	                A1OH	             HOA1CH3	              OA1CH3	              A1CH2O	             A1CH2OH	               A1CHO	           A1OXC6H5O	              A1CH3Y	              A1C2H4	              A1C2H5	              C8H9O2	             C8H8OOH	            OC8H7OOH	            A1CH3CH3	            A1CH3CH2	            A1CH3CHO	            A1CHOCH2	            A1CHOCHO	              OC6H4O
      3.67224788E-04	      2.31366629E-03	      3.71396938E-04	      5.58945152E-04	      5.47907371E-04	      1.25294645E-03	      5.62981097E-04	      3.65718840E-04	      1.01912874E-03	      3.68594383E-04	      3.65938332E-04	      3.64362920E-04	      3.17844736E-04	      3.66996737E-04	      5.24172192E-04	      5.99699807E-04	      4.31976383E-04	      4.21884659E-04	      3.63799304E-04	      4.67656146E-04	      3.33458097E-04	      3.03805957E-04	      3.29865466E-04	      4.31976383E-04	      3.54421315E-04	      3.51072843E-04	      3.51072843E-04	      4.18877199E-04	      3.25445400E-04	      3.26505431E-04	      3.34336982E-04	      3.04404987E-04	      3.03805957E-04	      3.02291361E-04	      3.00838969E-04	      3.29865466E-04	      2.67796279E-04	      2.35806646E-04	      3.01758459E-04	      2.34675412E-04	      2.36986284E-04	      2.53670881E-04	      2.52253857E-04	      2.52253857E-04	      2.38217549E-04	      2.17899682E-04	      2.25334875E-04	      2.38217549E-04	      3.18746954E-04	      2.17100980E-04	      3.00221444E-04	      2.37581985E-04	      2.18727456E-04	      2.17899682E-04	      2.38217549E-04	      2.31968876E-04	      2.19585939E-04	      1.76686638E-04	      2.04706192E-04	      2.15584817E-04	      2.16329830E-04	      2.16329830E-04	      1.98193991E-04	      1.98193991E-04	      1.98562044E-04	      1.64236611E-04	      1.64052665E-04	      1.74354619E-04	      1.74557029E-04	      1.64236611E-04	      2.07385528E-04	      2.07897957E-04	      2.05770377E-04	      2.06128506E-04	      1.75792187E-04	      1.56235519E-04	      1.56379640E-04	      1.78303201E-04	      1.54455505E-04	      1.98939139E-04	      1.78055241E-04	      1.68824884E-04	      1.74704600E-04	      1.74887793E-04	      1.74887793E-04	      1.74704600E-04	      1.75074270E-04	      1.69051380E-04	      1.78303201E-04	      1.63872044E-04	      1.63694660E-04	      1.59456144E-04	      1.59456144E-04	      1.57999841E-04	      1.63694660E-04	      1.63872044E-04	      1.61525339E-04	      1.61665553E-04	      1.59787481E-04	      1.90217146E-04
      4.34511507E-04	      2.30228856E-03	      4.43989527E-04	      6.30655762E-04	      6.21228913E-04	      1.26661179E-03	      6.41033524E-04	      4.44648313E-04	      1.05321281E-03	      4.41720013E-04	      4.39574308E-04	      4.31138732E-04	      3.89590564E-04	      4.35439472E-04	      5.79237007E-04	      6.65837457E-04	      4.83544375E-04	      4.74817007E-04	      4.32829525E-04	      5.68518219E-04	      3.91324694E-04	      3.71274636E-04	      3.88354543E-04	      4.83544375E-04	      4.23891216E-04	      4.18877199E-04	      4.18877199E-04	      4.73809806E-04	      4.00719102E-04	      3.85585418E-04	      3.95909039E-04	      3.61708524E-04	      3.71274636E-04	      3.70071917E-04	      3.68920584E-04	      3.88354543E-04	      3.29201852E-04	      2.89190229E-04	      3.59545567E-04	      2.88292025E-04	      2.90128483E-04	      3.08717395E-04	      3.07584486E-04	      3.07584486E-04	      2.91109543E-04	      2.70578995E-04	      2.81508949E-04	      2.91109543E-04	      3.87998221E-04	      2.69952207E-04	      3.64236896E-04	      2.95987849E-04	      2.71229490E-04	      2.70578995E-04	      2.91109543E-04	      2.90080703E-04	      2.71905069E-04	      2.28306982E-04	      2.60338159E-04	      2.68764731E-04	      2.69347848E-04	      2.69347848E-04	      2.52868390E-04	      2.52868390E-04	      2.53149883E-04	      2.12825996E-04	      2.12687313E-04	      2.25752614E-04	      2.25905311E-04	      2.12825996E-04	      2.61944924E-04	      2.62340747E-04	      2.63019671E-04	      2.63292917E-04	      2.24916515E-04	      2.03623601E-04	      2.03731729E-04	      2.29530880E-04	      2.02291650E-04	      2.53438508E-04	      2.29342852E-04	      2.17755925E-04	      2.26812723E-04	      2.26950536E-04	      2.26950536E-04	      2.26812723E-04	      2.27090882E-04	      2.17927540E-04	      2.29530880E-04	      2.12551200E-04	      2.12417587E-04	      2.09243307E-04	      2.09243307E-04	      2.08160957E-04	      2.12417587E-04	      2.12551200E-04	      2.10788522E-04	      2.10893537E-04	      2.09490164E-04	      2.46820222E-04
      3.42250598E-04	      2.35344137E-03	      3.43940066E-04	      5.36214691E-04	      5.24224224E-04	      1.26424173E-03	      5.37510366E-04	      3.34931435E-04	      1.01986848E-03	      3.40800433E-04	      3.37820240E-04	      3.39565794E-04	      2.89325379E-04	      3.41457310E-04	      5.07937347E-04	      5.80233595E-04	      4.15536785E-04	      4.04664024E-04	      3.37894090E-04	      4.28753814E-04	      3.12204068E-04	      2.77072233E-04	      3.08234252E-04	      4.15536785E-04	      3.28061171E-04	      3.25445400E-04	      3.25445400E-04	      4.00719102E-04	      2.95329813E-04	      3.04514261E-04	      3.11330163E-04	      2.82753508E-04	      2.77072233E-04	      2.75353770E-04	      2.73703890E-04	      3.08234252E-04	      2.43135347E-04	      2.14361047E-04	      2.79808659E-04	      2.13078454E-04	      2.15696907E-04	      2.31865810E-04	      2.30266605E-04	      2.30266605E-04	      2.17089505E-04	      1.96301303E-04	      2.02122694E-04	      2.17089505E-04	      2.91531125E-04	      1.95388215E-04	      2.75142522E-04	      2.13574306E-04	      1.97246679E-04	      1.96301303E-04	      2.17089505E-04	      2.07938784E-04	      1.98226123E-04	      1.54253396E-04	      1.81093041E-04	      1.93652400E-04	      1.94505762E-04	      1.94505762E-04	      1.74872513E-04	      1.74872513E-04	      1.75301628E-04	      1.43021924E-04	      1.42804975E-04	      1.51954307E-04	      1.52192934E-04	      1.43021924E-04	      1.84449979E-04	      1.85042800E-04	      1.81304699E-04	      1.81723093E-04	      1.54718980E-04	      1.35378946E-04	      1.35549626E-04	      1.56153526E-04	      1.33266068E-04	      1.75741022E-04	      1.55862456E-04	      1.47597800E-04	      1.51915376E-04	      1.52131866E-04	      1.52131866E-04	      1.51915376E-04	      1.52352152E-04	      1.47863827E-04	      1.56153526E-04	      1.42591865E-04	      1.42382492E-04	      1.37354662E-04	      1.37354662E-04	      1.35615533E-04	      1.42382492E-04	      1.42591865E-04	      1.39815296E-04	      1.39981606E-04	      1.37749489E-04	      1.65505825E-04
      3.40589366E-04	      2.02013221E-03	      3.44411384E-04	      5.06283243E-04	      4.96767786E-04	      1.11585225E-03	      5.09503556E-04	      3.39754095E-04	      9.05325102E-04	      3.41994195E-04	      3.39704563E-04	      3.38074844E-04	      2.97659952E-04	      3.40428767E-04	      4.77211587E-04	      5.41491213E-04	      3.97118051E-04	      3.88252683E-04	      3.37660993E-04	      4.28286699E-04	      3.10698909E-04	      2.85099713E-04	      3.07559395E-04	      3.97118051E-04	      3.29496993E-04	      3.26505431E-04	      3.26505431E-04	      3.85585418E-04	      3.04514261E-04	      3.04625089E-04	      3.11603123E-04	      2.85076967E-04	      2.85099713E-04	      2.83789831E-04	      2.82534232E-04	      3.07559395E-04	      2.52989992E-04	      2.24026406E-04	      2.82764208E-04	      2.23036765E-04	      2.25058793E-04	      2.40033762E-04	      2.38795037E-04	      2.38795037E-04	      2.26136790E-04	      2.08004517E-04	      2.14929308E-04	      2.26136790E-04	      2.98302764E-04	      2.07306279E-04	      2.81743111E-04	      2.26002272E-04	      2.08728399E-04	      2.08004517E-04	      2.26136790E-04	      2.20993182E-04	      2.09479376E-04	      1.71030314E-04	      1.96499836E-04	      2.05981423E-04	      2.06632332E-04	      2.06632332E-04	      1.90593551E-04	      1.90593551E-04	      1.90913716E-04	      1.59515401E-04	      1.59354950E-04	      1.68914596E-04	      1.69090768E-04	      1.59515401E-04	      1.98788428E-04	      1.99234850E-04	      1.97606036E-04	      1.97916823E-04	      1.69962267E-04	      1.52175080E-04	      1.52300822E-04	      1.72438061E-04	      1.50623068E-04	      1.91241805E-04	      1.72222048E-04	      1.63679751E-04	      1.69306075E-04	      1.69465358E-04	      1.69465358E-04	      1.69306075E-04	      1.69627513E-04	      1.63877427E-04	      1.72438061E-04	      1.59197417E-04	      1.59042725E-04	      1.55351640E-04	      1.55351640E-04	      1.54085820E-04	      1.59042725E-04	      1.59197417E-04	      1.57152317E-04	      1.57274423E-04	      1.55639814E-04	      1.83669036E-04
      3.49026566E-04	      2.10626111E-03	      3.52988013E-04	      5.22380502E-04	      5.12428297E-04	      1.15657668E-03	      5.25870500E-04	      3.48076068E-04	      9.39171304E-04	      3.50461248E-04	      3.48067491E-04	      3.46406267E-04	      3.04229316E-04	      3.48853952E-04	      4.91560975E-04	      5.59183505E-04	      4.07885939E-04	      3.98665747E-04	      3.45963701E-04	      4.40681802E-04	      3.17928612E-04	      2.91200875E-04	      3.14659291E-04	      4.07885939E-04	      3.37445329E-04	      3.34336982E-04	      3.34336982E-04	      3.95909039E-04	      3.11330163E-04	      3.11603123E-04	      3.18850540E-04	      2.91287438E-04	      2.91200875E-04	      2.89832982E-04	      2.88521643E-04	      3.14659291E-04	      2.57892660E-04	      2.27969892E-04	      2.88879290E-04	      2.26940045E-04	      2.29044111E-04	      2.44541101E-04	      2.43251668E-04	      2.43251668E-04	      2.30165673E-04	      2.11382758E-04	      2.18487265E-04	      2.30165673E-04	      3.04929750E-04	      2.10656079E-04	      2.87751031E-04	      2.29926198E-04	      2.12136062E-04	      2.11382758E-04	      2.30165673E-04	      2.24735840E-04	      2.12917497E-04	      1.73141760E-04	      1.99401521E-04	      2.09277097E-04	      2.09954626E-04	      2.09954626E-04	      1.93307566E-04	      1.93307566E-04	      1.93641187E-04	      1.61323043E-04	      1.61156016E-04	      1.70959980E-04	      1.71143496E-04	      1.61323043E-04	      2.01796924E-04	      2.02261946E-04	      2.00509011E-04	      2.00833090E-04	      1.72103668E-04	      1.53776103E-04	      1.53906980E-04	      1.74608020E-04	      1.52160427E-04	      1.93983050E-04	      1.74383051E-04	      1.65616179E-04	      1.71345377E-04	      1.71511347E-04	      1.71511347E-04	      1.71345377E-04	      1.71680305E-04	      1.65821934E-04	      1.74608020E-04	      1.60992023E-04	      1.60830981E-04	      1.56987003E-04	      1.56987003E-04	      1.55668109E-04	      1.60830981E-04	      1.60992023E-04	      1.58862609E-04	      1.58989772E-04	      1.57287213E-04	      1.86088114E-04
      3.17683486E-04	      1.89132891E-03	      3.20513261E-04	      4.71494933E-04	      4.62396442E-04	      1.05176414E-03	      4.73432114E-04	      3.15276435E-04	      8.49108368E-04	      3.18175594E-04	      3.15960683E-04	      3.15399263E-04	      2.76790488E-04	      3.17368610E-04	      4.47331724E-04	      5.05122645E-04	      3.73063473E-04	      3.64530636E-04	      3.14691808E-04	      3.94706647E-04	      2.90963203E-04	      2.65556463E-04	      2.87921161E-04	      3.73063473E-04	      3.06977579E-04	      3.04404987E-04	      3.04404987E-04	      3.61708524E-04	      2.82753508E-04	      2.85076967E-04	      2.91287438E-04	      2.66919455E-04	      2.65556463E-04	      2.64282466E-04	      2.63061020E-04	      2.87921161E-04	      2.36103494E-04	      2.09765379E-04	      2.64672949E-04	      2.08797388E-04	      2.10774978E-04	      2.24700144E-04	      2.23490853E-04	      2.23490853E-04	      2.11828963E-04	      1.94665966E-04	      2.00784729E-04	      2.11828963E-04	      2.77729854E-04	      1.93981402E-04	      2.62861423E-04	      2.10985365E-04	      1.95375554E-04	      1.94665966E-04	      2.11828963E-04	      2.06280980E-04	      1.96111581E-04	      1.59651750E-04	      1.83371785E-04	      1.92682191E-04	      1.93320551E-04	      1.93320551E-04	      1.77882203E-04	      1.77882203E-04	      1.78197235E-04	      1.49048277E-04	      1.48889630E-04	      1.57663760E-04	      1.57837735E-04	      1.49048277E-04	      1.85679722E-04	      1.86118271E-04	      1.84218882E-04	      1.84524501E-04	      1.58943206E-04	      1.42188635E-04	      1.42313127E-04	      1.61041086E-04	      1.40651531E-04	      1.78520035E-04	      1.60827941E-04	      1.52978344E-04	      1.57949163E-04	      1.58106488E-04	      1.58106488E-04	      1.57949163E-04	      1.58266641E-04	      1.53173612E-04	      1.61041086E-04	      1.48733860E-04	      1.48580890E-04	      1.44928254E-04	      1.44928254E-04	      1.43674409E-04	      1.48580890E-04	      1.48733860E-04	      1.46710816E-04	      1.46831649E-04	      1.45213612E-04	      1.71061388E-04
      3.18781983E-04	      2.09476935E-03	      3.20262318E-04	      4.89951788E-04	      4.79320346E-04	      1.14393739E-03	      4.90621059E-04	      3.12301780E-04	      9.19750307E-04	      3.17473690E-04	      3.14827787E-04	      3.16394060E-04	      2.71641917E-04	      3.18068078E-04	      4.66534307E-04	      5.29038049E-04	      3.84705581E-04	      3.74910647E-04	      3.14893701E-04	      3.94876087E-04	      2.92003282E-04	      2.60601638E-04	      2.88438483E-04	      3.84705581E-04	      3.06138572E-04	      3.03805957E-04	      3.03805957E-04	      3.71274636E-04	      2.77072233E-04	      2.85099713E-04	      2.91200875E-04	      2.65556463E-04	      2.60601638E-04	      2.59071460E-04	      2.57602835E-04	      2.88438483E-04	      2.29995121E-04	      2.03758541E-04	      2.62911453E-04	      2.02605148E-04	      2.04960230E-04	      2.19647139E-04	      2.18209994E-04	      2.18209994E-04	      2.06213380E-04	      1.87360650E-04	      1.92792692E-04	      2.06213380E-04	      2.73560454E-04	      1.86540056E-04	      2.58802837E-04	      2.03242206E-04	      1.88210497E-04	      1.87360650E-04	      2.06213380E-04	      1.98139670E-04	      1.89091217E-04	      1.49104768E-04	      1.73724372E-04	      1.84980699E-04	      1.85747207E-04	      1.85747207E-04	      1.68029084E-04	      1.68029084E-04	      1.68412954E-04	      1.38659337E-04	      1.38464896E-04	      1.46998056E-04	      1.47211535E-04	      1.38659337E-04	      1.76706063E-04	      1.77237161E-04	      1.74012245E-04	      1.74385737E-04	      1.49358176E-04	      1.31596243E-04	      1.31749217E-04	      1.50805619E-04	      1.29703825E-04	      1.68806086E-04	      1.50544977E-04	      1.42855362E-04	      1.47014096E-04	      1.47207581E-04	      1.47207581E-04	      1.47014096E-04	      1.47404480E-04	      1.43093944E-04	      1.50805619E-04	      1.38273917E-04	      1.38086308E-04	      1.33587622E-04	      1.33587622E-04	      1.32034573E-04	      1.38086308E-04	      1.38273917E-04	      1.35787701E-04	      1.35936512E-04	      1.33940430E-04	      1.59667030E-04
      3.17285558E-04	      2.09419489E-03	      3.18637391E-04	      4.88367638E-04	      4.77700941E-04	      1.14332425E-03	      4.88894586E-04	      3.10514870E-04	      9.18814101E-04	      3.15834416E-04	      3.13174664E-04	      3.14909163E-04	      2.70010212E-04	      3.16543467E-04	      4.65318830E-04	      5.27571277E-04	      3.83576958E-04	      3.73752447E-04	      3.13353645E-04	      3.92585707E-04	      2.90724506E-04	      2.59071460E-04	      2.87143832E-04	      3.83576958E-04	      3.04584145E-04	      3.02291361E-04	      3.02291361E-04	      3.70071917E-04	      2.75353770E-04	      2.83789831E-04	      2.89832982E-04	      2.64282466E-04	      2.59071460E-04	      2.57532190E-04	      2.56054736E-04	      2.87143832E-04	      2.28597623E-04	      2.02547327E-04	      2.61624577E-04	      2.01386997E-04	      2.03756160E-04	      2.18404996E-04	      2.16959623E-04	      2.16959623E-04	      2.05016669E-04	      1.86153496E-04	      1.91498266E-04	      2.05016669E-04	      2.71993763E-04	      1.85327557E-04	      2.57359147E-04	      2.01899161E-04	      1.87008829E-04	      1.86153496E-04	      2.05016669E-04	      1.96799164E-04	      1.87895181E-04	      1.47877571E-04	      1.72421775E-04	      1.83757911E-04	      1.84529498E-04	      1.84529498E-04	      1.66745104E-04	      1.66745104E-04	      1.67131923E-04	      1.37501061E-04	      1.37304979E-04	      1.45773638E-04	      1.45988907E-04	      1.37501061E-04	      1.75436782E-04	      1.75971711E-04	      1.72665146E-04	      1.73041545E-04	      1.48201934E-04	      1.30459937E-04	      1.30614240E-04	      1.49592375E-04	      1.28550792E-04	      1.67528061E-04	      1.49329616E-04	      1.41694419E-04	      1.45769299E-04	      1.45964434E-04	      1.45964434E-04	      1.45769299E-04	      1.46163008E-04	      1.41934953E-04	      1.49592375E-04	      1.37112385E-04	      1.36923184E-04	      1.32384980E-04	      1.32384980E-04	      1.30817653E-04	      1.36923184E-04	      1.37112385E-04	      1.34604717E-04	      1.34754834E-04	      1.32740984E-04	      1.58315246E-04
      3.15851005E-04	      2.09364657E-03	      3.17079062E-04	      4.86851178E-04	      4.76150511E-04	      1.14273886E-03	      4.87241419E-04	      3.08800096E-04	      9.17919850E-04	      3.14262189E-04	      3.11589016E-04	      3.13485663E-04	      2.68443933E-04	      3.15081750E-04	      4.64156009E-04	      5.26167818E-04	      3.82496879E-04	      3.72643894E-04	      3.11876978E-04	      3.90387614E-04	      2.89498986E-04	      2.57602835E-04	      2.85902964E-04	      3.82496879E-04	      3.03093422E-04	      3.00838969E-04	      3.00838969E-04	      3.68920584E-04	      2.73703890E-04	      2.82534232E-04	      2.88521643E-04	      2.63061020E-04	      2.57602835E-04	      2.56054736E-04	      2.54568708E-04	      2.85902964E-04	      2.27256069E-04	      2.01384751E-04	      2.60390663E-04	      2.00217684E-04	      2.02600520E-04	      2.17213076E-04	      2.15759719E-04	      2.15759719E-04	      2.03868175E-04	      1.84994242E-04	      1.90254867E-04	      2.03868175E-04	      2.70490309E-04	      1.84163103E-04	      2.55973934E-04	      2.00609195E-04	      1.85854909E-04	      1.84994242E-04	      2.03868175E-04	      1.95511435E-04	      1.86746738E-04	      1.46696964E-04	      1.71169547E-04	      1.82583447E-04	      1.83359977E-04	      1.83359977E-04	      1.65510597E-04	      1.65510597E-04	      1.65900294E-04	      1.36386621E-04	      1.36188934E-04	      1.44595586E-04	      1.44812606E-04	      1.36386621E-04	      1.74216965E-04	      1.74755628E-04	      1.71369822E-04	      1.71749061E-04	      1.47090132E-04	      1.29366326E-04	      1.29521933E-04	      1.48425408E-04	      1.27440799E-04	      1.66299367E-04	      1.48160579E-04	      1.40577667E-04	      1.44571476E-04	      1.44768226E-04	      1.44768226E-04	      1.44571476E-04	      1.44968438E-04	      1.40820108E-04	      1.48425408E-04	      1.35994759E-04	      1.35804002E-04	      1.31227098E-04	      1.31227098E-04	      1.29645775E-04	      1.35804002E-04	      1.35994759E-04	      1.33466094E-04	      1.33617490E-04	      1.31586235E-04	      1.57014475E-04
      3.43927966E-04	      2.02153691E-03	      3.48005959E-04	      5.09913213E-04	      5.00466778E-04	      1.11734975E-03	      5.13431811E-04	      3.43653586E-04	      9.07580393E-04	      3.45613911E-04	      3.43348417E-04	      3.41388217E-04	      3.01207751E-04	      3.43822845E-04	      4.80044008E-04	      5.44886682E-04	      3.99734766E-04	      3.90928744E-04	      3.41082614E-04	      4.33254808E-04	      3.13576383E-04	      2.88438483E-04	      3.10465968E-04	      3.99734766E-04	      3.32937964E-04	      3.29865466E-04	      3.29865466E-04	      3.88354543E-04	      3.08234252E-04	      3.07559395E-04	      3.14659291E-04	      2.87921161E-04	      2.88438483E-04	      2.87143832E-04	      2.85902964E-04	      3.10465968E-04	      2.56032194E-04	      2.26675077E-04	      2.85631431E-04	      2.25697051E-04	      2.27695455E-04	      2.42763639E-04	      2.41538915E-04	      2.41538915E-04	      2.28761027E-04	      2.10620447E-04	      2.17717867E-04	      2.28761027E-04	      3.01728976E-04	      2.09930909E-04	      2.84913174E-04	      2.28899552E-04	      2.11335368E-04	      2.10620447E-04	      2.28761027E-04	      2.23876884E-04	      2.12077114E-04	      1.73606198E-04	      1.99266854E-04	      2.08622721E-04	      2.09265415E-04	      2.09265415E-04	      1.93314706E-04	      1.93314706E-04	      1.93630371E-04	      1.61943310E-04	      1.61785266E-04	      1.71480344E-04	      1.71653883E-04	      1.61943310E-04	      2.01500726E-04	      2.01941152E-04	      2.00454056E-04	      2.00760434E-04	      1.72411869E-04	      1.54546054E-04	      1.54669869E-04	      1.74993225E-04	      1.53018092E-04	      1.93953865E-04	      1.74780370E-04	      1.66122721E-04	      1.71907797E-04	      1.72064671E-04	      1.72064671E-04	      1.71907797E-04	      1.72224379E-04	      1.66317494E-04	      1.74993225E-04	      1.61630102E-04	      1.61477740E-04	      1.57843608E-04	      1.57843608E-04	      1.56597932E-04	      1.61477740E-04	      1.61630102E-04	      1.59616174E-04	      1.59736397E-04	      1.58127240E-04	      1.86491255E-04
      2.80959809E-04	      1.81770174E-03	      2.81273655E-04	      4.27573332E-04	      4.18118568E-04	      1.00917111E-03	      4.26644136E-04	      2.73223911E-04	      8.05183488E-04	      2.78751020E-04	      2.76356872E-04	      2.78972351E-04	      2.38971049E-04	      2.80123251E-04	      4.11687108E-04	      4.62302130E-04	      3.41670364E-04	      3.32820613E-04	      2.77248380E-04	      3.40402928E-04	      2.59279325E-04	      2.29995121E-04	      2.56032194E-04	      3.41670364E-04	      2.69532664E-04	      2.67796279E-04	      2.67796279E-04	      3.29201852E-04	      2.43135347E-04	      2.52989992E-04	      2.57892660E-04	      2.36103494E-04	      2.29995121E-04	      2.28597623E-04	      2.27256069E-04	      2.56032194E-04	      2.03983986E-04	      1.81942976E-04	      2.33685172E-04	      1.80876750E-04	      1.83053623E-04	      1.95830782E-04	      1.94506523E-04	      1.94506523E-04	      1.84211590E-04	      1.67393864E-04	      1.71716890E-04	      1.84211590E-04	      2.41073720E-04	      1.66632637E-04	      2.28992266E-04	      1.80695680E-04	      1.68182092E-04	      1.67393864E-04	      1.84211590E-04	      1.76192563E-04	      1.68998812E-04	      1.33141989E-04	      1.54726171E-04	      1.65185739E-04	      1.65897026E-04	      1.65897026E-04	      1.49753149E-04	      1.49753149E-04	      1.50110856E-04	      1.24116605E-04	      1.23933836E-04	      1.31269292E-04	      1.31469437E-04	      1.24116605E-04	      1.57560617E-04	      1.58054398E-04	      1.54745201E-04	      1.55092681E-04	      1.33729419E-04	      1.17871991E-04	      1.18016108E-04	      1.34735176E-04	      1.16088402E-04	      1.50477155E-04	      1.34491089E-04	      1.27871578E-04	      1.31182426E-04	      1.31363836E-04	      1.31363836E-04	      1.31182426E-04	      1.31548434E-04	      1.28095515E-04	      1.34735176E-04	      1.23754310E-04	      1.23577939E-04	      1.19344993E-04	      1.19344993E-04	      1.17881929E-04	      1.23577939E-04	      1.23754310E-04	      1.21416029E-04	      1.21556047E-04	      1.19677229E-04	      1.41951288E-04
      2.46981807E-04	      1.53478487E-03	      2.46754655E-04	      3.68845394E-04	      3.60787094E-04	      8.69209246E-04	      3.67116674E-04	      2.39450166E-04	      6.89204144E-04	      2.44583108E-04	      2.42522512E-04	      2.45351613E-04	      2.11081195E-04	      2.46165603E-04	      3.58487163E-04	      3.98461936E-04	      3.00231083E-04	      2.92539433E-04	      2.43684002E-04	      2.93497437E-04	      2.29502740E-04	      2.03758541E-04	      2.26675077E-04	      3.00231083E-04	      2.37127728E-04	      2.35806646E-04	      2.35806646E-04	      2.89190229E-04	      2.14361047E-04	      2.24026406E-04	      2.27969892E-04	      2.09765379E-04	      2.03758541E-04	      2.02547327E-04	      2.01384751E-04	      2.26675077E-04	      1.81942976E-04	      1.63453156E-04	      2.07654935E-04	      1.62516327E-04	      1.64429144E-04	      1.75345284E-04	      1.74184334E-04	      1.74184334E-04	      1.65446851E-04	      1.50882933E-04	      1.54447424E-04	      1.65446851E-04	      2.13045116E-04	      1.50213129E-04	      2.03153517E-04	      1.62087263E-04	      1.51576571E-04	      1.50882933E-04	      1.65446851E-04	      1.58216184E-04	      1.52295364E-04	      1.21096729E-04	      1.39746840E-04	      1.48940206E-04	      1.49565935E-04	      1.49565935E-04	      1.35465446E-04	      1.35465446E-04	      1.35779899E-04	      1.13288047E-04	      1.13126383E-04	      1.19466926E-04	      1.19643468E-04	      1.13288047E-04	      1.42254138E-04	      1.42688144E-04	      1.39697151E-04	      1.40001876E-04	      1.21694959E-04	      1.07837724E-04	      1.07965362E-04	      1.22501926E-04	      1.06258500E-04	      1.36101928E-04	      1.22286608E-04	      1.16570238E-04	      1.19369089E-04	      1.19528994E-04	      1.19528994E-04	      1.19369089E-04	      1.19691718E-04	      1.16768254E-04	      1.22501926E-04	      1.12967594E-04	      1.12811602E-04	      1.09069916E-04	      1.09069916E-04	      1.07777656E-04	      1.12811602E-04	      1.12967594E-04	      1.10900070E-04	      1.11023839E-04	      1.09363440E-04	      1.28612521E-04
      3.15058647E-04	      1.89026582E-03	      3.17685222E-04	      4.68680247E-04	      4.59526028E-04	      1.05061982E-03	      4.70385326E-04	      3.12202210E-04	      8.47384567E-04	      3.15326590E-04	      3.13091524E-04	      3.12793773E-04	      2.73981832E-04	      3.14699442E-04	      4.45133650E-04	      5.02496356E-04	      3.71022223E-04	      3.62441333E-04	      3.11999740E-04	      3.90814550E-04	      2.88697602E-04	      2.62911453E-04	      2.85631431E-04	      3.71022223E-04	      3.04267274E-04	      3.01758459E-04	      3.01758459E-04	      3.59545567E-04	      2.79808659E-04	      2.82764208E-04	      2.88879290E-04	      2.64672949E-04	      2.62911453E-04	      2.61624577E-04	      2.60390663E-04	      2.85631431E-04	      2.33685172E-04	      2.07654935E-04	      2.62407210E-04	      2.06677059E-04	      2.08674744E-04	      2.22530140E-04	      2.21308992E-04	      2.21308992E-04	      2.09739283E-04	      1.92575193E-04	      1.98555776E-04	      2.09739283E-04	      2.75019678E-04	      1.91883171E-04	      2.60351393E-04	      2.08672788E-04	      1.93292457E-04	      1.92575193E-04	      2.09739283E-04	      2.03977043E-04	      1.94036386E-04	      1.57573730E-04	      1.81150707E-04	      1.90569655E-04	      1.91215069E-04	      1.91215069E-04	      1.75695618E-04	      1.75695618E-04	      1.76014564E-04	      1.47086214E-04	      1.46925449E-04	      1.55592807E-04	      1.55769095E-04	      1.47086214E-04	      1.83505098E-04	      1.83948832E-04	      1.81931453E-04	      1.82240908E-04	      1.56969623E-04	      1.40269269E-04	      1.40395463E-04	      1.58981227E-04	      1.38710898E-04	      1.76341359E-04	      1.58765316E-04	      1.51006408E-04	      1.55848443E-04	      1.56007886E-04	      1.56007886E-04	      1.55848443E-04	      1.56170191E-04	      1.51204223E-04	      1.58981227E-04	      1.46767594E-04	      1.46612572E-04	      1.42909637E-04	      1.42909637E-04	      1.41637923E-04	      1.46612572E-04	      1.46767594E-04	      1.44717066E-04	      1.44839562E-04	      1.43199018E-04	      1.68786464E-04
