T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	8.396440E+01
1.025000E+03	9.756100E-01	5.450750E+01
1.050000E+03	9.523810E-01	3.553280E+01
1.075000E+03	9.302330E-01	2.132650E+01
1.100000E+03	9.090910E-01	1.545610E+01
1.125000E+03	8.888890E-01	1.033240E+01
1.150000E+03	8.695650E-01	6.976610E+00
1.175000E+03	8.510640E-01	4.763690E+00
1.200000E+03	8.333330E-01	3.337410E+00
1.225000E+03	8.163270E-01	2.354660E+00
1.250000E+03	8.000000E-01	1.763560E+00
1.275000E+03	7.843140E-01	1.312230E+00
1.300000E+03	7.692310E-01	9.925580E-01
1.325000E+03	7.547170E-01	7.721020E-01
1.350000E+03	7.407410E-01	5.971000E-01
1.375000E+03	7.272730E-01	4.756190E-01
1.400000E+03	7.142860E-01	3.796490E-01
1.425000E+03	7.017540E-01	3.036790E-01
1.450000E+03	6.896550E-01	2.449180E-01
1.475000E+03	6.779660E-01	1.889150E-01
1.500000E+03	6.666670E-01	1.625740E-01
1.525000E+03	6.557380E-01	1.298310E-01
1.550000E+03	6.451610E-01	1.056440E-01
1.575000E+03	6.349210E-01	8.626200E-02
1.600000E+03	6.250000E-01	7.331690E-02
1.625000E+03	6.153850E-01	5.636980E-02
1.650000E+03	6.060610E-01	4.594700E-02
1.675000E+03	5.970150E-01	4.021450E-02
1.700000E+03	5.882350E-01	3.205050E-02
1.725000E+03	5.797100E-01	2.653120E-02
1.750000E+03	5.714290E-01	2.077960E-02
1.775000E+03	5.633800E-01	1.834180E-02
