Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.0014924969333741235
R945: NCN+O2=NO+NCO	-0.06890260170650314
R942: NCN+H=N+HNC	-0.556168548804074
R939: NCN+OH=NH+NCO	-1.1122668850470891
R941: NCN+OH=NO+HCN	-2.0929959379167107
R940: NCN+H=N+HCN	-10.76053406439443
R946: NCN+O=NO+CN	-85.40763946519782
