T[K]        	1000/T[1/K]  	IDT[ms]     
1.500000E+03	6.666670E-01	2.505790E+00
1.525000E+03	6.557380E-01	1.935070E+00
1.550000E+03	6.451610E-01	1.492990E+00
1.575000E+03	6.349210E-01	1.155810E+00
1.600000E+03	6.250000E-01	9.044990E-01
1.625000E+03	6.153850E-01	7.073990E-01
1.650000E+03	6.060610E-01	5.623090E-01
1.675000E+03	5.970150E-01	4.416520E-01
1.700000E+03	5.882350E-01	3.539450E-01
1.725000E+03	5.797100E-01	2.824890E-01
1.750000E+03	5.714290E-01	2.316350E-01
1.775000E+03	5.633800E-01	1.863860E-01
1.800000E+03	5.555560E-01	1.533660E-01
1.825000E+03	5.479450E-01	1.276610E-01
1.850000E+03	5.405410E-01	1.048300E-01
1.875000E+03	5.333330E-01	8.842240E-02
1.900000E+03	5.263160E-01	7.506500E-02
1.925000E+03	5.194810E-01	6.370430E-02
1.950000E+03	5.128210E-01	5.439630E-02
1.975000E+03	5.063290E-01	4.634980E-02
2.000000E+03	5.000000E-01	3.964770E-02
2.025000E+03	4.938270E-01	3.477550E-02
2.050000E+03	4.878050E-01	3.061900E-02
2.075000E+03	4.819280E-01	2.628170E-02
2.100000E+03	4.761900E-01	2.309950E-02
2.125000E+03	4.705880E-01	2.074560E-02
2.150000E+03	4.651160E-01	1.805660E-02
2.175000E+03	4.597700E-01	1.659390E-02
2.200000E+03	4.545450E-01	1.510530E-02
2.225000E+03	4.494380E-01	1.297840E-02
2.250000E+03	4.444440E-01	1.153270E-02
