        time	        Dpar	         Min	         Mid	         Max
5.165953E-04	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.015239E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
3.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
3.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
6.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
6.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
7.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
7.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
8.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
8.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
9.015234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
9.515234E-03	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.001523E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.051523E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.101523E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.151523E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.201523E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.251518E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.301490E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.351429E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.401311E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.450330E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.500552E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.550282E-02	1.600000E-04	1.000000E+00	3.000000E+00	4.000000E+00
1.600001E-02	1.600000E-04	3.000000E+00	3.000000E+00	5.000000E+00
1.650061E-02	1.600000E-04	3.000000E+00	3.000000E+00	5.000000E+00
1.700265E-02	1.600000E-04	4.000000E+00	4.000000E+00	6.000000E+00
1.750311E-02	1.600000E-04	5.000000E+00	5.000000E+00	7.000000E+00
1.800161E-02	1.600000E-04	5.000000E+00	5.000000E+00	8.000000E+00
1.850106E-02	1.600000E-04	5.000000E+00	6.000000E+00	9.000000E+00
1.900290E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
1.950002E-02	1.600000E-04	6.000000E+00	6.000000E+00	6.000000E+00
2.000143E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
2.050395E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
2.100392E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
2.150530E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
2.200777E-02	1.600000E-04	7.000000E+00	7.000000E+00	7.000000E+00
2.250013E-02	1.600000E-04	5.000000E+00	5.000000E+00	5.000000E+00
2.300914E-02	1.600000E-04	2.000000E+00	2.000000E+00	2.000000E+00
2.350709E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.400388E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.450860E-02	1.600000E-04	1.000000E+00	1.000000E+00	3.000000E+00
2.500162E-02	1.600000E-04	1.000000E+00	1.000000E+00	2.000000E+00
2.550657E-02	1.600000E-04	1.000000E+00	2.000000E+00	3.000000E+00
2.600367E-02	1.600000E-04	1.000000E+00	2.000000E+00	3.000000E+00
2.650372E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
2.700651E-02	1.600000E-04	1.000000E+00	3.000000E+00	4.000000E+00
2.750292E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
2.800432E-02	1.600000E-04	3.000000E+00	3.000000E+00	5.000000E+00
2.850021E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
2.900386E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
2.950202E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
3.000206E-02	1.600000E-04	2.000000E+00	3.000000E+00	5.000000E+00
3.050056E-02	1.600000E-04	2.000000E+00	3.000000E+00	5.000000E+00
3.100309E-02	1.600000E-04	0.000000E+00	2.000000E+00	4.000000E+00
3.150002E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
3.200225E-02	1.600000E-04	1.000000E+00	3.000000E+00	4.000000E+00
3.250027E-02	1.600000E-04	1.000000E+00	2.000000E+00	3.000000E+00
3.300454E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
3.350798E-02	1.600000E-04	0.000000E+00	2.000000E+00	3.000000E+00
3.400141E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
3.450489E-02	1.600000E-04	0.000000E+00	2.000000E+00	3.000000E+00
3.500275E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
3.550524E-02	1.600000E-04	1.000000E+00	2.000000E+00	3.000000E+00
3.600704E-02	1.600000E-04	0.000000E+00	3.000000E+00	4.000000E+00
3.650383E-02	1.600000E-04	1.000000E+00	2.000000E+00	4.000000E+00
3.700085E-02	1.600000E-04	2.000000E+00	2.000000E+00	4.000000E+00
3.750933E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
3.800014E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
3.850394E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
3.900428E-02	1.600000E-04	2.000000E+00	3.000000E+00	4.000000E+00
3.950812E-02	1.600000E-04	3.000000E+00	4.000000E+00	5.000000E+00
4.000346E-02	1.600000E-04	3.000000E+00	4.000000E+00	5.000000E+00
4.050651E-02	1.600000E-04	3.000000E+00	4.000000E+00	6.000000E+00
4.100525E-02	1.600000E-04	3.000000E+00	4.000000E+00	6.000000E+00
4.150899E-02	1.600000E-04	4.000000E+00	4.000000E+00	6.000000E+00
4.200377E-02	1.600000E-04	4.000000E+00	4.000000E+00	6.000000E+00
4.250524E-02	1.600000E-04	4.000000E+00	5.000000E+00	7.000000E+00
4.300243E-02	1.600000E-04	4.000000E+00	5.000000E+00	7.000000E+00
4.351097E-02	1.600000E-04	4.000000E+00	5.000000E+00	7.000000E+00
4.400556E-02	1.600000E-04	4.000000E+00	5.000000E+00	7.000000E+00
4.451139E-02	1.600000E-04	4.000000E+00	5.000000E+00	8.000000E+00
4.500469E-02	1.600000E-04	4.000000E+00	5.000000E+00	8.000000E+00
4.550268E-02	1.600000E-04	3.000000E+00	4.000000E+00	7.000000E+00
4.600346E-02	1.600000E-04	3.000000E+00	3.000000E+00	6.000000E+00
4.650778E-02	1.600000E-04	1.000000E+00	3.000000E+00	5.000000E+00
4.701308E-02	1.600000E-04	1.000000E+00	1.000000E+00	4.000000E+00
4.750889E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
4.803339E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
4.852056E-02	1.600000E-04	1.000000E+00	1.000000E+00	4.000000E+00
4.901519E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
4.951023E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
5.000561E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
5.050129E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.000000E+00
