time	rfrp
5.165953E-04	0.000000E+00
8.507149E-04	0.000000E+00
1.184834E-03	0.000000E+00
1.518954E-03	0.000000E+00
1.853074E-03	0.000000E+00
2.187193E-03	0.000000E+00
2.521313E-03	0.000000E+00
2.855432E-03	0.000000E+00
3.189552E-03	0.000000E+00
3.523671E-03	0.000000E+00
3.857791E-03	0.000000E+00
4.191911E-03	0.000000E+00
4.526030E-03	0.000000E+00
4.860150E-03	0.000000E+00
5.194269E-03	0.000000E+00
5.528389E-03	0.000000E+00
5.862508E-03	0.000000E+00
6.196628E-03	0.000000E+00
6.530748E-03	0.000000E+00
6.864867E-03	0.000000E+00
7.198987E-03	0.000000E+00
7.533106E-03	0.000000E+00
7.867226E-03	0.000000E+00
8.201345E-03	0.000000E+00
8.535465E-03	0.000000E+00
8.869585E-03	0.000000E+00
9.203704E-03	0.000000E+00
9.537824E-03	0.000000E+00
9.871943E-03	0.000000E+00
1.020606E-02	0.000000E+00
1.054018E-02	0.000000E+00
1.087430E-02	0.000000E+00
1.120842E-02	0.000000E+00
1.154254E-02	0.000000E+00
1.187666E-02	0.000000E+00
1.221078E-02	1.506208E+00
1.254490E-02	1.884353E+00
1.287902E-02	2.285014E+00
1.321314E-02	2.701329E+00
1.354726E-02	3.126138E+00
1.388138E-02	3.552182E+00
1.421550E-02	3.972299E+00
1.454962E-02	4.379597E+00
1.488374E-02	4.767609E+00
1.521786E-02	5.130433E+00
1.555198E-02	5.462838E+00
1.588610E-02	5.760356E+00
1.622022E-02	6.019344E+00
1.655433E-02	6.237024E+00
1.688845E-02	6.411502E+00
1.722257E-02	6.541761E+00
1.755669E-02	6.627637E+00
1.789081E-02	6.669781E+00
1.822493E-02	6.669597E+00
1.855905E-02	6.629173E+00
1.889317E-02	6.551201E+00
1.922729E-02	6.438889E+00
1.956141E-02	6.295863E+00
1.989553E-02	6.126072E+00
2.022965E-02	5.933692E+00
2.056377E-02	5.723025E+00
2.089789E-02	5.498406E+00
2.123201E-02	5.264120E+00
2.156613E-02	5.024313E+00
2.190025E-02	4.782928E+00
2.223437E-02	4.543630E+00
2.256849E-02	4.309761E+00
2.290261E-02	4.084291E+00
2.323673E-02	3.869787E+00
2.357085E-02	3.668388E+00
2.390497E-02	3.481797E+00
2.423908E-02	3.311277E+00
2.457320E-02	3.157660E+00
2.490732E-02	3.021364E+00
2.524144E-02	2.902417E+00
2.557556E-02	2.800494E+00
2.590968E-02	2.714950E+00
2.624380E-02	2.644867E+00
2.657792E-02	2.589100E+00
2.691204E-02	2.546328E+00
2.724616E-02	2.515103E+00
2.758028E-02	2.493903E+00
2.791440E-02	2.481180E+00
2.824852E-02	2.475411E+00
2.858264E-02	2.475138E+00
2.891676E-02	2.479015E+00
2.925088E-02	2.485839E+00
2.958500E-02	2.494582E+00
2.991912E-02	2.504417E+00
3.025324E-02	2.514732E+00
3.058736E-02	2.525146E+00
3.092148E-02	2.535511E+00
3.125560E-02	2.545908E+00
3.158972E-02	2.556644E+00
3.192384E-02	2.568229E+00
3.225795E-02	2.581360E+00
3.259207E-02	2.596895E+00
3.292619E-02	2.615819E+00
3.326031E-02	2.639209E+00
3.359443E-02	2.668198E+00
3.392855E-02	2.703934E+00
3.426267E-02	2.747535E+00
3.459679E-02	2.800052E+00
3.493091E-02	2.862422E+00
3.526503E-02	2.935434E+00
3.559915E-02	3.019684E+00
3.593327E-02	3.115546E+00
3.626739E-02	3.223143E+00
3.660151E-02	3.342316E+00
3.693563E-02	3.472611E+00
3.726975E-02	3.613263E+00
3.760387E-02	3.763190E+00
3.793799E-02	3.920993E+00
3.827211E-02	4.084966E+00
3.860623E-02	4.253110E+00
3.894035E-02	4.423156E+00
3.927447E-02	4.592595E+00
3.960859E-02	4.758713E+00
3.994270E-02	4.918637E+00
4.027682E-02	5.069378E+00
4.061094E-02	5.207889E+00
4.094506E-02	5.331117E+00
4.127918E-02	5.436068E+00
4.161330E-02	5.519861E+00
4.194742E-02	5.579797E+00
4.228154E-02	5.613417E+00
4.261566E-02	5.618561E+00
4.294978E-02	5.593425E+00
4.328390E-02	5.536613E+00
4.361802E-02	5.447180E+00
4.395214E-02	5.324675E+00
4.428626E-02	5.169171E+00
4.462038E-02	4.981284E+00
4.495450E-02	4.762187E+00
4.528862E-02	4.513613E+00
4.562274E-02	4.237842E+00
4.595686E-02	3.937684E+00
4.629098E-02	3.616439E+00
4.662510E-02	3.277860E+00
4.695922E-02	2.926094E+00
4.729334E-02	2.565615E+00
4.762745E-02	2.201149E+00
4.796157E-02	1.837590E+00
4.829569E-02	1.479907E+00
4.862981E-02	1.133046E+00
4.896393E-02	8.018303E-01
4.929805E-02	4.908554E-01
4.963217E-02	2.043875E-01
