T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	4.815850E+01
1.025000E+03	9.756100E-01	2.865730E+01
1.050000E+03	9.523810E-01	1.720250E+01
1.075000E+03	9.302330E-01	1.034910E+01
1.100000E+03	9.090910E-01	6.196950E+00
1.125000E+03	8.888890E-01	3.688750E+00
1.150000E+03	8.695650E-01	2.183360E+00
1.175000E+03	8.510640E-01	1.294110E+00
1.200000E+03	8.333330E-01	7.893540E-01
1.225000E+03	8.163270E-01	5.054730E-01
1.250000E+03	8.000000E-01	3.405420E-01
1.275000E+03	7.843140E-01	2.412630E-01
1.300000E+03	7.692310E-01	1.709730E-01
1.325000E+03	7.547170E-01	1.283450E-01
1.350000E+03	7.407410E-01	9.481100E-02
1.375000E+03	7.272730E-01	7.577080E-02
1.400000E+03	7.142860E-01	5.422950E-02
1.425000E+03	7.017540E-01	4.401270E-02
1.450000E+03	6.896550E-01	3.276640E-02
1.475000E+03	6.779660E-01	2.516520E-02
1.500000E+03	6.666670E-01	2.120670E-02
1.525000E+03	6.557380E-01	1.791060E-02
1.550000E+03	6.451610E-01	1.253040E-02
1.575000E+03	6.349210E-01	1.036610E-02
1.600000E+03	6.250000E-01	9.338690E-03
1.625000E+03	6.153850E-01	8.445360E-03
1.650000E+03	6.060610E-01	8.203120E-03
1.675000E+03	5.970150E-01	6.851280E-03
1.700000E+03	5.882350E-01	6.098710E-03
