T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	6.122370E+01
1.025000E+03	9.756100E-01	3.790180E+01
1.050000E+03	9.523810E-01	2.351960E+01
1.075000E+03	9.302330E-01	1.457260E+01
1.100000E+03	9.090910E-01	9.003220E+00
1.125000E+03	8.888890E-01	5.563480E+00
1.150000E+03	8.695650E-01	3.460180E+00
1.175000E+03	8.510640E-01	2.179650E+00
1.200000E+03	8.333330E-01	1.403160E+00
1.225000E+03	8.163270E-01	9.284190E-01
1.250000E+03	8.000000E-01	6.326140E-01
1.275000E+03	7.843140E-01	4.458350E-01
1.300000E+03	7.692310E-01	3.244840E-01
1.325000E+03	7.547170E-01	2.418560E-01
1.350000E+03	7.407410E-01	1.850580E-01
1.375000E+03	7.272730E-01	1.438240E-01
1.400000E+03	7.142860E-01	1.135920E-01
1.425000E+03	7.017540E-01	9.189040E-02
1.450000E+03	6.896550E-01	7.504760E-02
1.475000E+03	6.779660E-01	6.161680E-02
1.500000E+03	6.666670E-01	5.138600E-02
1.525000E+03	6.557380E-01	4.320950E-02
1.550000E+03	6.451610E-01	3.611710E-02
1.575000E+03	6.349210E-01	3.118520E-02
1.600000E+03	6.250000E-01	2.671870E-02
1.625000E+03	6.153850E-01	2.344040E-02
1.650000E+03	6.060610E-01	2.027250E-02
1.675000E+03	5.970150E-01	1.813880E-02
1.700000E+03	5.882350E-01	1.557660E-02
1.725000E+03	5.797100E-01	1.414020E-02
1.750000E+03	5.714290E-01	1.256400E-02
1.775000E+03	5.633800E-01	1.161710E-02
1.800000E+03	5.555560E-01	9.961560E-03
1.825000E+03	5.479450E-01	9.057530E-03
1.850000E+03	5.405410E-01	8.282820E-03
