         time	         Dpar	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.000686E-04	 1.600000E-04	 8.281448E+02	 8.271448E+02	 8.261448E+02
 1.000469E-03	 1.600000E-04	 7.921888E+02	 7.911888E+02	 7.901888E+02
 1.500869E-03	 1.600000E-04	 7.901736E+02	 7.891736E+02	 7.881736E+02
 2.000369E-03	 1.600000E-04	 8.002015E+02	 7.992015E+02	 7.982015E+02
 2.500769E-03	 1.600000E-04	 8.182058E+02	 8.172058E+02	 8.162058E+02
 3.000269E-03	 1.600000E-04	 8.161815E+02	 8.151815E+02	 8.141815E+02
 3.500669E-03	 1.600000E-04	 8.122135E+02	 8.112135E+02	 8.102135E+02
 4.000169E-03	 1.600000E-04	 8.081692E+02	 8.071692E+02	 8.061692E+02
 4.500569E-03	 1.600000E-04	 8.062212E+02	 8.052212E+02	 8.042212E+02
 5.000069E-03	 1.600000E-04	 7.148951E+02	 7.138951E+02	 7.128951E+02
 5.500469E-03	 1.600000E-04	 7.208825E+02	 7.198825E+02	 7.188825E+02
 6.000869E-03	 1.600000E-04	 7.168658E+02	 7.158658E+02	 7.148658E+02
 6.500369E-03	 1.600000E-04	 7.123441E+02	 7.113441E+02	 7.103441E+02
 7.000769E-03	 1.600000E-04	 7.083494E+02	 7.073494E+02	 7.063494E+02
 7.500269E-03	 1.600000E-04	 7.023574E+02	 7.013574E+02	 7.003574E+02
 8.000669E-03	 1.600000E-04	 7.762831E+02	 7.752831E+02	 7.742831E+02
 8.500169E-03	 1.600000E-04	 7.722134E+02	 7.712134E+02	 7.702134E+02
 9.000569E-03	 1.600000E-04	 7.662208E+02	 7.652208E+02	 7.642208E+02
 9.500069E-03	 1.600000E-04	 7.602283E+02	 7.592283E+02	 7.582283E+02
 1.000047E-02	 1.600000E-04	 7.567852E+02	 7.557852E+02	 7.547852E+02
 1.050087E-02	 1.600000E-04	 5.250538E+02	 5.240538E+02	 5.230538E+02
 1.100037E-02	 1.600000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.150077E-02	 1.600000E-04	 5.467100E+00	 4.467100E+00	 3.467100E+00
 1.200027E-02	 1.600000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.250067E-02	 1.600000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
