         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 1.028640E-03	 7.444253E+02	 7.434253E+02	 7.424253E+02
 2.005202E-03	 7.682730E+02	 7.672730E+02	 7.662730E+02
 3.020827E-03	 7.683016E+02	 7.673016E+02	 7.663016E+02
 4.036452E-03	 7.584521E+02	 7.574521E+02	 7.564521E+02
 5.013015E-03	 1.168694E+02	 1.158694E+02	 1.148694E+02
 6.028640E-03	 1.388446E+02	 1.378446E+02	 1.368446E+02
 7.005202E-03	 1.568243E+02	 1.558243E+02	 1.548243E+02
 8.020827E-03	 6.993243E+00	 5.993243E+00	 4.993243E+00
 9.009225E-03	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.000328E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.100144E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.200113E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.300130E-02	 4.995495E+00	 3.995495E+00	 2.995495E+00
 1.400117E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.500105E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 1.600121E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 1.700159E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.800042E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.900171E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.000203E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.100256E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.200409E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.301663E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.401483E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.500479E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.600598E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.701026E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.801677E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.902474E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.003361E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.100284E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.200776E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.300707E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.403579E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.501405E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.601614E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.700792E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.801120E-02	 4.995495E+00	 3.995495E+00	 2.995495E+00
 3.902876E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.000189E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.101313E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 4.202733E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
