T[K]        	1000/T[1/K]  	IDT[ms]     
1.500000E+03	6.666670E-01	1.886640E+00
1.525000E+03	6.557380E-01	1.443390E+00
1.550000E+03	6.451610E-01	1.109960E+00
1.575000E+03	6.349210E-01	8.586830E-01
1.600000E+03	6.250000E-01	6.686140E-01
1.625000E+03	6.153850E-01	5.236710E-01
1.650000E+03	6.060610E-01	4.134170E-01
1.675000E+03	5.970150E-01	3.284750E-01
1.700000E+03	5.882350E-01	2.631960E-01
1.725000E+03	5.797100E-01	2.124160E-01
1.750000E+03	5.714290E-01	1.738390E-01
1.775000E+03	5.633800E-01	1.420650E-01
1.800000E+03	5.555560E-01	1.176930E-01
1.825000E+03	5.479450E-01	9.880440E-02
1.850000E+03	5.405410E-01	8.255890E-02
1.875000E+03	5.333330E-01	6.980540E-02
1.900000E+03	5.263160E-01	5.960980E-02
1.925000E+03	5.194810E-01	5.182920E-02
1.950000E+03	5.128210E-01	4.461250E-02
1.975000E+03	5.063290E-01	3.892170E-02
2.000000E+03	5.000000E-01	3.312480E-02
2.025000E+03	4.938270E-01	2.929600E-02
2.050000E+03	4.878050E-01	2.617120E-02
2.075000E+03	4.819280E-01	2.320550E-02
2.100000E+03	4.761900E-01	2.063350E-02
2.125000E+03	4.705880E-01	1.781580E-02
2.150000E+03	4.651160E-01	1.666720E-02
2.175000E+03	4.597700E-01	1.455560E-02
2.200000E+03	4.545450E-01	1.306510E-02
2.225000E+03	4.494380E-01	1.203410E-02
2.250000E+03	4.444440E-01	1.047140E-02
