         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 2.300410E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 2.350294E-02	 5.682221E+00	 4.682221E+00	 3.682221E+00
 2.400908E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 2.450679E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 2.500807E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.550624E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 2.600145E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.650398E-02	 3.207220E+00	 2.207220E+00	 1.207220E+00
 2.700010E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 2.750064E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 2.800177E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 2.850096E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 2.900060E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 2.950113E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 3.000149E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 3.050211E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.100346E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.150118E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.200385E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.250271E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.300147E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.350176E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.400295E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.450313E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 3.500274E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.550081E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 3.600031E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 3.650211E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 3.700101E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 3.750128E-02	 6.406563E+00	 5.406563E+00	 4.406563E+00
 3.800460E-02	 6.839756E+00	 5.839756E+00	 4.839756E+00
 3.850180E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 3.900117E-02	 7.803110E+00	 6.803110E+00	 5.803110E+00
 3.950476E-02	 8.320522E+00	 7.320522E+00	 6.320522E+00
 4.000005E-02	 8.803702E+00	 7.803702E+00	 6.803702E+00
 4.050179E-02	 8.803702E+00	 7.803702E+00	 6.803702E+00
 4.100303E-02	 8.320522E+00	 7.320522E+00	 6.320522E+00
 4.150670E-02	 7.979843E+00	 6.979843E+00	 5.979843E+00
 4.200810E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 4.250657E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 4.301119E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.351353E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.403066E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.452620E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.501900E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.551920E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.600420E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.650048E-02	 2.560740E+00	 1.560740E+00	 -5.607404E-01
 4.703599E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.753417E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.803297E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.853237E-02	 2.560740E+00	 1.560740E+00	 -5.607404E-01
 4.903222E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.953224E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.003230E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.053235E-02	 2.560740E+00	 1.560740E+00	 -5.607404E-01
 5.103228E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.153200E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.203152E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.253074E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.302963E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.352817E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.402621E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.452354E-02	 2.560740E+00	 1.560740E+00	 -5.607404E-01
 5.502000E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.551545E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.601216E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.651003E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
