        time	        Dpar	         Min	         Mid	         Max
1.950174E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
2.000185E-02	1.600000E-04	6.250000E+00	6.250000E+00	6.250000E+00
2.050214E-02	1.600000E-04	7.031250E+00	7.031250E+00	7.031250E+00
2.100115E-02	1.600000E-04	6.250000E+00	6.250000E+00	6.250000E+00
2.150115E-02	1.600000E-04	6.250000E+00	6.250000E+00	6.250000E+00
2.200216E-02	1.600000E-04	7.031250E+00	7.031250E+00	7.031250E+00
2.250255E-02	1.600000E-04	7.031250E+00	7.031250E+00	7.031250E+00
2.300410E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
2.350294E-02	1.600000E-04	3.125000E+00	3.125000E+00	3.125000E+00
2.400908E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.450679E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
2.500807E-02	1.600000E-04	0.000000E+00	0.000000E+00	2.343750E+00
2.550624E-02	1.600000E-04	0.000000E+00	1.562500E+00	3.125000E+00
2.600145E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
2.650398E-02	1.600000E-04	0.000000E+00	1.562500E+00	3.125000E+00
2.700010E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
2.750064E-02	1.600000E-04	2.343750E+00	3.125000E+00	3.906250E+00
2.800177E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
2.850096E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
2.900060E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
2.950113E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
3.000149E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
3.050211E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.100346E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.150118E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.200385E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.250271E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.300147E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.350176E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.400295E-02	1.600000E-04	0.000000E+00	2.343750E+00	3.906250E+00
3.450313E-02	1.600000E-04	1.562500E+00	2.343750E+00	3.906250E+00
3.500274E-02	1.600000E-04	2.343750E+00	3.125000E+00	4.687500E+00
3.550081E-02	1.600000E-04	2.343750E+00	3.125000E+00	3.906250E+00
3.600031E-02	1.600000E-04	2.343750E+00	2.343750E+00	3.906250E+00
3.650211E-02	1.600000E-04	3.125000E+00	3.125000E+00	4.687500E+00
3.700101E-02	1.600000E-04	3.125000E+00	3.906250E+00	5.468750E+00
3.750128E-02	1.600000E-04	3.125000E+00	3.906250E+00	5.468750E+00
3.800460E-02	1.600000E-04	3.125000E+00	3.906250E+00	5.468750E+00
3.850180E-02	1.600000E-04	3.125000E+00	3.906250E+00	6.250000E+00
3.900117E-02	1.600000E-04	3.906250E+00	4.687500E+00	7.031250E+00
3.950476E-02	1.600000E-04	4.687500E+00	4.687500E+00	4.687500E+00
4.000005E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
4.050179E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
4.100303E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
4.150670E-02	1.600000E-04	5.468750E+00	5.468750E+00	5.468750E+00
4.200810E-02	1.600000E-04	3.906250E+00	3.906250E+00	3.906250E+00
4.250657E-02	1.600000E-04	3.125000E+00	3.125000E+00	3.125000E+00
4.301119E-02	1.600000E-04	0.000000E+00	0.000000E+00	4.687500E+00
4.351353E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.906250E+00
4.403066E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.906250E+00
4.452620E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
4.501900E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
4.551920E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
4.600420E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
4.650048E-02	1.600000E-04	0.000000E+00	1.562500E+00	3.906250E+00
4.703599E-02	1.600000E-04	0.000000E+00	0.000000E+00	3.125000E+00
4.753417E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.803297E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.853237E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.903222E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
4.953224E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.003230E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.053235E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.103228E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.153200E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.203152E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.253074E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.302963E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.352817E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.402621E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.452354E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.502000E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.551545E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.601216E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
5.651003E-02	1.600000E-04	0.000000E+00	0.000000E+00	0.000000E+00
