time	Max
5.204416E-04	0.000000E+00
6.635981E-04	0.000000E+00
8.067546E-04	0.000000E+00
9.499112E-04	0.000000E+00
1.093068E-03	0.000000E+00
1.236224E-03	0.000000E+00
1.379381E-03	0.000000E+00
1.522537E-03	0.000000E+00
1.665694E-03	0.000000E+00
1.808850E-03	0.000000E+00
1.952007E-03	0.000000E+00
2.095163E-03	0.000000E+00
2.238320E-03	0.000000E+00
2.381476E-03	0.000000E+00
2.524633E-03	0.000000E+00
2.667789E-03	0.000000E+00
2.810946E-03	0.000000E+00
2.954103E-03	0.000000E+00
3.097259E-03	0.000000E+00
3.240416E-03	0.000000E+00
3.383572E-03	0.000000E+00
3.526729E-03	0.000000E+00
3.669885E-03	0.000000E+00
3.813042E-03	0.000000E+00
3.956198E-03	0.000000E+00
4.099355E-03	0.000000E+00
4.242511E-03	-5.236533E-01
4.385668E-03	-4.062191E-01
4.528824E-03	-2.404943E-01
4.671981E-03	-2.721749E-02
4.815137E-03	2.315601E-01
4.958294E-03	5.325975E-01
5.101450E-03	8.716121E-01
5.244607E-03	1.243446E+00
5.387763E-03	1.642242E+00
5.530920E-03	2.061630E+00
5.674076E-03	2.494907E+00
5.817233E-03	2.935220E+00
5.960390E-03	3.375731E+00
6.103546E-03	3.809777E+00
6.246703E-03	4.231012E+00
6.389859E-03	4.633533E+00
6.533016E-03	5.011986E+00
6.676172E-03	5.361650E+00
6.819329E-03	5.678508E+00
6.962485E-03	5.959291E+00
7.105642E-03	6.201504E+00
7.248798E-03	6.403438E+00
7.391955E-03	6.564156E+00
7.535111E-03	6.683472E+00
7.678268E-03	6.761912E+00
7.821424E-03	6.800659E+00
7.964581E-03	6.801496E+00
8.107737E-03	6.766729E+00
8.250894E-03	6.699118E+00
8.394050E-03	6.601790E+00
8.537207E-03	6.478156E+00
8.680364E-03	6.331832E+00
8.823520E-03	6.166549E+00
8.966677E-03	5.986075E+00
9.109833E-03	5.794141E+00
9.252990E-03	5.594367E+00
9.396146E-03	5.390200E+00
9.539303E-03	5.184854E+00
9.682459E-03	4.981265E+00
9.825616E-03	4.782045E+00
9.968772E-03	4.589455E+00
1.011193E-02	4.405380E+00
1.025509E-02	4.231316E+00
1.039824E-02	4.068364E+00
1.054140E-02	3.917235E+00
1.068455E-02	3.778256E+00
