1.00000e+0	0.00000e+0
1.50000e+0	0.00000e+0
2.10000e+0	0.00000e+0
2.20000e+0	9.25926e-6
2.35000e+0	1.85185e-5
2.55000e+0	2.77778e-5
2.75000e+0	3.70370e-5
2.80000e+0	5.55556e-5
3.00000e+0	5.55556e-5
3.20000e+0	4.62963e-5
3.35000e+0	2.77778e-5
3.55000e+0	4.62963e-5
3.60000e+0	6.48148e-5
3.65000e+0	9.25926e-5
3.75000e+0	1.11111e-4
3.80000e+0	1.38889e-4
3.90000e+0	1.48148e-4
4.00000e+0	1.11111e-4
4.05000e+0	6.48148e-5
4.10000e+0	3.70370e-5
4.20000e+0	9.25926e-6
4.40000e+0	0.00000e+0
7.00000e+0	0.00000e+0
