1.00000e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.23333e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.46667e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.73333e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.00000e+0	2.02703e-4	6.08108e-4	0.00000e+0
2.16667e+0	8.78378e-4	1.55405e-3	4.72973e-4
2.40000e+0	1.21622e-3	2.16216e-3	9.45946e-4
2.80000e+0	4.18919e-3	6.22973e-3	3.78378e-3
3.16667e+0	3.85135e-3	7.22973e-3	2.02703e-3
3.73333e+0	5.40541e-4	8.78378e-4	2.70270e-4
3.96667e+0	0.00000e+0	0.00000e+0	0.00000e+0
4.23333e+0	0.00000e+0	0.00000e+0	0.00000e+0
4.50000e+0	0.00000e+0	0.00000e+0	0.00000e+0
4.76667e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.03333e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.23333e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.60000e+0	1.35135e-4	6.75676e-5	0.00000e+0
5.73333e+0	0.00000e+0	0.00000e+0	0.00000e+0
6.06667e+0	0.00000e+0	0.00000e+0	0.00000e+0
6.50000e+0	0.00000e+0	0.00000e+0	0.00000e+0
7.03333e+0	0.00000e+0	0.00000e+0	0.00000e+0
