0.00000E+00	2.99738E-07
3.77358E-01	0.00000E+00
8.30189E-01	5.50669E-06
1.50943E+00	1.74635E-04
1.73585E+00	0.00000E+00
1.92453E+00	1.28977E-03
2.18868E+00	1.00583E-02
2.45283E+00	2.42364E-02
2.71698E+00	4.20056E-02
2.86792E+00	5.31639E-02
3.09434E+00	7.06227E-02
3.28302E+00	8.52749E-02
3.73585E+00	1.16628E-01
4.00000E+00	1.29062E-01
4.22642E+00	1.34571E-01
4.41509E+00	1.35219E-01
4.86792E+00	1.24261E-01
5.16981E+00	1.11090E-01
5.32075E+00	1.03940E-01
5.54717E+00	9.31699E-02
5.92453E+00	7.51355E-02
6.30189E+00	5.52321E-02
6.49057E+00	4.43041E-02
6.75472E+00	2.89496E-02
6.86792E+00	2.28540E-02
7.01887E+00	1.56623E-02
7.39623E+00	4.09145E-03
7.73585E+00	0.00000E+00
8.37736E+00	6.05400E-07
9.09434E+00	0.00000E+00
