1.73585e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.92453e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.15094e+0	0.00000e+0	2.43902e-5	0.00000e+0
2.37736e+0	0.00000e+0	2.43902e-5	0.00000e+0
2.56604e+0	2.43902e-5	1.21951e-4	0.00000e+0
2.71698e+0	1.21951e-4	2.19512e-4	4.87805e-5
2.79245e+0	2.19512e-4	2.92683e-4	1.46341e-4
2.86792e+0	2.92683e-4	4.63415e-4	1.95122e-4
2.94340e+0	3.90244e-4	5.60976e-4	2.43902e-4
3.13208e+0	3.90244e-4	4.63415e-4	2.68293e-4
3.32075e+0	2.92683e-4	3.90244e-4	2.19512e-4
3.47170e+0	3.41463e-4	3.90244e-4	2.43902e-4
3.54717e+0	1.95122e-4	2.92683e-4	1.21951e-4
3.81132e+0	7.31707e-5	1.21951e-4	0.00000e+0
