1.70492e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.90164e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.06557e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.29508e+0	0.00000e+0	1.08434e-5	0.00000e+0
2.55738e+0	2.65060e-5	3.73494e-5	1.68675e-5
2.68852e+0	7.59036e-5	9.51807e-5	5.06024e-5
2.72131e+0	1.04819e-4	1.33735e-4	6.50602e-5
2.85246e+0	8.91566e-5	1.01205e-4	5.54217e-5
2.95082e+0	5.06024e-5	6.50602e-5	3.61446e-5
3.01639e+0	3.97590e-5	4.45783e-5	1.92771e-5
3.14754e+0	0.00000e+0	0.00000e+0	0.00000e+0
3.34426e+0	0.00000e+0	0.00000e+0	0.00000e+0
3.60656e+0	0.00000e+0	0.00000e+0	0.00000e+0
3.86885e+0	0.00000e+0	0.00000e+0	0.00000e+0
