[K]_0	X-NO_0	X-NH3_0
9.00000E+02	4.80998E-05	4.83999E+02
1.00000E+03	6.90631E-03	4.83968E+02
1.10001E+03	1.06595E-01	4.83620E+02
1.20016E+03	7.81706E-01	4.80254E+02
1.30406E+03	2.63069E+00	4.43856E+02
1.43382E+03	1.10782E+01	1.26128E+00
1.53335E+03	2.77334E+01	7.54030E-01
1.63283E+03	5.57858E+01	1.69755E-01
1.73229E+03	8.88140E+01	1.46055E-02
1.83182E+03	1.13178E+02	7.29433E-03
