x[cm]_2	X-NO_2
2.423060E-01	6.735810E-02
2.446910E-01	6.938580E-02
2.470370E-01	7.143040E-02
2.493610E-01	7.350660E-02
2.516710E-01	7.562000E-02
2.539490E-01	7.775360E-02
2.562030E-01	7.991410E-02
2.584430E-01	8.211170E-02
2.606580E-01	8.433390E-02
2.628460E-01	8.657760E-02
2.650210E-01	8.885830E-02
2.671790E-01	9.116920E-02
2.693050E-01	9.349580E-02
2.714170E-01	9.585520E-02
2.735180E-01	9.825120E-02
2.755940E-01	1.006670E-01
2.776510E-01	1.031090E-01
2.797000E-01	1.055910E-01
2.817320E-01	1.081000E-01
2.837440E-01	1.106320E-01
2.857470E-01	1.132020E-01
2.877400E-01	1.158090E-01
2.897130E-01	1.184360E-01
2.916740E-01	1.210970E-01
2.936300E-01	1.238000E-01
2.955730E-01	1.265320E-01
2.975020E-01	1.292950E-01
2.994260E-01	1.321000E-01
3.013430E-01	1.349430E-01
3.032460E-01	1.378150E-01
3.051430E-01	1.407280E-01
3.070370E-01	1.436870E-01
3.089230E-01	1.466860E-01
3.108030E-01	1.497250E-01
3.126810E-01	1.528120E-01
3.145550E-01	1.559460E-01
3.164240E-01	1.591130E-01
3.182890E-01	1.623100E-01
3.201520E-01	1.655480E-01
3.220100E-01	1.688210E-01
3.238630E-01	1.721310E-01
3.257130E-01	1.754840E-01
3.275580E-01	1.788710E-01
3.293950E-01	1.822900E-01
3.312280E-01	1.857480E-01
3.330570E-01	1.892430E-01
3.348750E-01	1.927640E-01
3.366870E-01	1.963190E-01
3.384960E-01	1.999120E-01
3.402960E-01	2.035340E-01
3.420870E-01	2.071830E-01
3.438750E-01	2.108710E-01
3.456560E-01	2.145910E-01
3.474250E-01	2.183310E-01
3.491890E-01	2.221050E-01
3.509490E-01	2.259140E-01
3.526980E-01	2.297460E-01
3.544390E-01	2.336050E-01
3.561760E-01	2.375000E-01
3.579050E-01	2.414220E-01
3.596230E-01	2.453640E-01
3.613360E-01	2.493400E-01
3.630430E-01	2.533480E-01
3.647380E-01	2.573730E-01
3.664260E-01	2.614240E-01
3.681100E-01	2.655110E-01
3.697830E-01	2.696190E-01
3.714470E-01	2.737470E-01
3.731070E-01	2.779100E-01
3.747610E-01	2.821000E-01
3.764010E-01	2.863020E-01
3.780360E-01	2.905330E-01
3.796660E-01	2.947970E-01
3.812860E-01	2.990780E-01
3.828970E-01	3.033790E-01
3.845050E-01	3.077140E-01
3.861050E-01	3.120730E-01
3.876930E-01	3.164440E-01
3.892760E-01	3.208430E-01
3.908560E-01	3.252730E-01
3.924240E-01	3.297180E-01
3.939850E-01	3.341820E-01
3.955430E-01	3.386810E-01
3.970940E-01	3.432040E-01
3.986340E-01	3.477350E-01
4.001690E-01	3.522930E-01
4.017000E-01	3.568860E-01
4.032240E-01	3.614950E-01
4.047390E-01	3.661200E-01
4.062510E-01	3.707790E-01
4.077580E-01	3.754660E-01
4.092560E-01	3.801670E-01
4.107480E-01	3.848900E-01
4.122390E-01	3.896510E-01
4.137240E-01	3.944370E-01
4.152000E-01	3.992370E-01
4.166720E-01	4.040650E-01
4.181430E-01	4.089300E-01
4.196090E-01	4.138200E-01
4.210670E-01	4.187280E-01
4.225230E-01	4.236390E-01
4.239770E-01	4.285800E-01
4.254260E-01	4.335410E-01
4.268690E-01	4.385220E-01
4.283110E-01	4.435340E-01
4.297520E-01	4.485760E-01
4.311870E-01	4.536400E-01
4.326190E-01	4.587270E-01
4.340490E-01	4.638470E-01
4.354790E-01	4.689990E-01
4.369040E-01	4.741750E-01
4.383270E-01	4.793770E-01
4.397490E-01	4.846140E-01
4.411700E-01	4.898840E-01
4.425880E-01	4.951810E-01
4.440040E-01	5.005080E-01
4.454190E-01	5.058710E-01
4.468340E-01	5.112680E-01
4.482470E-01	5.166960E-01
4.496580E-01	5.221580E-01
4.510690E-01	5.276560E-01
4.524800E-01	5.331900E-01
4.538890E-01	5.387590E-01
4.552980E-01	5.443630E-01
4.567060E-01	5.500040E-01
4.581140E-01	5.556830E-01
4.595220E-01	5.614000E-01
4.609290E-01	5.671530E-01
4.623360E-01	5.729460E-01
4.637430E-01	5.787780E-01
4.651490E-01	5.846490E-01
4.665560E-01	5.905590E-01
4.679620E-01	5.965090E-01
4.693690E-01	6.025000E-01
4.707750E-01	6.085310E-01
4.721820E-01	6.146020E-01
4.735880E-01	6.207150E-01
4.749950E-01	6.268680E-01
4.764010E-01	6.330620E-01
4.778080E-01	6.392980E-01
4.792150E-01	6.455760E-01
4.806210E-01	6.518960E-01
4.820280E-01	6.582580E-01
4.834350E-01	6.646630E-01
4.848420E-01	6.711130E-01
4.862500E-01	6.776070E-01
4.876580E-01	6.841440E-01
4.890650E-01	6.907240E-01
4.904740E-01	6.973510E-01
4.918830E-01	7.040260E-01
4.932930E-01	7.107470E-01
4.947030E-01	7.175130E-01
4.961130E-01	7.243230E-01
4.975240E-01	7.311850E-01
4.989370E-01	7.380990E-01
5.003510E-01	7.450630E-01
5.017650E-01	7.520730E-01
5.031790E-01	7.591290E-01
5.045950E-01	7.662390E-01
5.060140E-01	7.734090E-01
5.074330E-01	7.806300E-01
5.088530E-01	7.878990E-01
5.102720E-01	7.952140E-01
5.116940E-01	8.025860E-01
5.131180E-01	8.100210E-01
5.145440E-01	8.175120E-01
5.159700E-01	8.250510E-01
5.173960E-01	8.326370E-01
5.188240E-01	8.402820E-01
5.202550E-01	8.479940E-01
5.216880E-01	8.557670E-01
5.231210E-01	8.635910E-01
5.245540E-01	8.714670E-01
5.259890E-01	8.793990E-01
5.274270E-01	8.873940E-01
5.288680E-01	8.954570E-01
5.303110E-01	9.035770E-01
5.317530E-01	9.117480E-01
5.331970E-01	9.199730E-01
5.346440E-01	9.282770E-01
5.361000E-01	9.366810E-01
5.375600E-01	9.451610E-01
5.390200E-01	9.536940E-01
5.404800E-01	9.622810E-01
5.419450E-01	9.709530E-01
5.434230E-01	9.797570E-01
5.449120E-01	9.886800E-01
5.464030E-01	9.976750E-01
5.478940E-01	1.006730E+00
5.493880E-01	1.015860E+00
5.508970E-01	1.025130E+00
5.524250E-01	1.034590E+00
5.539620E-01	1.044160E+00
5.554990E-01	1.053800E+00
5.570360E-01	1.063500E+00
5.585860E-01	1.073340E+00
5.601630E-01	1.083420E+00
5.617550E-01	1.093660E+00
5.633480E-01	1.103980E+00
5.649410E-01	1.114360E+00
5.665450E-01	1.124900E+00
5.681780E-01	1.135680E+00
5.698320E-01	1.146690E+00
5.714910E-01	1.157800E+00
5.731490E-01	1.168980E+00
5.748220E-01	1.180330E+00
5.765280E-01	1.192000E+00
5.782630E-01	1.203940E+00
5.800040E-01	1.216020E+00
5.817460E-01	1.228180E+00
5.835080E-01	1.240570E+00
5.853180E-01	1.253380E+00
5.871580E-01	1.266510E+00
5.890040E-01	1.279780E+00
5.908550E-01	1.293180E+00
5.927420E-01	1.306950E+00
5.946850E-01	1.321240E+00
5.966530E-01	1.335820E+00
5.986210E-01	1.350520E+00
6.006160E-01	1.365540E+00
6.026700E-01	1.381130E+00
6.047640E-01	1.397160E+00
6.068650E-01	1.413370E+00
6.089880E-01	1.429890E+00
6.111640E-01	1.446960E+00
6.133840E-01	1.464540E+00
6.156150E-01	1.482350E+00
6.178610E-01	1.500440E+00
6.201400E-01	1.518960E+00
6.224450E-01	1.537860E+00
6.247550E-01	1.556970E+00
6.270630E-01	1.576240E+00
6.293660E-01	1.595630E+00
6.316650E-01	1.615170E+00
6.339640E-01	1.634980E+00
6.362390E-01	1.654780E+00
6.384680E-01	1.674350E+00
6.406720E-01	1.693880E+00
6.428760E-01	1.713590E+00
6.450490E-01	1.733190E+00
6.471600E-01	1.752390E+00
6.492330E-01	1.771420E+00
6.513020E-01	1.790560E+00
6.533530E-01	1.809700E+00
6.553500E-01	1.828470E+00
6.572930E-01	1.846880E+00
6.592170E-01	1.865270E+00
6.611420E-01	1.883790E+00
6.630380E-01	1.902180E+00
6.648690E-01	1.920070E+00
6.666550E-01	1.937640E+00
6.684310E-01	1.955240E+00
6.702070E-01	1.972970E+00
6.719630E-01	1.990610E+00
6.736630E-01	2.007810E+00
6.753130E-01	2.024630E+00
6.769490E-01	2.041400E+00
6.785850E-01	2.058280E+00
6.802220E-01	2.075260E+00
6.818280E-01	2.092050E+00
6.833750E-01	2.108310E+00
6.848870E-01	2.124310E+00
6.863980E-01	2.140370E+00
6.879080E-01	2.156540E+00
6.894190E-01	2.172790E+00
6.909080E-01	2.188920E+00
6.923490E-01	2.204600E+00
6.937550E-01	2.219990E+00
6.951540E-01	2.235380E+00
6.965530E-01	2.250860E+00
6.979510E-01	2.266420E+00
6.993500E-01	2.282060E+00
7.007220E-01	2.297480E+00
7.020430E-01	2.312410E+00
7.033390E-01	2.327130E+00
7.046350E-01	2.341910E+00
7.059300E-01	2.356770E+00
7.072260E-01	2.371700E+00
7.085220E-01	2.386710E+00
7.098020E-01	2.401610E+00
7.110440E-01	2.416130E+00
7.122560E-01	2.430350E+00
7.134590E-01	2.444550E+00
7.146620E-01	2.458810E+00
7.158650E-01	2.473130E+00
7.170680E-01	2.487510E+00
7.182710E-01	2.501960E+00
7.194620E-01	2.516330E+00
7.206210E-01	2.530370E+00
7.217520E-01	2.544130E+00
7.228760E-01	2.557870E+00
7.240000E-01	2.571660E+00
7.251240E-01	2.585500E+00
7.262480E-01	2.599400E+00
7.273720E-01	2.613360E+00
7.284960E-01	2.627380E+00
7.296050E-01	2.641280E+00
7.306850E-01	2.654850E+00
7.317460E-01	2.668240E+00
7.328060E-01	2.681670E+00
7.338660E-01	2.695150E+00
7.349250E-01	2.708680E+00
7.359850E-01	2.722260E+00
7.370450E-01	2.735910E+00
7.381050E-01	2.749730E+00
7.391580E-01	2.763520E+00
7.401930E-01	2.777130E+00
7.412080E-01	2.790520E+00
7.422150E-01	2.803870E+00
7.432230E-01	2.817280E+00
7.442300E-01	2.830740E+00
7.452380E-01	2.844250E+00
7.462450E-01	2.857810E+00
7.472530E-01	2.871430E+00
7.482610E-01	2.885110E+00
7.492640E-01	2.898780E+00
7.502540E-01	2.912310E+00
7.512260E-01	2.925660E+00
7.521920E-01	2.938970E+00
7.531580E-01	2.952330E+00
7.541230E-01	2.965730E+00
7.550890E-01	2.979190E+00
7.560550E-01	2.992700E+00
7.570200E-01	3.006260E+00
7.579860E-01	3.019860E+00
7.589510E-01	3.033520E+00
7.599120E-01	3.047160E+00
7.608590E-01	3.060660E+00
7.617950E-01	3.074040E+00
7.627270E-01	3.087420E+00
7.636600E-01	3.100850E+00
7.645920E-01	3.114330E+00
7.655250E-01	3.127850E+00
7.664570E-01	3.141420E+00
7.673900E-01	3.155050E+00
7.683220E-01	3.168710E+00
7.692550E-01	3.182430E+00
7.701850E-01	3.196170E+00
7.711080E-01	3.209840E+00
7.720210E-01	3.223410E+00
7.729290E-01	3.236950E+00
7.738370E-01	3.250540E+00
7.747450E-01	3.264170E+00
7.756530E-01	3.277850E+00
7.765610E-01	3.291580E+00
7.774690E-01	3.305350E+00
7.783770E-01	3.319170E+00
7.792850E-01	3.333040E+00
7.801940E-01	3.346950E+00
7.811000E-01	3.360880E+00
7.820010E-01	3.374770E+00
7.828960E-01	3.388620E+00
7.837880E-01	3.402470E+00
7.846810E-01	3.416360E+00
7.855730E-01	3.430300E+00
7.864650E-01	3.444280E+00
7.873570E-01	3.458310E+00
7.882500E-01	3.472380E+00
7.891420E-01	3.486500E+00
7.900340E-01	3.500670E+00
7.909270E-01	3.514870E+00
7.918190E-01	3.529130E+00
7.927090E-01	3.543390E+00
7.935950E-01	3.557630E+00
7.944790E-01	3.571880E+00
7.953620E-01	3.586170E+00
7.962460E-01	3.600500E+00
7.971300E-01	3.614890E+00
7.980140E-01	3.629310E+00
7.988970E-01	3.643780E+00
7.997810E-01	3.658290E+00
8.006650E-01	3.672850E+00
8.015490E-01	3.687450E+00
8.024320E-01	3.702100E+00
8.033160E-01	3.716780E+00
8.041980E-01	3.731500E+00
8.050790E-01	3.746230E+00
8.059600E-01	3.760990E+00
8.068400E-01	3.775800E+00
8.077210E-01	3.790650E+00
8.086010E-01	3.805550E+00
8.094810E-01	3.820490E+00
8.103620E-01	3.835470E+00
8.112420E-01	3.850500E+00
8.121220E-01	3.865570E+00
8.130030E-01	3.880680E+00
8.138830E-01	3.895840E+00
8.147630E-01	3.911040E+00
8.156430E-01	3.926280E+00
8.165230E-01	3.941550E+00
8.174020E-01	3.956860E+00
8.182810E-01	3.972210E+00
8.191610E-01	3.987610E+00
8.200400E-01	4.003050E+00
8.209190E-01	4.018530E+00
8.217980E-01	4.034060E+00
8.226770E-01	4.049630E+00
8.235570E-01	4.065240E+00
8.244360E-01	4.080890E+00
8.253150E-01	4.096590E+00
8.261940E-01	4.112330E+00
8.270730E-01	4.128110E+00
8.279530E-01	4.143930E+00
8.288320E-01	4.159800E+00
8.297110E-01	4.175710E+00
8.305900E-01	4.191660E+00
8.314700E-01	4.207650E+00
8.323490E-01	4.223690E+00
8.332280E-01	4.239770E+00
8.341070E-01	4.255880E+00
8.349860E-01	4.272040E+00
8.358660E-01	4.288250E+00
8.367450E-01	4.304490E+00
8.376240E-01	4.320780E+00
8.385030E-01	4.337100E+00
8.393830E-01	4.353470E+00
8.402620E-01	4.369890E+00
8.411430E-01	4.386360E+00
8.420240E-01	4.402880E+00
8.429050E-01	4.419580E+00
8.437860E-01	4.436340E+00
8.446670E-01	4.453150E+00
8.455480E-01	4.470000E+00
8.464290E-01	4.486890E+00
8.473100E-01	4.503840E+00
8.481900E-01	4.520830E+00
8.490710E-01	4.537860E+00
8.499520E-01	4.554940E+00
8.508330E-01	4.572060E+00
8.517140E-01	4.589230E+00
8.525960E-01	4.606450E+00
8.534790E-01	4.623760E+00
8.543650E-01	4.641150E+00
8.552510E-01	4.658610E+00
8.561370E-01	4.676100E+00
8.570230E-01	4.693650E+00
8.579100E-01	4.711230E+00
8.587960E-01	4.728860E+00
8.596820E-01	4.746540E+00
8.605680E-01	4.764260E+00
8.614540E-01	4.782020E+00
8.623410E-01	4.799830E+00
8.632270E-01	4.817680E+00
8.641130E-01	4.835570E+00
8.649990E-01	4.853510E+00
8.658870E-01	4.871520E+00
8.667800E-01	4.889680E+00
8.676770E-01	4.907970E+00
8.685750E-01	4.926330E+00
8.694740E-01	4.944740E+00
8.703730E-01	4.963190E+00
8.712710E-01	4.981690E+00
8.721700E-01	5.000230E+00
8.730690E-01	5.018810E+00
8.739670E-01	5.037430E+00
8.748660E-01	5.056100E+00
8.757650E-01	5.074800E+00
8.766630E-01	5.093550E+00
8.775620E-01	5.112340E+00
8.784610E-01	5.131180E+00
8.793640E-01	5.150150E+00
8.802780E-01	5.169390E+00
8.811980E-01	5.188800E+00
8.821190E-01	5.208260E+00
8.830400E-01	5.227770E+00
8.839600E-01	5.247310E+00
8.848810E-01	5.266900E+00
8.858010E-01	5.286520E+00
8.867220E-01	5.306190E+00
8.876430E-01	5.325900E+00
8.885630E-01	5.345650E+00
8.894840E-01	5.365440E+00
8.904040E-01	5.385270E+00
8.913260E-01	5.405150E+00
8.922560E-01	5.425260E+00
8.932010E-01	5.445750E+00
8.941540E-01	5.466440E+00
8.951070E-01	5.487160E+00
8.960600E-01	5.507930E+00
8.970130E-01	5.528740E+00
8.979660E-01	5.549590E+00
8.989190E-01	5.570480E+00
8.998720E-01	5.591400E+00
9.008250E-01	5.612370E+00
9.017780E-01	5.633370E+00
9.027310E-01	5.654410E+00
9.036860E-01	5.675540E+00
9.046550E-01	5.697010E+00
9.056430E-01	5.718930E+00
9.066380E-01	5.741050E+00
9.076330E-01	5.763210E+00
9.086280E-01	5.785410E+00
9.096230E-01	5.807650E+00
9.106180E-01	5.829920E+00
9.116130E-01	5.852230E+00
9.126080E-01	5.874580E+00
9.136030E-01	5.896960E+00
9.145980E-01	5.919380E+00
9.155990E-01	5.941960E+00
9.166180E-01	5.964990E+00
9.176570E-01	5.988490E+00
9.187030E-01	6.012190E+00
9.197480E-01	6.035930E+00
9.207940E-01	6.059690E+00
9.218400E-01	6.083490E+00
9.228850E-01	6.107330E+00
9.239310E-01	6.131200E+00
9.249760E-01	6.155100E+00
9.260220E-01	6.179030E+00
9.270760E-01	6.203190E+00
9.281550E-01	6.227940E+00
9.292540E-01	6.253200E+00
9.303600E-01	6.278630E+00
9.314650E-01	6.304090E+00
9.325710E-01	6.329580E+00
9.336760E-01	6.355100E+00
9.347820E-01	6.380640E+00
9.358870E-01	6.406220E+00
9.369920E-01	6.431820E+00
9.381080E-01	6.457670E+00
9.392500E-01	6.484170E+00
9.404160E-01	6.511270E+00
9.415900E-01	6.538570E+00
9.427650E-01	6.565900E+00
9.439390E-01	6.593240E+00
9.451130E-01	6.620620E+00
9.462870E-01	6.648010E+00
9.474610E-01	6.675440E+00
9.486400E-01	6.703160E+00
9.498420E-01	6.731460E+00
9.510790E-01	6.760600E+00
9.523300E-01	6.790130E+00
9.535820E-01	6.819680E+00
9.548340E-01	6.849250E+00
9.560860E-01	6.878840E+00
9.573370E-01	6.908460E+00
9.585890E-01	6.938100E+00
9.598510E-01	6.968000E+00
9.611450E-01	6.998670E+00
9.624700E-01	7.030100E+00
9.638050E-01	7.061810E+00
9.651410E-01	7.093520E+00
9.664770E-01	7.125250E+00
9.678130E-01	7.157000E+00
9.691480E-01	7.188750E+00
9.704910E-01	7.220680E+00
9.718630E-01	7.253320E+00
9.732730E-01	7.286860E+00
9.746980E-01	7.320760E+00
9.761230E-01	7.354670E+00
9.775480E-01	7.388570E+00
9.789720E-01	7.422480E+00
9.803970E-01	7.456380E+00
9.818370E-01	7.490640E+00
9.833160E-01	7.525830E+00
9.848280E-01	7.561760E+00
9.863470E-01	7.597880E+00
9.878660E-01	7.633990E+00
9.893860E-01	7.670070E+00
9.909050E-01	7.706150E+00
9.924360E-01	7.742470E+00
9.940040E-01	7.779660E+00
9.956130E-01	7.817770E+00
9.972360E-01	7.856200E+00
9.988590E-01	7.894580E+00
1.000480E+00	7.932940E+00
1.002110E+00	7.971250E+00
1.003750E+00	8.009970E+00
1.005440E+00	8.049780E+00
1.007160E+00	8.090420E+00
1.008900E+00	8.131220E+00
1.010640E+00	8.171960E+00
1.012380E+00	8.212640E+00
1.014120E+00	8.253460E+00
1.015910E+00	8.295130E+00
1.017740E+00	8.337930E+00
1.019600E+00	8.381150E+00
1.021460E+00	8.424280E+00
1.023320E+00	8.467320E+00
1.025190E+00	8.510440E+00
1.027090E+00	8.554380E+00
1.029060E+00	8.599490E+00
1.031040E+00	8.645040E+00
1.033030E+00	8.690470E+00
1.035020E+00	8.735760E+00
1.037020E+00	8.781300E+00
1.039070E+00	8.827830E+00
1.041180E+00	8.875400E+00
1.043300E+00	8.923200E+00
1.045430E+00	8.970840E+00
1.047550E+00	9.018300E+00
1.049710E+00	9.066330E+00
1.051930E+00	9.115720E+00
1.054200E+00	9.165930E+00
1.056470E+00	9.216060E+00
1.058740E+00	9.265990E+00
1.061020E+00	9.316130E+00
1.063370E+00	9.367290E+00
1.065770E+00	9.419410E+00
1.068180E+00	9.471660E+00
1.070600E+00	9.523660E+00
1.073030E+00	9.575610E+00
1.075500E+00	9.628300E+00
1.078040E+00	9.682100E+00
1.080610E+00	9.736190E+00
1.083180E+00	9.789980E+00
1.085750E+00	9.843500E+00
1.088360E+00	9.897560E+00
1.091040E+00	9.952880E+00
1.093770E+00	1.000860E+01
1.096490E+00	1.006400E+01
1.099220E+00	1.011900E+01
1.101980E+00	1.017440E+01
1.104820E+00	1.023100E+01
1.107710E+00	1.028810E+01
1.110610E+00	1.034510E+01
1.113510E+00	1.040150E+01
1.116440E+00	1.045810E+01
1.119440E+00	1.051570E+01
1.122510E+00	1.057410E+01
1.125600E+00	1.063250E+01
1.128690E+00	1.069040E+01
1.131800E+00	1.074800E+01
1.134960E+00	1.080630E+01
1.138230E+00	1.086580E+01
1.141530E+00	1.092560E+01
1.144840E+00	1.098480E+01
1.148140E+00	1.104340E+01
1.151490E+00	1.110230E+01
1.154950E+00	1.116250E+01
1.158480E+00	1.122330E+01
1.162020E+00	1.128380E+01
1.165560E+00	1.134370E+01
1.169120E+00	1.140320E+01
1.172750E+00	1.146350E+01
1.176510E+00	1.152510E+01
1.180320E+00	1.158690E+01
1.184120E+00	1.164790E+01
1.187940E+00	1.170830E+01
1.191780E+00	1.176860E+01
1.195740E+00	1.183000E+01
1.199820E+00	1.189250E+01
1.203950E+00	1.195490E+01
1.208080E+00	1.201660E+01
1.212210E+00	1.207750E+01
1.216380E+00	1.213830E+01
1.220680E+00	1.220030E+01
1.225140E+00	1.226350E+01
1.229640E+00	1.232660E+01
1.234150E+00	1.238880E+01
1.238650E+00	1.245020E+01
1.243180E+00	1.251110E+01
1.247840E+00	1.257290E+01
1.252690E+00	1.263620E+01
1.257620E+00	1.269970E+01
1.262550E+00	1.276220E+01
1.267480E+00	1.282390E+01
1.272410E+00	1.288460E+01
1.277430E+00	1.294540E+01
1.282640E+00	1.300770E+01
1.287980E+00	1.307050E+01
1.293350E+00	1.313260E+01
1.298730E+00	1.319370E+01
1.304100E+00	1.325380E+01
1.309480E+00	1.331300E+01
1.314970E+00	1.337250E+01
1.320660E+00	1.343310E+01
1.326450E+00	1.349360E+01
1.332240E+00	1.355310E+01
1.338040E+00	1.361160E+01
1.343830E+00	1.366900E+01
1.349640E+00	1.372550E+01
1.355560E+00	1.378220E+01
1.361660E+00	1.383950E+01
1.367850E+00	1.389640E+01
1.374040E+00	1.395240E+01
1.380220E+00	1.400720E+01
1.386410E+00	1.406100E+01
1.392610E+00	1.411390E+01
1.398920E+00	1.416660E+01
1.405400E+00	1.421980E+01
1.411970E+00	1.427250E+01
1.418540E+00	1.432410E+01
1.425110E+00	1.437470E+01
1.431680E+00	1.442420E+01
1.438260E+00	1.447270E+01
1.444900E+00	1.452060E+01
1.451640E+00	1.456820E+01
1.458420E+00	1.461500E+01
1.465200E+00	1.466080E+01
1.471990E+00	1.470550E+01
1.478770E+00	1.474920E+01
1.485540E+00	1.479180E+01
1.492240E+00	1.483300E+01
1.498860E+00	1.487270E+01
1.505430E+00	1.491130E+01
1.512010E+00	1.494890E+01
1.518590E+00	1.498560E+01
1.525160E+00	1.502140E+01
1.531730E+00	1.505630E+01
1.538170E+00	1.508960E+01
1.544410E+00	1.512100E+01
1.550550E+00	1.515120E+01
1.556680E+00	1.518060E+01
1.562820E+00	1.520930E+01
1.568950E+00	1.523710E+01
1.575090E+00	1.526420E+01
1.581180E+00	1.529040E+01
1.587140E+00	1.531530E+01
1.592980E+00	1.533890E+01
1.598770E+00	1.536170E+01
1.604570E+00	1.538380E+01
1.610370E+00	1.540530E+01
1.616160E+00	1.542600E+01
1.621950E+00	1.544610E+01
1.627730E+00	1.546530E+01
1.633460E+00	1.548380E+01
1.639160E+00	1.550150E+01
1.644840E+00	1.551840E+01
1.650530E+00	1.553460E+01
1.656210E+00	1.555020E+01
1.661890E+00	1.556500E+01
1.667580E+00	1.557910E+01
1.673260E+00	1.559250E+01
1.678950E+00	1.560520E+01
1.684630E+00	1.561720E+01
1.690310E+00	1.562840E+01
1.696000E+00	1.563880E+01
1.701680E+00	1.564850E+01
1.707360E+00	1.565730E+01
1.713050E+00	1.566540E+01
1.718730E+00	1.567270E+01
1.724420E+00	1.567910E+01
1.730100E+00	1.568470E+01
1.735790E+00	1.568940E+01
1.741470E+00	1.569330E+01
1.747150E+00	1.569630E+01
1.752840E+00	1.569830E+01
1.758520E+00	1.569940E+01
1.764200E+00	1.569940E+01
