[ms]_0	C-NO_0	C-OH_0
9.00162E-04	5.80580E-14	5.38770E-10
9.11859E-04	6.04785E-14	5.56059E-10
9.23556E-04	6.29753E-14	5.73775E-10
9.35253E-04	6.55502E-14	5.91925E-10
9.46950E-04	6.82052E-14	6.10522E-10
9.58647E-04	7.09423E-14	6.29574E-10
9.70344E-04	7.37635E-14	6.49093E-10
9.82041E-04	7.66709E-14	6.69087E-10
9.93738E-04	7.96666E-14	6.89570E-10
1.00544E-03	8.27527E-14	7.10551E-10
1.01713E-03	8.59316E-14	7.32042E-10
1.02883E-03	8.92055E-14	7.54054E-10
1.04053E-03	9.25768E-14	7.76600E-10
1.05808E-03	9.78246E-14	8.11467E-10
1.07564E-03	1.03305E-13	8.47604E-10
1.09319E-03	1.09028E-13	8.85056E-10
1.11075E-03	1.15001E-13	9.23868E-10
1.12831E-03	1.21234E-13	9.64086E-10
1.14586E-03	1.27736E-13	1.00576E-09
1.16342E-03	1.34518E-13	1.04893E-09
1.18097E-03	1.41589E-13	1.09366E-09
1.19853E-03	1.48960E-13	1.14000E-09
1.21609E-03	1.56643E-13	1.18800E-09
1.23364E-03	1.64649E-13	1.23772E-09
1.25120E-03	1.72989E-13	1.28922E-09
1.26875E-03	1.81676E-13	1.34255E-09
1.28631E-03	1.90722E-13	1.39778E-09
1.30387E-03	2.00141E-13	1.45498E-09
1.32142E-03	2.09947E-13	1.51420E-09
1.33898E-03	2.20153E-13	1.57552E-09
1.35653E-03	2.30773E-13	1.63900E-09
1.37409E-03	2.41825E-13	1.70473E-09
1.39165E-03	2.53321E-13	1.77276E-09
1.40920E-03	2.65281E-13	1.84319E-09
1.42676E-03	2.77718E-13	1.91609E-09
1.44431E-03	2.90653E-13	1.99153E-09
1.46187E-03	3.04101E-13	2.06961E-09
1.47942E-03	3.18083E-13	2.15041E-09
1.49698E-03	3.32617E-13	2.23401E-09
1.51454E-03	3.47724E-13	2.32052E-09
1.53209E-03	3.63424E-13	2.41001E-09
1.54965E-03	3.79738E-13	2.50260E-09
1.56720E-03	3.96690E-13	2.59838E-09
1.58476E-03	4.14301E-13	2.69744E-09
1.60232E-03	4.32597E-13	2.79991E-09
1.61987E-03	4.51601E-13	2.90587E-09
1.63743E-03	4.71339E-13	3.01544E-09
1.65499E-03	4.91839E-13	3.12874E-09
1.67254E-03	5.13126E-13	3.24589E-09
1.69010E-03	5.35230E-13	3.36699E-09
1.70765E-03	5.58180E-13	3.49217E-09
1.72521E-03	5.82007E-13	3.62157E-09
1.74277E-03	6.06742E-13	3.75530E-09
1.76032E-03	6.32418E-13	3.89349E-09
1.77788E-03	6.59068E-13	4.03629E-09
1.79543E-03	6.86728E-13	4.18382E-09
1.81299E-03	7.15434E-13	4.33623E-09
1.83055E-03	7.45223E-13	4.49366E-09
1.84810E-03	7.76135E-13	4.65625E-09
1.86566E-03	8.08209E-13	4.82416E-09
1.88321E-03	8.41487E-13	4.99754E-09
1.90077E-03	8.76012E-13	5.17654E-09
1.91832E-03	9.11828E-13	5.36131E-09
1.93588E-03	9.48983E-13	5.55203E-09
1.95344E-03	9.87522E-13	5.74885E-09
1.97099E-03	1.02750E-12	5.95193E-09
1.98855E-03	1.06896E-12	6.16145E-09
2.00610E-03	1.11195E-12	6.37757E-09
2.02366E-03	1.15655E-12	6.60047E-09
2.04122E-03	1.20279E-12	6.83032E-09
2.05877E-03	1.25074E-12	7.06730E-09
2.07633E-03	1.30045E-12	7.31159E-09
2.09388E-03	1.35200E-12	7.56336E-09
2.11144E-03	1.40544E-12	7.82279E-09
2.12900E-03	1.46085E-12	8.09007E-09
2.14655E-03	1.51828E-12	8.36538E-09
2.16411E-03	1.57782E-12	8.64890E-09
2.18166E-03	1.63953E-12	8.94081E-09
2.19922E-03	1.70350E-12	9.24130E-09
2.21678E-03	1.76979E-12	9.55055E-09
2.23433E-03	1.83849E-12	9.86875E-09
2.25189E-03	1.90969E-12	1.01961E-08
2.26944E-03	1.98347E-12	1.05327E-08
2.28700E-03	2.05992E-12	1.08788E-08
2.30456E-03	2.13912E-12	1.12345E-08
2.32211E-03	2.22119E-12	1.16000E-08
2.33967E-03	2.30621E-12	1.19756E-08
2.35722E-03	2.39428E-12	1.23612E-08
2.37478E-03	2.48550E-12	1.27572E-08
2.39234E-03	2.58000E-12	1.31637E-08
2.40989E-03	2.67786E-12	1.35807E-08
2.42745E-03	2.77922E-12	1.40085E-08
2.44500E-03	2.88418E-12	1.44471E-08
2.46256E-03	2.99286E-12	1.48967E-08
2.48012E-03	3.10539E-12	1.53574E-08
2.49767E-03	3.22189E-12	1.58293E-08
2.51523E-03	3.34249E-12	1.63125E-08
2.53278E-03	3.46734E-12	1.68071E-08
2.55034E-03	3.59655E-12	1.73131E-08
2.56790E-03	3.73029E-12	1.78307E-08
2.58545E-03	3.86868E-12	1.83597E-08
2.60301E-03	4.01188E-12	1.89003E-08
2.62056E-03	4.16004E-12	1.94525E-08
2.63812E-03	4.31331E-12	2.00162E-08
2.65568E-03	4.47186E-12	2.05915E-08
2.67323E-03	4.63585E-12	2.11782E-08
2.69079E-03	4.80543E-12	2.17764E-08
2.70834E-03	4.98079E-12	2.23858E-08
2.72590E-03	5.16210E-12	2.30066E-08
2.73879E-03	5.29916E-12	2.34696E-08
2.75169E-03	5.43959E-12	2.39385E-08
2.76458E-03	5.58348E-12	2.44133E-08
2.77748E-03	5.73088E-12	2.48939E-08
2.79037E-03	5.88187E-12	2.53802E-08
2.80327E-03	6.03653E-12	2.58722E-08
2.81616E-03	6.19494E-12	2.63697E-08
2.82906E-03	6.35716E-12	2.68726E-08
2.84196E-03	6.52329E-12	2.73808E-08
2.85485E-03	6.69339E-12	2.78942E-08
2.86775E-03	6.86755E-12	2.84128E-08
2.88064E-03	7.04584E-12	2.89362E-08
2.89354E-03	7.22835E-12	2.94645E-08
2.90643E-03	7.41515E-12	2.99975E-08
2.91933E-03	7.60634E-12	3.05350E-08
2.93222E-03	7.80198E-12	3.10768E-08
2.94512E-03	8.00217E-12	3.16228E-08
2.95801E-03	8.20699E-12	3.21729E-08
2.97091E-03	8.41652E-12	3.27267E-08
2.98380E-03	8.63084E-12	3.32842E-08
2.99670E-03	8.85005E-12	3.38452E-08
3.00959E-03	9.07421E-12	3.44093E-08
3.02249E-03	9.30343E-12	3.49765E-08
3.03538E-03	9.53778E-12	3.55466E-08
3.04828E-03	9.77735E-12	3.61191E-08
3.06117E-03	1.00222E-11	3.66941E-08
3.07407E-03	1.02725E-11	3.72711E-08
3.08696E-03	1.05282E-11	3.78501E-08
3.09986E-03	1.07895E-11	3.84307E-08
3.11275E-03	1.10565E-11	3.90126E-08
3.12565E-03	1.13291E-11	3.95957E-08
3.13854E-03	1.16076E-11	4.01796E-08
3.15144E-03	1.18920E-11	4.07642E-08
3.16433E-03	1.21823E-11	4.13490E-08
3.17723E-03	1.24788E-11	4.19340E-08
3.19012E-03	1.27813E-11	4.25187E-08
3.20302E-03	1.30901E-11	4.31030E-08
3.21592E-03	1.34051E-11	4.36865E-08
3.22881E-03	1.37266E-11	4.42689E-08
3.24171E-03	1.40545E-11	4.48501E-08
3.25460E-03	1.43889E-11	4.54297E-08
3.26750E-03	1.47299E-11	4.60074E-08
3.28039E-03	1.50776E-11	4.65829E-08
3.29329E-03	1.54321E-11	4.71561E-08
3.30618E-03	1.57933E-11	4.77266E-08
3.31908E-03	1.61615E-11	4.82941E-08
3.33197E-03	1.65366E-11	4.88584E-08
3.34487E-03	1.69188E-11	4.94193E-08
3.35776E-03	1.73080E-11	4.99764E-08
3.37066E-03	1.77044E-11	5.05295E-08
3.38355E-03	1.81079E-11	5.10783E-08
3.39645E-03	1.85188E-11	5.16227E-08
3.40934E-03	1.89369E-11	5.21623E-08
3.42224E-03	1.93625E-11	5.26970E-08
3.43513E-03	1.97954E-11	5.32264E-08
3.44803E-03	2.02359E-11	5.37505E-08
3.46092E-03	2.06838E-11	5.42690E-08
3.47382E-03	2.11394E-11	5.47816E-08
3.48671E-03	2.16025E-11	5.52882E-08
3.49961E-03	2.20733E-11	5.57886E-08
3.51250E-03	2.25518E-11	5.62826E-08
3.52540E-03	2.30379E-11	5.67701E-08
3.53829E-03	2.35319E-11	5.72508E-08
3.55119E-03	2.40336E-11	5.77247E-08
3.56409E-03	2.45431E-11	5.81916E-08
3.57698E-03	2.50605E-11	5.86513E-08
3.58988E-03	2.55857E-11	5.91037E-08
3.60277E-03	2.61188E-11	5.95488E-08
3.61567E-03	2.66598E-11	5.99864E-08
3.62856E-03	2.72086E-11	6.04164E-08
3.64146E-03	2.77654E-11	6.08388E-08
3.65435E-03	2.83302E-11	6.12534E-08
3.66725E-03	2.89028E-11	6.16602E-08
3.68014E-03	2.94834E-11	6.20591E-08
3.69304E-03	3.00719E-11	6.24502E-08
3.70593E-03	3.06683E-11	6.28333E-08
3.71883E-03	3.12727E-11	6.32084E-08
3.73172E-03	3.18850E-11	6.35756E-08
3.74462E-03	3.25051E-11	6.39348E-08
3.75751E-03	3.31332E-11	6.42859E-08
3.77041E-03	3.37692E-11	6.46291E-08
3.78330E-03	3.44130E-11	6.49643E-08
3.79620E-03	3.50647E-11	6.52916E-08
3.80909E-03	3.57242E-11	6.56110E-08
3.82199E-03	3.63914E-11	6.59225E-08
3.83488E-03	3.70665E-11	6.62262E-08
3.84778E-03	3.77493E-11	6.65221E-08
3.86068E-03	3.84398E-11	6.68103E-08
3.87357E-03	3.91380E-11	6.70909E-08
3.88646E-03	3.98438E-11	6.73639E-08
3.89936E-03	4.05572E-11	6.76294E-08
3.91225E-03	4.12782E-11	6.78874E-08
3.92515E-03	4.20067E-11	6.81382E-08
3.93805E-03	4.27426E-11	6.83818E-08
3.95094E-03	4.34861E-11	6.86182E-08
3.96384E-03	4.42369E-11	6.88476E-08
3.97673E-03	4.49950E-11	6.90701E-08
3.98963E-03	4.57604E-11	6.92858E-08
4.00252E-03	4.65331E-11	6.94948E-08
4.01542E-03	4.73129E-11	6.96972E-08
4.02831E-03	4.80999E-11	6.98931E-08
4.04121E-03	4.88940E-11	7.00827E-08
4.05410E-03	4.96950E-11	7.02661E-08
4.06700E-03	5.05031E-11	7.04434E-08
4.07989E-03	5.13180E-11	7.06147E-08
4.09279E-03	5.21398E-11	7.07801E-08
4.10568E-03	5.29683E-11	7.09399E-08
4.11858E-03	5.38036E-11	7.10940E-08
4.13147E-03	5.46455E-11	7.12427E-08
4.14437E-03	5.54940E-11	7.13860E-08
4.15726E-03	5.63490E-11	7.15242E-08
4.17016E-03	5.72105E-11	7.16572E-08
4.18305E-03	5.80784E-11	7.17853E-08
4.19595E-03	5.89526E-11	7.19086E-08
4.20885E-03	5.98331E-11	7.20272E-08
4.22174E-03	6.07197E-11	7.21411E-08
4.23463E-03	6.16125E-11	7.22507E-08
4.24753E-03	6.25113E-11	7.23559E-08
4.26042E-03	6.34161E-11	7.24570E-08
4.27332E-03	6.43269E-11	7.25539E-08
4.28622E-03	6.52434E-11	7.26469E-08
4.29911E-03	6.61657E-11	7.27361E-08
4.31201E-03	6.70938E-11	7.28215E-08
4.32490E-03	6.80274E-11	7.29033E-08
4.33780E-03	6.89667E-11	7.29816E-08
4.35069E-03	6.99114E-11	7.30565E-08
4.36359E-03	7.08615E-11	7.31282E-08
4.37648E-03	7.18170E-11	7.31967E-08
4.38938E-03	7.27778E-11	7.32621E-08
4.40227E-03	7.37438E-11	7.33245E-08
4.41517E-03	7.47149E-11	7.33841E-08
4.42806E-03	7.56911E-11	7.34409E-08
4.44096E-03	7.66723E-11	7.34950E-08
4.45385E-03	7.76584E-11	7.35466E-08
4.46675E-03	7.86494E-11	7.35956E-08
4.47964E-03	7.96451E-11	7.36423E-08
4.49254E-03	8.06456E-11	7.36867E-08
4.50543E-03	8.16508E-11	7.37288E-08
4.51833E-03	8.26605E-11	7.37689E-08
4.53122E-03	8.36748E-11	7.38068E-08
4.54412E-03	8.46935E-11	7.38428E-08
4.55702E-03	8.57166E-11	7.38769E-08
4.56991E-03	8.67440E-11	7.39091E-08
4.58280E-03	8.77756E-11	7.39395E-08
4.59570E-03	8.88115E-11	7.39683E-08
4.60860E-03	8.98514E-11	7.39955E-08
4.62149E-03	9.08955E-11	7.40211E-08
4.63439E-03	9.19435E-11	7.40452E-08
4.64728E-03	9.29954E-11	7.40679E-08
4.66018E-03	9.40512E-11	7.40892E-08
4.67307E-03	9.51109E-11	7.41092E-08
4.68597E-03	9.61742E-11	7.41280E-08
4.69886E-03	9.72413E-11	7.41455E-08
4.71830E-03	9.88565E-11	7.41698E-08
4.73774E-03	1.00480E-10	7.41917E-08
4.75717E-03	1.02111E-10	7.42112E-08
4.77661E-03	1.03750E-10	7.42287E-08
4.79605E-03	1.05396E-10	7.42441E-08
4.81549E-03	1.07049E-10	7.42577E-08
4.83493E-03	1.08710E-10	7.42696E-08
4.85436E-03	1.10377E-10	7.42799E-08
4.87380E-03	1.12051E-10	7.42888E-08
4.89324E-03	1.13732E-10	7.42962E-08
4.91268E-03	1.15419E-10	7.43025E-08
4.93211E-03	1.17112E-10	7.43075E-08
4.95155E-03	1.18811E-10	7.43115E-08
4.97099E-03	1.20516E-10	7.43144E-08
4.99043E-03	1.22226E-10	7.43165E-08
5.00986E-03	1.23943E-10	7.43178E-08
5.02930E-03	1.25664E-10	7.43182E-08
5.04874E-03	1.27391E-10	7.43180E-08
5.06818E-03	1.29123E-10	7.43172E-08
5.08762E-03	1.30859E-10	7.43157E-08
5.10705E-03	1.32601E-10	7.43138E-08
5.12649E-03	1.34347E-10	7.43113E-08
5.14593E-03	1.36098E-10	7.43084E-08
5.16536E-03	1.37853E-10	7.43052E-08
5.18480E-03	1.39612E-10	7.43016E-08
5.20424E-03	1.41376E-10	7.42977E-08
5.22368E-03	1.43143E-10	7.42935E-08
5.24312E-03	1.44915E-10	7.42891E-08
5.26255E-03	1.46690E-10	7.42845E-08
5.28199E-03	1.48469E-10	7.42797E-08
5.30143E-03	1.50251E-10	7.42747E-08
5.32087E-03	1.52037E-10	7.42696E-08
5.34030E-03	1.53827E-10	7.42644E-08
5.35974E-03	1.55619E-10	7.42591E-08
5.37918E-03	1.57415E-10	7.42537E-08
5.39862E-03	1.59214E-10	7.42483E-08
5.41805E-03	1.61015E-10	7.42428E-08
5.43749E-03	1.62820E-10	7.42373E-08
5.45693E-03	1.64628E-10	7.42318E-08
5.47637E-03	1.66438E-10	7.42262E-08
5.49581E-03	1.68250E-10	7.42207E-08
5.51524E-03	1.70066E-10	7.42152E-08
5.53468E-03	1.71884E-10	7.42097E-08
5.55412E-03	1.73704E-10	7.42043E-08
5.57356E-03	1.75526E-10	7.41989E-08
5.59299E-03	1.77351E-10	7.41935E-08
5.61243E-03	1.79178E-10	7.41882E-08
5.63187E-03	1.81007E-10	7.41830E-08
5.65131E-03	1.82838E-10	7.41778E-08
5.67074E-03	1.84671E-10	7.41726E-08
5.69018E-03	1.86506E-10	7.41676E-08
5.70962E-03	1.88342E-10	7.41626E-08
5.72906E-03	1.90181E-10	7.41577E-08
5.74849E-03	1.92021E-10	7.41529E-08
5.76793E-03	1.93863E-10	7.41481E-08
5.78737E-03	1.95707E-10	7.41434E-08
5.80681E-03	1.97552E-10	7.41388E-08
5.82624E-03	1.99398E-10	7.41343E-08
5.84568E-03	2.01247E-10	7.41298E-08
5.86512E-03	2.03096E-10	7.41255E-08
5.88456E-03	2.04947E-10	7.41212E-08
5.90400E-03	2.06799E-10	7.41170E-08
5.92343E-03	2.08653E-10	7.41128E-08
5.94287E-03	2.10508E-10	7.41088E-08
5.96231E-03	2.12364E-10	7.41048E-08
5.98175E-03	2.14221E-10	7.41010E-08
6.00118E-03	2.16079E-10	7.40971E-08
6.02062E-03	2.17939E-10	7.40934E-08
6.04006E-03	2.19799E-10	7.40898E-08
6.05950E-03	2.21661E-10	7.40862E-08
6.08872E-03	2.24462E-10	7.40809E-08
6.11795E-03	2.27265E-10	7.40758E-08
6.14718E-03	2.30070E-10	7.40709E-08
6.17641E-03	2.32877E-10	7.40661E-08
6.20564E-03	2.35686E-10	7.40615E-08
6.23487E-03	2.38496E-10	7.40570E-08
6.26409E-03	2.41308E-10	7.40526E-08
6.29332E-03	2.44122E-10	7.40484E-08
6.32255E-03	2.46937E-10	7.40443E-08
6.35178E-03	2.49754E-10	7.40404E-08
6.38101E-03	2.52572E-10	7.40365E-08
6.41024E-03	2.55391E-10	7.40328E-08
6.43946E-03	2.58212E-10	7.40292E-08
6.46869E-03	2.61034E-10	7.40257E-08
6.49792E-03	2.63856E-10	7.40222E-08
6.52715E-03	2.66680E-10	7.40189E-08
6.55638E-03	2.69505E-10	7.40157E-08
6.58560E-03	2.72330E-10	7.40126E-08
6.61483E-03	2.75157E-10	7.40095E-08
6.64406E-03	2.77984E-10	7.40065E-08
6.67329E-03	2.80813E-10	7.40037E-08
6.70252E-03	2.83641E-10	7.40008E-08
6.73175E-03	2.86471E-10	7.39981E-08
6.76097E-03	2.89301E-10	7.39954E-08
6.79020E-03	2.92132E-10	7.39928E-08
6.81943E-03	2.94964E-10	7.39902E-08
6.84866E-03	2.97796E-10	7.39877E-08
6.87789E-03	3.00629E-10	7.39853E-08
6.90712E-03	3.03462E-10	7.39829E-08
6.93634E-03	3.06295E-10	7.39806E-08
6.96557E-03	3.09129E-10	7.39783E-08
6.99480E-03	3.11964E-10	7.39760E-08
7.02403E-03	3.14799E-10	7.39738E-08
7.05326E-03	3.17634E-10	7.39717E-08
7.08249E-03	3.20470E-10	7.39695E-08
7.11171E-03	3.23306E-10	7.39674E-08
7.14094E-03	3.26142E-10	7.39654E-08
7.17017E-03	3.28979E-10	7.39634E-08
7.19940E-03	3.31816E-10	7.39614E-08
7.22863E-03	3.34653E-10	7.39594E-08
7.25785E-03	3.37491E-10	7.39575E-08
7.28708E-03	3.40328E-10	7.39556E-08
7.31631E-03	3.43166E-10	7.39537E-08
7.34554E-03	3.46004E-10	7.39519E-08
7.38968E-03	3.50291E-10	7.39491E-08
7.43382E-03	3.54578E-10	7.39464E-08
7.47796E-03	3.58865E-10	7.39438E-08
7.52210E-03	3.63153E-10	7.39412E-08
7.56624E-03	3.67440E-10	7.39386E-08
7.61038E-03	3.71729E-10	7.39361E-08
7.65452E-03	3.76017E-10	7.39336E-08
7.69866E-03	3.80306E-10	7.39311E-08
7.74280E-03	3.84594E-10	7.39286E-08
7.78694E-03	3.88883E-10	7.39262E-08
7.83108E-03	3.93173E-10	7.39238E-08
7.87522E-03	3.97462E-10	7.39214E-08
7.91936E-03	4.01751E-10	7.39191E-08
7.96350E-03	4.06040E-10	7.39167E-08
8.00764E-03	4.10330E-10	7.39144E-08
8.05178E-03	4.14619E-10	7.39121E-08
8.09592E-03	4.18909E-10	7.39098E-08
8.14006E-03	4.23198E-10	7.39075E-08
8.18420E-03	4.27488E-10	7.39053E-08
8.22834E-03	4.31777E-10	7.39030E-08
8.27248E-03	4.36067E-10	7.39008E-08
8.31662E-03	4.40356E-10	7.38985E-08
8.36076E-03	4.44646E-10	7.38963E-08
8.40490E-03	4.48935E-10	7.38941E-08
8.44904E-03	4.53224E-10	7.38919E-08
8.49318E-03	4.57514E-10	7.38897E-08
8.53732E-03	4.61803E-10	7.38875E-08
8.58146E-03	4.66092E-10	7.38853E-08
8.62560E-03	4.70381E-10	7.38831E-08
8.66974E-03	4.74670E-10	7.38809E-08
8.71388E-03	4.78959E-10	7.38788E-08
8.78060E-03	4.85440E-10	7.38755E-08
8.84731E-03	4.91922E-10	7.38722E-08
8.91402E-03	4.98403E-10	7.38689E-08
8.98073E-03	5.04884E-10	7.38657E-08
9.04744E-03	5.11364E-10	7.38624E-08
9.11415E-03	5.17845E-10	7.38592E-08
9.18086E-03	5.24324E-10	7.38559E-08
9.24757E-03	5.30804E-10	7.38527E-08
9.31428E-03	5.37283E-10	7.38495E-08
9.38099E-03	5.43762E-10	7.38462E-08
9.44771E-03	5.50241E-10	7.38430E-08
9.51442E-03	5.56719E-10	7.38398E-08
9.58113E-03	5.63197E-10	7.38366E-08
9.64784E-03	5.69674E-10	7.38333E-08
9.71455E-03	5.76151E-10	7.38301E-08
9.78126E-03	5.82627E-10	7.38269E-08
9.84797E-03	5.89103E-10	7.38237E-08
9.91468E-03	5.95579E-10	7.38205E-08
9.98139E-03	6.02054E-10	7.38173E-08
1.00481E-02	6.08529E-10	7.38141E-08
1.01148E-02	6.15004E-10	7.38108E-08
1.02159E-02	6.24817E-10	7.38060E-08
1.03171E-02	6.34630E-10	7.38011E-08
1.04182E-02	6.44441E-10	7.37963E-08
1.05193E-02	6.54252E-10	7.37914E-08
1.06205E-02	6.64061E-10	7.37865E-08
1.07216E-02	6.73870E-10	7.37817E-08
1.08227E-02	6.83677E-10	7.37768E-08
1.09238E-02	6.93483E-10	7.37719E-08
1.10250E-02	7.03288E-10	7.37671E-08
1.11261E-02	7.13092E-10	7.37622E-08
1.12272E-02	7.22895E-10	7.37574E-08
1.13283E-02	7.32697E-10	7.37525E-08
1.14295E-02	7.42497E-10	7.37477E-08
1.15306E-02	7.52297E-10	7.37428E-08
1.16317E-02	7.62095E-10	7.37379E-08
1.17891E-02	7.77347E-10	7.37304E-08
1.19466E-02	7.92596E-10	7.37228E-08
1.21040E-02	8.07842E-10	7.37153E-08
1.22614E-02	8.23085E-10	7.37077E-08
1.24188E-02	8.38325E-10	7.37002E-08
1.25763E-02	8.53562E-10	7.36926E-08
1.27337E-02	8.68797E-10	7.36851E-08
1.28911E-02	8.84029E-10	7.36775E-08
