Ftype(Coal=0,WS =1) Dp  atm(Air=0,Oxy=1)    O2  Fl_distance
1.000000	 0.000090	 1.000000	 20.000000	 9.723611
1.000000	 0.000125	 1.000000	 20.000000	 7.000000
1.000000	 0.000160	 1.000000	 20.000000	 4.687500

1.000000	 0.000090	 0.000000	 20.000000	 6.945833
1.000000	 0.000125	 0.000000	 20.000000	 6.000000
1.000000	 0.000160	 0.000000	 20.000000	 4.687500

1.000000	 0.000125	 0.000000	 10.000000	 10.000000
1.000000	 0.000125	 0.000000	 20.000000	 6.000000
1.000000	 0.000125	 0.000000	 40.000000	 3.000000

0.000000	 0.000090	 1.000000	 20.000000	 9.723611
0.000000	 0.000125	 1.000000	 20.000000	 7.000000
0.000000	 0.000160	 1.000000	 20.000000	 4.687500

0.000000	 0.000090	 0.000000	 20.000000	 9.723611
0.000000	 0.000125	 0.000000	 20.000000	 7.000000
0.000000	 0.000160	 0.000000	 20.000000	 5.468750

0.000000	 0.000125	 0.000000	 10.000000	 13.000000
0.000000	 0.000125	 0.000000	 20.000000	 7.000000
0.000000	 0.000125	 0.000000	 40.000000	 4.000000
