phi         	LBV         
7.999930E-01	2.899400E+01
8.500190E-01	3.216280E+01
8.999690E-01	3.494060E+01
9.500330E-01	3.728880E+01
1.000020E+00	3.924090E+01
1.050030E+00	4.078580E+01
1.100000E+00	4.187510E+01
1.149990E+00	4.256150E+01
1.199990E+00	4.281830E+01
1.250010E+00	4.267920E+01
1.300030E+00	4.214570E+01
1.349980E+00	4.124690E+01
1.399990E+00	3.999920E+01
1.449980E+00	3.842650E+01
1.500000E+00	3.656270E+01
