T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	5.775270E+01
1.025000E+03	9.756100E-01	3.581180E+01
1.050000E+03	9.523810E-01	2.228950E+01
1.075000E+03	9.302330E-01	1.385760E+01
1.100000E+03	9.090910E-01	8.588910E+00
1.125000E+03	8.888890E-01	5.316600E+00
1.150000E+03	8.695650E-01	3.300790E+00
1.175000E+03	8.510640E-01	2.070470E+00
1.200000E+03	8.333330E-01	1.322730E+00
1.225000E+03	8.163270E-01	8.679460E-01
1.250000E+03	8.000000E-01	5.874760E-01
1.275000E+03	7.843140E-01	4.105420E-01
1.300000E+03	7.692310E-01	2.969780E-01
1.325000E+03	7.547170E-01	2.205600E-01
1.350000E+03	7.407410E-01	1.686560E-01
1.375000E+03	7.272730E-01	1.305470E-01
1.400000E+03	7.142860E-01	1.033540E-01
1.425000E+03	7.017540E-01	8.302380E-02
1.450000E+03	6.896550E-01	6.709100E-02
1.475000E+03	6.779660E-01	5.532630E-02
1.500000E+03	6.666670E-01	4.668140E-02
1.525000E+03	6.557380E-01	3.864060E-02
1.550000E+03	6.451610E-01	3.274300E-02
1.575000E+03	6.349210E-01	2.801530E-02
1.600000E+03	6.250000E-01	2.432620E-02
1.625000E+03	6.153850E-01	2.093770E-02
1.650000E+03	6.060610E-01	1.777050E-02
1.675000E+03	5.970150E-01	1.582910E-02
1.700000E+03	5.882350E-01	1.391740E-02
1.725000E+03	5.797100E-01	1.267570E-02
1.750000E+03	5.714290E-01	1.094940E-02
1.775000E+03	5.633800E-01	1.010480E-02
1.800000E+03	5.555560E-01	9.214710E-03
1.825000E+03	5.479450E-01	7.988230E-03
