1.77358e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.92453e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.11321e+0	0.00000e+0	8.84956e-7	0.00000e+0
2.33962e+0	8.84956e-7	4.42478e-6	0.00000e+0
2.56604e+0	1.76991e-5	2.12389e-5	1.41593e-5
2.64151e+0	3.09735e-5	3.45133e-5	2.38938e-5
2.71698e+0	4.24779e-5	4.69027e-5	3.27434e-5
2.79245e+0	4.77876e-5	5.22124e-5	3.53982e-5
2.90566e+0	5.57522e-5	6.10619e-5	3.80531e-5
2.94340e+0	5.92920e-5	6.63717e-5	4.07080e-5
3.16981e+0	6.72566e-5	8.49558e-5	4.15929e-5
3.32075e+0	5.04425e-5	6.63717e-5	3.89381e-5
3.47170e+0	4.51327e-5	6.37168e-5	2.83186e-5
3.58491e+0	4.95575e-5	6.54867e-5	3.00885e-5
3.84906e+0	0.00000e+0	0.00000e+0	0.00000e+0
