1.74194e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.83871e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.00000e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.29032e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.45161e+0	0.00000e+0	0.00000e+0	0.00000e+0
2.64516e+0	6.75676e-6	6.75676e-6	0.00000e+0
2.77419e+0	6.75676e-6	6.75676e-6	0.00000e+0
2.87097e+0	6.75676e-6	6.75676e-6	0.00000e+0
3.09677e+0	6.75676e-6	6.75676e-6	0.00000e+0
3.32258e+0	0.00000e+0	0.00000e+0	0.00000e+0
3.41935e+0	0.00000e+0	0.00000e+0	0.00000e+0
3.80645e+0	0.00000e+0	0.00000e+0	0.00000e+0
