0.00000E+00	0.00000E+00
6.79245E-01	0.00000E+00
1.39623E+00	3.52542E-05
1.84906E+00	5.73350E-04
2.15094E+00	4.81570E-03
2.30189E+00	6.94724E-03
2.52830E+00	1.38087E-02
2.71698E+00	2.43359E-02
2.90566E+00	3.87323E-02
3.05660E+00	5.19581E-02
3.24528E+00	6.92673E-02
3.35849E+00	7.96974E-02
3.73585E+00	1.15116E-01
4.07547E+00	1.51283E-01
4.33962E+00	1.82059E-01
4.56604E+00	2.06766E-01
4.79245E+00	2.25958E-01
5.09434E+00	2.38822E-01
5.32075E+00	2.39407E-01
5.66038E+00	2.32621E-01
5.88679E+00	2.27319E-01
6.26415E+00	2.19022E-01
6.45283E+00	2.13866E-01
6.60377E+00	2.09290E-01
6.83019E+00	2.03800E-01
7.05660E+00	2.03720E-01
7.69811E+00	2.00980E-01
8.22642E+00	2.01024E-01
8.90566E+00	2.01020E-01
