1.64103e+0	3.33333e-4	3.33333e-4	3.33333e-4
1.89744e+0	5.00000e-4	5.00000e-4	5.00000e-4
2.10256e+0	1.00000e-3	1.33333e-3	6.66667e-4
2.30769e+0	1.66667e-3	2.33333e-3	1.00000e-3
2.51282e+0	3.00000e-3	3.66667e-3	2.33333e-3
2.56410e+0	4.00000e-3	4.33333e-3	3.00000e-3
2.71795e+0	4.83333e-3	5.50000e-3	3.83333e-3
2.76923e+0	5.66667e-3	6.33333e-3	4.66667e-3
2.87179e+0	6.33333e-3	7.00000e-3	5.33333e-3
3.02564e+0	7.00000e-3	7.66667e-3	6.33333e-3
3.12821e+0	7.66667e-3	8.66667e-3	6.33333e-3
3.23077e+0	8.16667e-3	9.83333e-3	7.00000e-3
3.38462e+0	8.83333e-3	1.03333e-2	7.16667e-3
3.69231e+0	9.16667e-3	9.66667e-3	6.50000e-3
3.79487e+0	0.00000e+0	0.00000e+0	0.00000e+0

