1.00000e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.20000e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.50000e+0	0.00000e+0	0.00000e+0	0.00000e+0
1.75000e+0	2.30769e-5	4.80769e-5	1.15385e-5
2.00000e+0	2.88462e-5	5.57692e-5	1.34615e-5
2.25000e+0	3.26923e-5	6.34615e-5	1.73077e-5
2.50000e+0	2.50000e-5	5.38462e-5	1.53846e-5
2.75000e+0	3.46154e-5	6.92308e-5	1.73077e-5
3.00000e+0	5.96491e-5	1.09649e-4	3.50877e-5
3.22727e+0	9.47368e-5	1.86842e-4	5.17544e-5
3.47727e+0	6.05263e-5	1.23684e-4	3.15789e-5
3.75000e+0	8.94737e-5	1.73684e-4	4.38596e-5
4.02273e+0	7.63158e-5	1.16667e-4	4.03509e-5
4.29545e+0	5.08772e-5	7.28070e-5	2.36842e-5
4.47727e+0	2.28070e-5	4.73684e-5	1.40351e-5
4.70455e+0	1.75439e-5	3.42105e-5	7.89474e-6
4.93182e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.18182e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.47727e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.70455e+0	0.00000e+0	0.00000e+0	0.00000e+0
5.93182e+0	0.00000e+0	0.00000e+0	0.00000e+0
6.47727e+0	0.00000e+0	0.00000e+0	0.00000e+0
6.93182e+0	0.00000e+0	0.00000e+0	0.00000e+0

