9.88506e-1	0.00000e+0
1.33333e+0	0.00000e+0
1.67816e+0	1.46113e-6
1.81609e+0	1.75336e-6
2.16092e+0	2.48393e-6
2.41379e+0	1.14943e-5
2.75862e+0	4.18858e-5
2.87356e+0	6.75531e-5
3.03448e+0	1.18741e-4
3.12644e+0	1.61309e-4
3.19540e+0	2.25015e-4
3.28736e+0	3.43853e-4
3.28736e+0	4.79447e-4
3.35632e+0	5.68576e-4
3.35632e+0	6.53322e-4
3.37931e+0	7.42353e-4
3.42529e+0	8.56858e-4
3.47126e+0	9.58650e-4
3.54023e+0	9.92694e-4
3.58621e+0	9.03809e-4
3.56322e+0	7.97828e-4
3.65517e+0	7.17514e-4
3.65517e+0	6.37006e-4
3.65517e+0	5.52260e-4
3.67816e+0	4.33665e-4
3.74713e+0	3.49065e-4
3.79310e+0	2.81366e-4
3.77011e+0	1.96571e-4
3.79310e+0	1.11874e-4
3.81609e+0	4.41262e-5
3.93103e+0	1.99688e-6
4.18391e+0	1.10072e-5
4.41379e+0	3.01968e-6
4.78161e+0	8.03624e-6
5.19540e+0	4.67563e-6
5.42529e+0	9.25385e-7
5.86207e+0	6.08806e-6
6.32184e+0	1.55367e-5
6.89655e+0	1.67543e-5
