T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	7.247060E+01
1.025000E+03	9.756100E-01	4.784610E+01
1.050000E+03	9.523810E-01	3.162320E+01
1.075000E+03	9.302330E-01	2.093430E+01
1.100000E+03	9.090910E-01	1.391460E+01
1.125000E+03	8.888890E-01	9.323280E+00
1.150000E+03	8.695650E-01	6.316140E+00
1.175000E+03	8.510640E-01	4.348680E+00
1.200000E+03	8.333330E-01	3.041950E+00
1.225000E+03	8.163270E-01	2.177650E+00
1.250000E+03	8.000000E-01	1.585650E+00
1.275000E+03	7.843140E-01	1.182230E+00
1.300000E+03	7.692310E-01	8.947480E-01
1.325000E+03	7.547170E-01	6.882370E-01
1.350000E+03	7.407410E-01	5.366390E-01
1.375000E+03	7.272730E-01	4.203460E-01
1.400000E+03	7.142860E-01	3.365570E-01
1.425000E+03	7.017540E-01	2.705960E-01
1.450000E+03	6.896550E-01	2.185320E-01
1.475000E+03	6.779660E-01	1.775600E-01
1.500000E+03	6.666670E-01	1.440880E-01
1.525000E+03	6.557380E-01	1.179670E-01
1.550000E+03	6.451610E-01	9.625510E-02
1.575000E+03	6.349210E-01	7.963140E-02
1.600000E+03	6.250000E-01	6.565680E-02
1.625000E+03	6.153850E-01	5.357820E-02
1.650000E+03	6.060610E-01	4.440650E-02
1.675000E+03	5.970150E-01	3.623460E-02
1.700000E+03	5.882350E-01	2.876180E-02
1.725000E+03	5.797100E-01	2.428010E-02
1.750000E+03	5.714290E-01	2.030250E-02
1.775000E+03	5.633800E-01	7.834880E-04
1.800000E+03	5.555560E-01	6.635400E-04
1.825000E+03	5.479450E-01	5.062940E-04
1.850000E+03	5.405410E-01	4.552680E-04
