T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	7.188090E+01
1.025000E+03	9.756100E-01	4.746710E+01
1.050000E+03	9.523810E-01	3.162060E+01
1.075000E+03	9.302330E-01	2.078270E+01
1.100000E+03	9.090910E-01	1.382290E+01
1.125000E+03	8.888890E-01	9.301970E+00
1.150000E+03	8.695650E-01	6.293240E+00
1.175000E+03	8.510640E-01	4.328450E+00
1.200000E+03	8.333330E-01	3.003170E+00
1.225000E+03	8.163270E-01	2.169870E+00
1.250000E+03	8.000000E-01	1.575170E+00
1.275000E+03	7.843140E-01	1.178180E+00
1.300000E+03	7.692310E-01	8.828000E-01
1.325000E+03	7.547170E-01	6.622250E-01
1.350000E+03	7.407410E-01	5.309690E-01
1.375000E+03	7.272730E-01	4.185970E-01
1.400000E+03	7.142860E-01	3.041630E-01
1.425000E+03	7.017540E-01	2.596620E-01
1.450000E+03	6.896550E-01	2.122850E-01
1.475000E+03	6.779660E-01	1.713450E-01
1.500000E+03	6.666670E-01	1.367500E-01
1.525000E+03	6.557380E-01	1.153280E-01
1.550000E+03	6.451610E-01	9.148650E-02
1.575000E+03	6.349210E-01	7.700900E-02
1.600000E+03	6.250000E-01	6.456400E-02
1.625000E+03	6.153850E-01	5.170810E-02
1.650000E+03	6.060610E-01	4.194940E-02
1.675000E+03	5.970150E-01	3.554790E-02
1.700000E+03	5.882350E-01	2.702270E-02
1.725000E+03	5.797100E-01	2.435700E-02
1.750000E+03	5.714290E-01	1.883430E-02
1.775000E+03	5.633800E-01	1.547550E-02
1.800000E+03	5.555560E-01	1.290120E-02
1.825000E+03	5.479450E-01	2.170110E-04
