         time	  rf_minus_rp
5.000686E-04	-1.000000E+00
7.387631E-04	-1.000000E+00
9.774576E-04	-1.000000E+00
1.216152E-03	-1.000000E+00
1.454847E-03	-1.000000E+00
1.693541E-03	-1.000000E+00
1.932235E-03	-1.000000E+00
2.170930E-03	-1.000000E+00
2.409624E-03	-1.000000E+00
2.648319E-03	-1.000000E+00
2.887013E-03	-1.000000E+00
3.125708E-03	-1.000000E+00
3.364402E-03	-1.000000E+00
3.603097E-03	-1.000000E+00
3.841791E-03	-1.000000E+00
4.080486E-03	-1.000000E+00
4.319180E-03	-1.000000E+00
4.557875E-03	-1.000000E+00
4.796569E-03	-1.000000E+00
5.035264E-03	-1.000000E+00
5.273958E-03	-1.000000E+00
5.512653E-03	-1.000000E+00
5.751347E-03	-1.000000E+00
5.990042E-03	-1.000000E+00
6.228736E-03	-1.000000E+00
6.467431E-03	-1.000000E+00
6.706125E-03	-1.000000E+00
6.944820E-03	-1.000000E+00
7.183514E-03	-1.000000E+00
7.422209E-03	-1.000000E+00
7.660903E-03	-1.000000E+00
7.899597E-03	-1.000000E+00
8.138292E-03	-1.000000E+00
8.376986E-03	-1.000000E+00
8.615681E-03	-1.000000E+00
8.854375E-03	-1.000000E+00
9.093070E-03	-1.000000E+00
9.331764E-03	-1.000000E+00
9.570459E-03	-1.000000E+00
9.809153E-03	-1.000000E+00
1.004785E-02	-1.000000E+00
1.028654E-02	-1.000000E+00
1.052524E-02	-1.000000E+00
1.076393E-02	-1.000000E+00
1.100263E-02	-1.000000E+00
1.124132E-02	1.604589E+00
1.148001E-02	1.680328E+00
1.171871E-02	1.745267E+00
1.195740E-02	1.799989E+00
1.219610E-02	1.845396E+00
1.243479E-02	1.882666E+00
1.267349E-02	1.913215E+00
1.291218E-02	1.938652E+00
1.315088E-02	1.960727E+00
1.338957E-02	1.981284E+00
1.362826E-02	2.002207E+00
1.386696E-02	2.025373E+00
1.410565E-02	2.052602E+00
1.434435E-02	2.085610E+00
1.458304E-02	2.125971E+00
1.482174E-02	2.175077E+00
1.506043E-02	2.234106E+00
1.529913E-02	2.303995E+00
1.553782E-02	2.385419E+00
1.577652E-02	2.478779E+00
1.601521E-02	2.584187E+00
1.625390E-02	2.701470E+00
1.649260E-02	2.830170E+00
1.673129E-02	2.969554E+00
1.696999E-02	3.118629E+00
1.720868E-02	3.276161E+00
1.744738E-02	3.440698E+00
1.768607E-02	3.610603E+00
1.792477E-02	3.784079E+00
1.816346E-02	3.959205E+00
1.840215E-02	4.133975E+00
1.864085E-02	4.306331E+00
1.887954E-02	4.474201E+00
1.911824E-02	4.635537E+00
1.935693E-02	4.788352E+00
1.959563E-02	4.930752E+00
1.983432E-02	5.060973E+00
2.007302E-02	5.177406E+00
2.031171E-02	5.278627E+00
2.055040E-02	5.363420E+00
2.078910E-02	5.430794E+00
2.102779E-02	5.480000E+00
2.126649E-02	5.510540E+00
2.150518E-02	5.522176E+00
2.174388E-02	5.514927E+00
2.198257E-02	5.489069E+00
2.222127E-02	5.445126E+00
2.245996E-02	5.383857E+00
2.269866E-02	5.306244E+00
2.293735E-02	5.213468E+00
2.317604E-02	5.106889E+00
2.341474E-02	4.988019E+00
2.365343E-02	4.858493E+00
2.389213E-02	4.720040E+00
2.413082E-02	4.574454E+00
2.436952E-02	4.423557E+00
2.460821E-02	4.269170E+00
2.484691E-02	4.113079E+00
2.508560E-02	3.957009E+00
2.532429E-02	3.802586E+00
2.556299E-02	3.651318E+00
2.580168E-02	3.504564E+00
2.604038E-02	3.363516E+00
2.627907E-02	3.229177E+00
2.651777E-02	3.102349E+00
2.675646E-02	2.983621E+00
2.699516E-02	2.873359E+00
2.723385E-02	2.771710E+00
2.747254E-02	2.678597E+00
2.771124E-02	2.593729E+00
2.794993E-02	2.516611E+00
2.818863E-02	2.446558E+00
2.842732E-02	2.382713E+00
2.866602E-02	2.324067E+00
2.890471E-02	2.269489E+00
2.914341E-02	2.217748E+00
2.938210E-02	2.167547E+00
2.962080E-02	2.117550E+00
2.985949E-02	2.066419E+00
3.009818E-02	2.012843E+00
3.033688E-02	1.955572E+00
3.057557E-02	1.893450E+00
3.081427E-02	1.825440E+00
