T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	7.797860E+01
1.025000E+03	9.756100E-01	5.055010E+01
1.050000E+03	9.523810E-01	3.245060E+01
1.075000E+03	9.302330E-01	2.090130E+01
1.100000E+03	9.090910E-01	1.371580E+01
1.125000E+03	8.888890E-01	9.251160E+00
1.150000E+03	8.695650E-01	6.274470E+00
1.175000E+03	8.510640E-01	4.296080E+00
1.200000E+03	8.333330E-01	3.087450E+00
1.225000E+03	8.163270E-01	2.241790E+00
1.250000E+03	8.000000E-01	1.647340E+00
1.275000E+03	7.843140E-01	1.257430E+00
1.300000E+03	7.692310E-01	9.893780E-01
1.325000E+03	7.547170E-01	7.761800E-01
1.350000E+03	7.407410E-01	6.126120E-01
1.375000E+03	7.272730E-01	4.875680E-01
1.400000E+03	7.142860E-01	4.000760E-01
1.425000E+03	7.017540E-01	3.297870E-01
1.450000E+03	6.896550E-01	2.739310E-01
1.475000E+03	6.779660E-01	2.309230E-01
1.500000E+03	6.666670E-01	1.916580E-01
1.525000E+03	6.557380E-01	1.594940E-01
1.550000E+03	6.451610E-01	1.391500E-01
1.575000E+03	6.349210E-01	1.151400E-01
1.600000E+03	6.250000E-01	1.100450E-01
1.625000E+03	6.153850E-01	9.450570E-02
1.650000E+03	6.060610E-01	7.518120E-02
1.675000E+03	5.970150E-01	7.219920E-02
1.700000E+03	5.882350E-01	6.026160E-02
1.725000E+03	5.797100E-01	5.776040E-02
1.750000E+03	5.714290E-01	4.485450E-02
1.775000E+03	5.633800E-01	3.921290E-02
1.800000E+03	5.555560E-01	3.795370E-02
1.825000E+03	5.479450E-01	3.588080E-02
1.850000E+03	5.405410E-01	3.154040E-02
