phi         	LBV         
7.999930E-01	3.822530E+01
8.500190E-01	4.141210E+01
8.999690E-01	4.414120E+01
9.500330E-01	4.641430E+01
1.000020E+00	4.821810E+01
1.050030E+00	4.954550E+01
1.100000E+00	5.046080E+01
1.149990E+00	5.090900E+01
1.199990E+00	5.096090E+01
1.250010E+00	5.058400E+01
1.300030E+00	4.983600E+01
1.349980E+00	4.870640E+01
1.399990E+00	4.723660E+01
1.449980E+00	4.543050E+01
1.500000E+00	4.333260E+01
