Reactions	Percentage
R942: NCN+H=N+HNC	-0.011137294326044331
R944: NCN+NO=N2O+CN	-0.030034745534770552
R940: NCN+H=N+HCN	-0.42906845807477706
R943: CO+NCN=CN+NCO	0.7212057100159794
R941: NCN+OH=NO+HCN	-0.7731312842022995
R945: NCN+O2=NO+NCO	-1.5994255621137246
R939: NCN+OH=NH+NCO	2.2169085672249618
R936: CH+N2=NCN+H	-3.0021726698741347
R946: NCN+O=NO+CN	-91.21691570863331
