T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	6.729390E+01
1.025000E+03	9.756100E-01	4.304710E+01
1.050000E+03	9.523810E-01	2.757800E+01
1.075000E+03	9.302330E-01	1.765650E+01
1.100000E+03	9.090910E-01	1.131180E+01
1.125000E+03	8.888890E-01	7.271900E+00
1.150000E+03	8.695650E-01	4.710500E+00
1.175000E+03	8.510640E-01	3.089110E+00
1.200000E+03	8.333330E-01	2.057990E+00
1.225000E+03	8.163270E-01	1.399430E+00
1.250000E+03	8.000000E-01	9.714010E-01
1.275000E+03	7.843140E-01	6.913540E-01
1.300000E+03	7.692310E-01	5.026180E-01
1.325000E+03	7.547170E-01	3.739680E-01
1.350000E+03	7.407410E-01	2.834820E-01
1.375000E+03	7.272730E-01	2.184950E-01
1.400000E+03	7.142860E-01	1.708690E-01
1.425000E+03	7.017540E-01	1.353800E-01
1.450000E+03	6.896550E-01	1.082850E-01
1.475000E+03	6.779660E-01	8.776080E-02
1.500000E+03	6.666670E-01	7.135150E-02
1.525000E+03	6.557380E-01	5.848570E-02
1.550000E+03	6.451610E-01	4.823610E-02
1.575000E+03	6.349210E-01	3.981360E-02
1.600000E+03	6.250000E-01	3.314880E-02
1.625000E+03	6.153850E-01	2.757280E-02
1.650000E+03	6.060610E-01	2.296790E-02
1.675000E+03	5.970150E-01	1.921060E-02
1.700000E+03	5.882350E-01	1.609800E-02
1.725000E+03	5.797100E-01	1.327920E-02
1.750000E+03	5.714290E-01	1.125100E-02
1.775000E+03	5.633800E-01	9.288560E-03
1.800000E+03	5.555560E-01	7.754530E-03
1.825000E+03	5.479450E-01	6.397010E-03
1.850000E+03	5.405410E-01	5.104630E-03
