[K]_0	X-NO_0	X-NH3_0
1.00000E+03	1.47692E-02	4.67949E+02
1.10003E+03	1.95507E-01	4.67339E+02
1.20037E+03	1.59100E+00	4.60182E+02
1.35655E+03	1.35671E+02	8.69957E-04
1.45580E+03	1.56422E+02	1.20888E-04
1.55515E+03	1.74863E+02	1.21095E-04
1.65455E+03	1.94805E+02	1.65898E-04
1.75399E+03	2.13499E+02	2.04454E-04
1.85344E+03	2.28629E+02	2.05290E-04
