time	Min
5.211668E-04	0.000000E+00
7.423154E-04	0.000000E+00
9.634639E-04	0.000000E+00
1.184612E-03	0.000000E+00
1.405761E-03	0.000000E+00
1.626910E-03	0.000000E+00
1.848058E-03	0.000000E+00
2.069207E-03	0.000000E+00
2.290355E-03	0.000000E+00
2.511504E-03	0.000000E+00
2.732652E-03	0.000000E+00
2.953801E-03	0.000000E+00
3.174950E-03	0.000000E+00
3.396098E-03	0.000000E+00
3.617247E-03	0.000000E+00
3.838395E-03	0.000000E+00
4.059544E-03	0.000000E+00
4.280692E-03	0.000000E+00
4.501841E-03	0.000000E+00
4.722989E-03	0.000000E+00
4.944138E-03	0.000000E+00
5.165287E-03	0.000000E+00
5.386435E-03	0.000000E+00
5.607584E-03	0.000000E+00
5.828732E-03	0.000000E+00
6.049881E-03	0.000000E+00
6.271029E-03	0.000000E+00
6.492178E-03	0.000000E+00
6.713326E-03	0.000000E+00
6.934475E-03	0.000000E+00
7.155624E-03	0.000000E+00
7.376772E-03	0.000000E+00
7.597921E-03	0.000000E+00
7.819069E-03	0.000000E+00
8.040218E-03	0.000000E+00
8.261366E-03	0.000000E+00
8.482515E-03	0.000000E+00
8.703663E-03	0.000000E+00
8.924812E-03	0.000000E+00
9.145961E-03	0.000000E+00
9.367109E-03	0.000000E+00
9.588258E-03	0.000000E+00
9.809406E-03	0.000000E+00
1.003055E-02	0.000000E+00
1.025170E-02	0.000000E+00
1.047285E-02	0.000000E+00
1.069400E-02	0.000000E+00
1.091515E-02	0.000000E+00
1.113630E-02	0.000000E+00
1.135745E-02	0.000000E+00
1.157859E-02	0.000000E+00
1.179974E-02	0.000000E+00
1.202089E-02	-4.017580E-02
1.224204E-02	-8.175731E-02
1.246319E-02	-1.231960E-01
1.268434E-02	-1.629437E-01
1.290549E-02	-1.993965E-01
1.312663E-02	-2.309289E-01
1.334778E-02	-2.559286E-01
1.356893E-02	-2.728300E-01
1.379008E-02	-2.801469E-01
1.401123E-02	-2.765030E-01
1.423238E-02	-2.606606E-01
1.445353E-02	-2.315453E-01
1.467467E-02	-1.882687E-01
1.489582E-02	-1.301470E-01
1.511697E-02	-5.671550E-02
1.533812E-02	3.226069E-02
1.555927E-02	1.367797E-01
1.578042E-02	2.566006E-01
1.600157E-02	3.912445E-01
1.622271E-02	5.400006E-01
1.644386E-02	7.019350E-01
1.666501E-02	8.759031E-01
1.688616E-02	1.060566E+00
1.710731E-02	1.254411E+00
1.732846E-02	1.455769E+00
1.754961E-02	1.662841E+00
1.777075E-02	1.873726E+00
1.799190E-02	2.086441E+00
1.821305E-02	2.298955E+00
1.843420E-02	2.509214E+00
1.865535E-02	2.715169E+00
1.887650E-02	2.914807E+00
1.909765E-02	3.106171E+00
1.931879E-02	3.287395E+00
1.953994E-02	3.456720E+00
1.976109E-02	3.612520E+00
1.998224E-02	3.753323E+00
2.020339E-02	3.877825E+00
2.042454E-02	3.984909E+00
2.064569E-02	4.073655E+00
2.086683E-02	4.143350E+00
2.108798E-02	4.193493E+00
2.130913E-02	4.223801E+00
2.153028E-02	4.234208E+00
2.175143E-02	4.224858E+00
2.197258E-02	4.196109E+00
2.219373E-02	4.148513E+00
2.241487E-02	4.082816E+00
2.263602E-02	3.999937E+00
2.285717E-02	3.900955E+00
2.307832E-02	3.787093E+00
2.329947E-02	3.659699E+00
2.352062E-02	3.520224E+00
2.374177E-02	3.370202E+00
2.396291E-02	3.211228E+00
2.418406E-02	3.044939E+00
2.440521E-02	2.872986E+00
2.462636E-02	2.697018E+00
2.484751E-02	2.518660E+00
2.506866E-02	2.339489E+00
2.528981E-02	2.161021E+00
2.551095E-02	1.984690E+00
2.573210E-02	1.811833E+00
2.595325E-02	1.643678E+00
2.617440E-02	1.481331E+00
2.639555E-02	1.325765E+00
2.661670E-02	1.177819E+00
2.683785E-02	1.038184E+00
2.705899E-02	9.074094E-01
2.728014E-02	7.858988E-01
2.750129E-02	6.739121E-01
2.772244E-02	5.715709E-01
2.794359E-02	4.788650E-01
2.816474E-02	3.956607E-01
2.838589E-02	3.217108E-01
2.860703E-02	2.566662E-01
2.882818E-02	2.000890E-01
2.904933E-02	1.514660E-01
2.927048E-02	1.102233E-01
2.949163E-02	7.574105E-02
2.971278E-02	4.736860E-02
2.993393E-02	2.443916E-02
3.015507E-02	6.284008E-03
3.037622E-02	-7.753863E-03
3.059737E-02	-1.830735E-02
3.081852E-02	-2.597401E-02
3.103967E-02	-3.130639E-02
3.126082E-02	-3.480387E-02
3.148197E-02	-3.690642E-02
3.170311E-02	-3.799041E-02
3.192426E-02	-3.836608E-02
3.214541E-02	-3.827722E-02
3.236656E-02	-3.790286E-02
3.258771E-02	-3.736060E-02
3.280886E-02	-3.671196E-02
3.303000E-02	-3.596921E-02
3.325115E-02	-3.510334E-02
3.347230E-02	-3.405355E-02
3.369345E-02	-3.273724E-02
3.391460E-02	-3.106035E-02
3.413575E-02	-2.892828E-02
