         time	         Dpar	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.167807E-04	 1.600000E-04	 8.166929E+02	 8.156929E+02	 8.146929E+02
 1.015599E-03	 1.600000E-04	 8.261786E+02	 8.251786E+02	 8.241786E+02
 1.515596E-03	 1.600000E-04	 8.222226E+02	 8.212226E+02	 8.202226E+02
 2.015596E-03	 1.600000E-04	 8.161643E+02	 8.151643E+02	 8.141643E+02
 2.515596E-03	 1.600000E-04	 8.121963E+02	 8.111963E+02	 8.101963E+02
 3.015596E-03	 1.600000E-04	 8.101002E+02	 8.091002E+02	 8.081002E+02
 3.515596E-03	 1.600000E-04	 6.525262E+02	 6.515262E+02	 6.505262E+02
 4.015596E-03	 1.600000E-04	 6.602810E+02	 6.592810E+02	 6.582810E+02
 4.515596E-03	 1.600000E-04	 6.723176E+02	 6.713176E+02	 6.703176E+02
 5.015596E-03	 1.600000E-04	 6.823052E+02	 6.813052E+02	 6.803052E+02
 5.515596E-03	 1.600000E-04	 1.168694E+02	 1.158694E+02	 1.148694E+02
 6.015596E-03	 1.600000E-04	 1.248604E+02	 1.238604E+02	 1.228604E+02
 6.515596E-03	 1.600000E-04	 1.368468E+02	 1.358468E+02	 1.348468E+02
 7.015596E-03	 1.600000E-04	 1.448378E+02	 1.438378E+02	 1.428378E+02
 7.515596E-03	 1.600000E-04	 1.548266E+02	 1.538266E+02	 1.528266E+02
 8.015596E-03	 1.600000E-04	 1.648153E+02	 1.638153E+02	 1.628153E+02
 8.515596E-03	 1.600000E-04	 1.748041E+02	 1.738041E+02	 1.728041E+02
 9.015596E-03	 1.600000E-04	 1.827950E+02	 1.817950E+02	 1.807950E+02
 9.515596E-03	 1.600000E-04	 1.947815E+02	 1.937815E+02	 1.927815E+02
 1.001560E-02	 1.600000E-04	 2.027725E+02	 2.017725E+02	 2.007725E+02
 1.051560E-02	 1.600000E-04	 2.107635E+02	 2.097635E+02	 2.087635E+02
 1.101560E-02	 1.600000E-04	 2.187545E+02	 2.177545E+02	 2.167545E+02
 1.151560E-02	 1.600000E-04	 2.287432E+02	 2.277432E+02	 2.267432E+02
 1.201560E-02	 1.600000E-04	 2.387320E+02	 2.377320E+02	 2.367320E+02
 1.251560E-02	 1.600000E-04	 2.467230E+02	 2.457230E+02	 2.447230E+02
 1.301560E-02	 1.600000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 1.351560E-02	 1.600000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.401555E-02	 1.600000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.451504E-02	 1.600000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.500972E-02	 1.600000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.550267E-02	 1.600000E-04	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.600404E-02	 1.600000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.650034E-02	 1.600000E-04	 2.997748E+00	 1.997748E+00	 9.977477E-01
 1.700147E-02	 1.600000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.750195E-02	 1.600000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.800218E-02	 1.600000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.850093E-02	 1.600000E-04	 8.202982E+00	 7.202982E+00	 6.202982E+00
 1.900048E-02	 1.600000E-04	 7.625780E+00	 6.625780E+00	 5.625780E+00
 1.950223E-02	 1.600000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 2.000070E-02	 1.600000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 2.050195E-02	 1.600000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
 2.100186E-02	 1.600000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
