Reactions	Percentage
R945: NCN+O2=NO+NCO	-0.019921432108256636
R942: NCN+H=N+HNC	-0.1442256664811875
R939: NCN+OH=NH+NCO	-0.3951085271760751
R941: NCN+OH=NO+HCN	-0.5654922368319213
R940: NCN+H=N+HCN	-3.8120662026537078
R946: NCN+O=NO+CN	-46.97629349735098
R936: CH+N2=NCN+H	48.08633827630123
