T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	6.767840E+01
1.025000E+03	9.756100E-01	4.409180E+01
1.050000E+03	9.523810E-01	2.871600E+01
1.075000E+03	9.302330E-01	1.864650E+01
1.100000E+03	9.090910E-01	1.224870E+01
1.125000E+03	8.888890E-01	8.119600E+00
1.150000E+03	8.695650E-01	5.578680E+00
1.175000E+03	8.510640E-01	3.853150E+00
1.200000E+03	8.333330E-01	2.786850E+00
1.225000E+03	8.163270E-01	2.025850E+00
1.250000E+03	8.000000E-01	1.486920E+00
1.275000E+03	7.843140E-01	1.140510E+00
1.300000E+03	7.692310E-01	8.678340E-01
1.325000E+03	7.547170E-01	6.864010E-01
1.350000E+03	7.407410E-01	5.480600E-01
1.375000E+03	7.272730E-01	4.253400E-01
1.400000E+03	7.142860E-01	3.503070E-01
1.425000E+03	7.017540E-01	2.871580E-01
1.450000E+03	6.896550E-01	2.434390E-01
1.475000E+03	6.779660E-01	2.031930E-01
1.500000E+03	6.666670E-01	1.720240E-01
1.525000E+03	6.557380E-01	1.356620E-01
1.550000E+03	6.451610E-01	1.256570E-01
1.575000E+03	6.349210E-01	1.037800E-01
1.600000E+03	6.250000E-01	8.597980E-02
1.625000E+03	6.153850E-01	8.262410E-02
1.650000E+03	6.060610E-01	6.599650E-02
1.675000E+03	5.970150E-01	5.659840E-02
1.700000E+03	5.882350E-01	5.088150E-02
1.725000E+03	5.797100E-01	4.318110E-02
1.750000E+03	5.714290E-01	3.748680E-02
1.775000E+03	5.633800E-01	3.703580E-02
1.800000E+03	5.555560E-01	3.133910E-02
1.825000E+03	5.479450E-01	2.872080E-02
1.850000E+03	5.405410E-01	2.788770E-02
