T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	5.808590E+01
1.025000E+03	9.756100E-01	3.662040E+01
1.050000E+03	9.523810E-01	2.316020E+01
1.075000E+03	9.302330E-01	1.516990E+01
1.100000E+03	9.090910E-01	9.389840E+00
1.125000E+03	8.888890E-01	6.142870E+00
1.150000E+03	8.695650E-01	3.892000E+00
1.175000E+03	8.510640E-01	2.598650E+00
1.200000E+03	8.333330E-01	1.723140E+00
1.225000E+03	8.163270E-01	1.260880E+00
1.250000E+03	8.000000E-01	9.143280E-01
1.275000E+03	7.843140E-01	6.804540E-01
1.300000E+03	7.692310E-01	4.828070E-01
1.325000E+03	7.547170E-01	3.567990E-01
1.350000E+03	7.407410E-01	2.611690E-01
1.375000E+03	7.272730E-01	2.187880E-01
1.400000E+03	7.142860E-01	1.682270E-01
1.425000E+03	7.017540E-01	1.270280E-01
1.450000E+03	6.896550E-01	1.022600E-01
1.475000E+03	6.779660E-01	9.143680E-02
1.500000E+03	6.666670E-01	7.788320E-02
1.525000E+03	6.557380E-01	5.635920E-02
1.550000E+03	6.451610E-01	5.343500E-02
1.575000E+03	6.349210E-01	4.485790E-02
1.600000E+03	6.250000E-01	3.304620E-02
1.625000E+03	6.153850E-01	3.091060E-02
1.650000E+03	6.060610E-01	2.413740E-02
1.675000E+03	5.970150E-01	1.822130E-02
1.700000E+03	5.882350E-01	1.432300E-02
1.725000E+03	5.797100E-01	1.301370E-02
1.750000E+03	5.714290E-01	9.663930E-03
1.775000E+03	5.633800E-01	7.763890E-03
1.800000E+03	5.555560E-01	5.664800E-03
1.825000E+03	5.479450E-01	5.425780E-03
1.850000E+03	5.405410E-01	4.621530E-03
