DEid         	Tinlet       	StrainRate   	dZprime      	gprime       
2.826300E+04 	1.500000E+03 	2.600000E+01 	1.766848E+00 	3.097885E-01 
2.827200E+04 	1.500000E+03 	3.200000E+01 	1.159713E+00 	6.310130E-01 
2.833300E+04 	1.500000E+03 	3.600000E+01 	9.079885E-01 	8.940892E-01 
2.834800E+04 	1.500000E+03 	2.700000E+01 	1.825944E+00 	3.750023E-01 
2.835700E+04 	1.500000E+03 	3.100000E+01 	1.376731E+00 	5.329814E-01 
2.837500E+04 	1.500000E+03 	2.500000E+01 	1.761365E+00 	2.853861E-01 
2.840600E+04 	1.500000E+03 	2.400000E+01 	1.883710E+00 	2.306994E-01 
2.842000E+04 	1.500000E+03 	3.100000E+01 	1.192742E+00 	5.114055E-01 
2.844800E+04 	1.500000E+03 	2.700000E+01 	1.879777E+00 	3.325800E-01 
2.849500E+04 	1.500000E+03 	3.000000E+01 	1.488380E+00 	4.604557E-01 
2.851200E+04 	1.500000E+03 	3.400000E+01 	9.368174E-01 	7.390538E-01 
2.851700E+04 	1.500000E+03 	2.600000E+01 	2.347153E+00 	2.930477E-01 
2.856000E+04 	1.500000E+03 	2.800000E+01 	1.808952E+00 	4.313653E-01 
2.860600E+04 	1.500000E+03 	3.500000E+01 	8.862687E-01 	8.837710E-01 
2.861400E+04 	1.500000E+03 	2.700000E+01 	1.691328E+00 	3.760760E-01 
2.867800E+04 	1.500000E+03 	3.000000E+01 	1.431504E+00 	5.065825E-01 
2.867900E+04 	1.500000E+03 	2.500000E+01 	2.190786E+00 	3.020049E-01 
2.878900E+04 	1.500000E+03 	2.800000E+01 	1.607380E+00 	4.035066E-01 
2.880600E+04 	1.500000E+03 	2.900000E+01 	1.616730E+00 	4.202010E-01 
2.883700E+04 	1.500000E+03 	2.500000E+01 	1.997445E+00 	2.885941E-01 
2.887100E+04 	1.500000E+03 	3.400000E+01 	1.018232E+00 	7.212261E-01 
2.887200E+04 	1.500000E+03 	3.400000E+01 	1.043711E+00 	8.479909E-01 
2.888000E+04 	1.500000E+03 	3.300000E+01 	1.187385E+00 	6.542255E-01 
2.892600E+04 	1.500000E+03 	2.900000E+01 	1.838080E+00 	4.317281E-01 
2.893600E+04 	1.500000E+03 	3.000000E+01 	1.435994E+00 	4.499034E-01 
2.897900E+04 	1.500000E+03 	2.800000E+01 	1.630172E+00 	3.911674E-01 
2.898200E+04 	1.500000E+03 	3.200000E+01 	1.306974E+00 	5.432714E-01 
2.898300E+04 	1.500000E+03 	3.100000E+01 	1.429809E+00 	5.660537E-01 
2.901500E+04 	1.500000E+03 	3.300000E+01 	1.340114E+00 	7.107216E-01 
2.903700E+04 	1.500000E+03 	3.200000E+01 	1.055356E+00 	6.331646E-01 
2.904900E+04 	1.500000E+03 	3.100000E+01 	1.573329E+00 	4.763052E-01 
2.908700E+04 	1.500000E+03 	3.000000E+01 	1.716738E+00 	4.432184E-01 
2.918800E+04 	1.500000E+03 	3.500000E+01 	1.159097E+00 	8.090968E-01 
2.919600E+04 	1.500000E+03 	2.700000E+01 	1.786022E+00 	3.548117E-01 
2.920300E+04 	1.500000E+03 	3.600000E+01 	9.404700E-01 	8.376646E-01 
2.920800E+04 	1.500000E+03 	2.900000E+01 	1.436753E+00 	4.411983E-01 
2.925600E+04 	1.500000E+03 	2.400000E+01 	2.329259E+00 	2.267168E-01 
2.926000E+04 	1.500000E+03 	2.600000E+01 	1.891182E+00 	3.016183E-01 
