T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	2.154240E+01
1.025000E+03	9.756100E-01	1.365800E+01
1.050000E+03	9.523810E-01	8.915880E+00
1.075000E+03	9.302330E-01	5.990130E+00
1.100000E+03	9.090910E-01	4.106390E+00
1.125000E+03	8.888890E-01	2.863720E+00
1.150000E+03	8.695650E-01	2.024120E+00
1.175000E+03	8.510640E-01	1.449920E+00
1.200000E+03	8.333330E-01	1.053370E+00
1.225000E+03	8.163270E-01	7.704810E-01
1.250000E+03	8.000000E-01	5.723120E-01
1.275000E+03	7.843140E-01	4.318120E-01
1.300000E+03	7.692310E-01	3.270010E-01
1.325000E+03	7.547170E-01	2.510650E-01
1.350000E+03	7.407410E-01	1.962420E-01
1.375000E+03	7.272730E-01	1.555620E-01
1.400000E+03	7.142860E-01	1.226460E-01
1.425000E+03	7.017540E-01	9.901860E-02
1.450000E+03	6.896550E-01	8.059410E-02
1.475000E+03	6.779660E-01	6.571230E-02
1.500000E+03	6.666670E-01	5.442080E-02
1.525000E+03	6.557380E-01	4.638080E-02
1.550000E+03	6.451610E-01	3.862410E-02
1.575000E+03	6.349210E-01	3.282060E-02
1.600000E+03	6.250000E-01	2.829270E-02
1.625000E+03	6.153850E-01	2.435200E-02
1.650000E+03	6.060610E-01	2.150300E-02
1.675000E+03	5.970150E-01	1.848460E-02
1.700000E+03	5.882350E-01	1.596500E-02
