phi         	LBV         
7.999930E-01	2.304070E+01
8.500190E-01	2.568320E+01
8.999690E-01	2.805900E+01
9.500330E-01	3.004990E+01
1.000020E+00	3.165320E+01
1.050030E+00	3.295610E+01
1.100000E+00	3.386650E+01
1.149990E+00	3.440920E+01
1.199990E+00	3.462060E+01
1.250010E+00	3.446960E+01
1.300030E+00	3.399710E+01
1.349980E+00	3.320060E+01
1.399990E+00	3.210810E+01
1.449980E+00	3.073820E+01
1.500000E+00	2.912520E+01
