T[K]        	1000/T[1/K]  	IDT[ms]     
1.500000E+03	6.666670E-01	2.130600E+00
1.525000E+03	6.557380E-01	1.634690E+00
1.550000E+03	6.451610E-01	1.259790E+00
1.575000E+03	6.349210E-01	9.756920E-01
1.600000E+03	6.250000E-01	7.599840E-01
1.625000E+03	6.153850E-01	5.949930E-01
1.650000E+03	6.060610E-01	4.683750E-01
1.675000E+03	5.970150E-01	3.715020E-01
1.700000E+03	5.882350E-01	2.958930E-01
1.725000E+03	5.797100E-01	2.374280E-01
1.750000E+03	5.714290E-01	1.923300E-01
1.775000E+03	5.633800E-01	1.563840E-01
1.800000E+03	5.555560E-01	1.275360E-01
1.825000E+03	5.479450E-01	1.060940E-01
1.850000E+03	5.405410E-01	8.732900E-02
1.875000E+03	5.333330E-01	7.331090E-02
1.900000E+03	5.263160E-01	6.185840E-02
1.925000E+03	5.194810E-01	5.217990E-02
1.950000E+03	5.128210E-01	4.406490E-02
1.975000E+03	5.063290E-01	3.772750E-02
2.000000E+03	5.000000E-01	3.314600E-02
2.025000E+03	4.938270E-01	2.864650E-02
2.050000E+03	4.878050E-01	2.510320E-02
2.075000E+03	4.819280E-01	2.187750E-02
2.100000E+03	4.761900E-01	1.922550E-02
2.125000E+03	4.705880E-01	1.660160E-02
2.150000E+03	4.651160E-01	1.511870E-02
2.175000E+03	4.597700E-01	1.333930E-02
2.200000E+03	4.545450E-01	1.219970E-02
2.225000E+03	4.494380E-01	1.064150E-02
2.250000E+03	4.444440E-01	9.419330E-03
