phi         	LBV         
7.999570E-01	1.771560E+01
8.499540E-01	1.976070E+01
8.999610E-01	2.127870E+01
9.500170E-01	2.233890E+01
1.000000E+00	2.283140E+01
1.050060E+00	2.271610E+01
1.100060E+00	2.195590E+01
1.149980E+00	2.050940E+01
1.200000E+00	1.835620E+01
1.249960E+00	1.558910E+01
1.299980E+00	1.246400E+01
