T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	5.078380E+02
1.025000E+03	9.756100E-01	2.774940E+02
1.050000E+03	9.523810E-01	1.429790E+02
1.075000E+03	9.302330E-01	6.864460E+01
1.100000E+03	9.090910E-01	3.027590E+01
1.125000E+03	8.888890E-01	1.299840E+01
1.150000E+03	8.695650E-01	6.147360E+00
1.175000E+03	8.510640E-01	3.508390E+00
1.200000E+03	8.333330E-01	2.199220E+00
1.225000E+03	8.163270E-01	1.615040E+00
1.250000E+03	8.000000E-01	1.024350E+00
1.275000E+03	7.843140E-01	8.605500E-01
1.300000E+03	7.692310E-01	5.679140E-01
1.325000E+03	7.547170E-01	4.969310E-01
1.350000E+03	7.407410E-01	3.734680E-01
1.375000E+03	7.272730E-01	3.129310E-01
1.400000E+03	7.142860E-01	2.254450E-01
1.425000E+03	7.017540E-01	1.944280E-01
1.450000E+03	6.896550E-01	1.496670E-01
1.475000E+03	6.779660E-01	1.322090E-01
1.500000E+03	6.666670E-01	1.357010E-01
1.525000E+03	6.557380E-01	1.053770E-01
1.550000E+03	6.451610E-01	7.737600E-02
1.575000E+03	6.349210E-01	7.079270E-02
1.600000E+03	6.250000E-01	6.443220E-02
1.625000E+03	6.153850E-01	4.743410E-02
1.650000E+03	6.060610E-01	3.965930E-02
1.675000E+03	5.970150E-01	3.400520E-02
1.700000E+03	5.882350E-01	3.353960E-02
1.725000E+03	5.797100E-01	2.999690E-02
1.750000E+03	5.714290E-01	2.750910E-02
1.775000E+03	5.633800E-01	3.012460E-02
1.800000E+03	5.555560E-01	3.342750E-02
1.825000E+03	5.479450E-01	2.592170E-02
1.850000E+03	5.405410E-01	2.359210E-02
1.875000E+03	5.333330E-01	2.283520E-02
1.900000E+03	5.263160E-01	2.166820E-02
1.925000E+03	5.194810E-01	1.870280E-02
1.950000E+03	5.128210E-01	0.000000E+00
1.975000E+03	5.063290E-01	0.000000E+00
2.000000E+03	5.000000E-01	0.000000E+00
