         time	  rf_minus_rp
5.211668E-04	-1.000000E+00
7.423154E-04	-1.000000E+00
9.634639E-04	-1.000000E+00
1.184612E-03	-1.000000E+00
1.405761E-03	-1.000000E+00
1.626910E-03	-1.000000E+00
1.848058E-03	-1.000000E+00
2.069207E-03	-1.000000E+00
2.290355E-03	-1.000000E+00
2.511504E-03	-1.000000E+00
2.732652E-03	-1.000000E+00
2.953801E-03	-1.000000E+00
3.174950E-03	-1.000000E+00
3.396098E-03	-1.000000E+00
3.617247E-03	-1.000000E+00
3.838395E-03	-1.000000E+00
4.059544E-03	-1.000000E+00
4.280692E-03	-1.000000E+00
4.501841E-03	-1.000000E+00
4.722989E-03	-1.000000E+00
4.944138E-03	-1.000000E+00
5.165287E-03	-1.000000E+00
5.386435E-03	-1.000000E+00
5.607584E-03	-1.000000E+00
5.828732E-03	-1.000000E+00
6.049881E-03	-1.000000E+00
6.271029E-03	-1.000000E+00
6.492178E-03	-1.000000E+00
6.713326E-03	-1.000000E+00
6.934475E-03	-1.000000E+00
7.155624E-03	-1.000000E+00
7.376772E-03	-1.000000E+00
7.597921E-03	-1.000000E+00
7.819069E-03	-1.000000E+00
8.040218E-03	-1.000000E+00
8.261366E-03	-1.000000E+00
8.482515E-03	-1.000000E+00
8.703663E-03	-1.000000E+00
8.924812E-03	-1.000000E+00
9.145961E-03	-1.000000E+00
9.367109E-03	-1.000000E+00
9.588258E-03	-1.000000E+00
9.809406E-03	-1.000000E+00
1.003055E-02	-1.000000E+00
1.025170E-02	-1.000000E+00
1.047285E-02	-1.000000E+00
1.069400E-02	-1.000000E+00
1.091515E-02	-1.000000E+00
1.113630E-02	-1.000000E+00
1.135745E-02	-1.000000E+00
1.157859E-02	-1.000000E+00
1.179974E-02	-1.000000E+00
1.202089E-02	1.627510E+00
1.224204E-02	1.618505E+00
1.246319E-02	1.591884E+00
1.268434E-02	1.549804E+00
1.290549E-02	1.494813E+00
1.312663E-02	1.429777E+00
1.334778E-02	1.357801E+00
1.356893E-02	1.282147E+00
1.379008E-02	1.206156E+00
1.401123E-02	1.133166E+00
1.423238E-02	1.066436E+00
1.445353E-02	1.009075E+00
1.467467E-02	9.639711E-01
1.489582E-02	9.337359E-01
1.511697E-02	9.206500E-01
1.533812E-02	9.266197E-01
1.555927E-02	9.531423E-01
1.578042E-02	1.001281E+00
1.600157E-02	1.071649E+00
1.622271E-02	1.164403E+00
1.644386E-02	1.279246E+00
1.666501E-02	1.415439E+00
1.688616E-02	1.571822E+00
1.710731E-02	1.746838E+00
1.732846E-02	1.938575E+00
1.754961E-02	2.144799E+00
1.777075E-02	2.363003E+00
1.799190E-02	2.590458E+00
1.821305E-02	2.824265E+00
1.843420E-02	3.061410E+00
1.865535E-02	3.298817E+00
1.887650E-02	3.533409E+00
1.909765E-02	3.762161E+00
1.931879E-02	3.982151E+00
1.953994E-02	4.190609E+00
1.976109E-02	4.384969E+00
1.998224E-02	4.562902E+00
2.020339E-02	4.722359E+00
2.042454E-02	4.861600E+00
2.064569E-02	4.979217E+00
2.086683E-02	5.074152E+00
2.108798E-02	5.145711E+00
2.130913E-02	5.193568E+00
2.153028E-02	5.217763E+00
2.175143E-02	5.218692E+00
2.197258E-02	5.197094E+00
2.219373E-02	5.154033E+00
2.241487E-02	5.090868E+00
2.263602E-02	5.009223E+00
2.285717E-02	4.910955E+00
2.307832E-02	4.798112E+00
2.329947E-02	4.672893E+00
2.352062E-02	4.537605E+00
2.374177E-02	4.394617E+00
2.396291E-02	4.246313E+00
2.418406E-02	4.095051E+00
2.440521E-02	3.943117E+00
2.462636E-02	3.792681E+00
2.484751E-02	3.645764E+00
2.506866E-02	3.504194E+00
2.528981E-02	3.369580E+00
2.551095E-02	3.243283E+00
2.573210E-02	3.126395E+00
2.595325E-02	3.019720E+00
2.617440E-02	2.923766E+00
2.639555E-02	2.838738E+00
2.661670E-02	2.764540E+00
2.683785E-02	2.700782E+00
2.705899E-02	2.646796E+00
2.728014E-02	2.601650E+00
2.750129E-02	2.564175E+00
2.772244E-02	2.532994E+00
2.794359E-02	2.506558E+00
2.816474E-02	2.483178E+00
2.838589E-02	2.461070E+00
2.860703E-02	2.438394E+00
2.882818E-02	2.413303E+00
2.904933E-02	2.383981E+00
2.927048E-02	2.348694E+00
2.949163E-02	2.305827E+00
2.971278E-02	2.253931E+00
2.993393E-02	2.191753E+00
3.015507E-02	2.118279E+00
3.037622E-02	2.032755E+00
3.059737E-02	1.934716E+00
3.081852E-02	1.823999E+00
3.103967E-02	1.700758E+00
3.126082E-02	1.565468E+00
3.148197E-02	1.418917E+00
3.170311E-02	1.262198E+00
3.192426E-02	1.096692E+00
3.214541E-02	9.240411E-01
3.236656E-02	7.461133E-01
3.258771E-02	5.649670E-01
3.280886E-02	3.828043E-01
3.303000E-02	2.019218E-01
3.325115E-02	2.465671E-02
3.347230E-02	-1.000000E+00
3.369345E-02	-1.000000E+00
3.391460E-02	-1.000000E+00
3.413575E-02	-1.000000E+00
3.435690E-02	-1.000000E+00
3.457804E-02	-1.000000E+00
3.479919E-02	-1.000000E+00
3.502034E-02	-1.000000E+00
3.524149E-02	-1.000000E+00
3.546264E-02	-1.000000E+00
3.568379E-02	-1.000000E+00
3.590494E-02	-1.000000E+00
3.612608E-02	-1.000000E+00
3.634723E-02	-1.000000E+00
3.656838E-02	-1.000000E+00
3.678953E-02	-1.000000E+00
3.701068E-02	-1.000000E+00
3.723183E-02	-1.000000E+00
3.745298E-02	-1.000000E+00
3.767412E-02	-1.000000E+00
3.789527E-02	-1.000000E+00
3.811642E-02	-1.000000E+00
3.833757E-02	-1.000000E+00
3.855872E-02	-1.000000E+00
3.877987E-02	-1.000000E+00
3.900102E-02	-1.000000E+00
3.922216E-02	-1.000000E+00
3.944331E-02	-1.000000E+00
3.966446E-02	-1.000000E+00
3.988561E-02	-1.000000E+00
4.010676E-02	-1.000000E+00
4.032791E-02	-1.000000E+00
4.054906E-02	-1.000000E+00
4.077020E-02	-1.000000E+00
4.099135E-02	-1.000000E+00
4.121250E-02	-1.000000E+00
4.143365E-02	-1.000000E+00
4.165480E-02	-1.000000E+00
4.187595E-02	-1.000000E+00
4.209710E-02	-1.000000E+00
4.231824E-02	-1.000000E+00
4.253939E-02	-1.000000E+00
4.276054E-02	-1.000000E+00
4.298169E-02	-1.000000E+00
4.320284E-02	-1.000000E+00
4.342399E-02	-1.000000E+00
4.364514E-02	-1.000000E+00
4.386628E-02	-1.000000E+00
4.408743E-02	-1.000000E+00
4.430858E-02	-1.000000E+00
4.452973E-02	-1.000000E+00
