         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.211668E-04	 5.785794E+02	 5.775794E+02	 5.765794E+02
 1.029039E-03	 5.818010E+02	 5.808010E+02	 5.798010E+02
 1.536851E-03	 6.175972E+02	 6.165972E+02	 6.155972E+02
 2.005601E-03	 6.066739E+02	 6.056739E+02	 6.046739E+02
 2.513413E-03	 6.130053E+02	 6.120053E+02	 6.110053E+02
 3.021226E-03	 6.051376E+02	 6.041376E+02	 6.031376E+02
 3.529038E-03	 6.082584E+02	 6.072584E+02	 6.062584E+02
 4.036851E-03	 6.021485E+02	 6.011485E+02	 6.001485E+02
 4.505601E-03	 6.020877E+02	 6.010877E+02	 6.000877E+02
 5.013413E-03	 1.024481E+02	 1.014481E+02	 1.004481E+02
 5.521226E-03	 1.118126E+02	 1.108126E+02	 1.098126E+02
 6.029038E-03	 1.227378E+02	 1.217378E+02	 1.207378E+02
 6.536851E-03	 1.305415E+02	 1.295415E+02	 1.285415E+02
 7.005601E-03	 1.383452E+02	 1.373452E+02	 1.363452E+02
 7.513413E-03	 1.586348E+02	 1.576348E+02	 1.566348E+02
 8.021226E-03	 1.664385E+02	 1.654385E+02	 1.644385E+02
 8.529038E-03	 1.758029E+02	 1.748029E+02	 1.738029E+02
 9.036851E-03	 1.836066E+02	 1.826066E+02	 1.816066E+02
 9.505601E-03	 1.914103E+02	 1.904103E+02	 1.894103E+02
 1.001341E-02	 2.007748E+02	 1.997748E+02	 1.987748E+02
 1.052123E-02	 2.085785E+02	 2.075785E+02	 2.065785E+02
 1.102904E-02	 2.163822E+02	 2.153822E+02	 2.143822E+02
 1.153681E-02	 2.257466E+02	 2.247466E+02	 2.237466E+02
 1.200478E-02	 6.406563E+00	 5.406563E+00	 4.406563E+00
 1.251057E-02	 5.682221E+00	 4.682221E+00	 3.682221E+00
 1.301496E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 1.351744E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 1.401319E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 1.451133E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 1.500093E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.550594E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.600347E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.650095E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 1.700028E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 1.750015E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 1.800340E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 1.850154E-02	 5.935495E+00	 4.935495E+00	 3.935495E+00
 1.900127E-02	 5.414441E+00	 4.414441E+00	 3.414441E+00
 1.950180E-02	 5.682221E+00	 4.682221E+00	 3.682221E+00
 2.000222E-02	 6.406563E+00	 5.406563E+00	 4.406563E+00
 2.050246E-02	 6.406563E+00	 5.406563E+00	 4.406563E+00
 2.100045E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 2.150050E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 2.200236E-02	 7.435098E+00	 6.435098E+00	 5.435098E+00
 2.250148E-02	 6.839756E+00	 5.839756E+00	 4.839756E+00
 2.300331E-02	 6.839756E+00	 5.839756E+00	 4.839756E+00
 2.350514E-02	 6.176390E+00	 5.176390E+00	 4.176390E+00
 2.400457E-02	 5.935495E+00	 4.935495E+00	 3.935495E+00
 2.450127E-02	 6.176390E+00	 5.176390E+00	 4.176390E+00
 2.500396E-02	 5.682221E+00	 4.682221E+00	 3.682221E+00
 2.550187E-02	 5.682221E+00	 4.682221E+00	 3.682221E+00
 2.600021E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 2.650214E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 2.700082E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 2.750205E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 2.800413E-02	 4.823018E+00	 3.823018E+00	 2.823018E+00
 2.850433E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 2.900418E-02	 4.121481E+00	 3.121481E+00	 2.121481E+00
 2.950292E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.000177E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 3.050433E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.100179E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 3.150199E-02	 4.489922E+00	 3.489922E+00	 2.489922E+00
 3.200284E-02	 3.703282E+00	 2.703282E+00	 1.703282E+00
 3.250391E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 3.300770E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.350155E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.401968E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.451427E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 3.500965E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 3.552917E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.602504E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.652176E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.702015E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.752014E-02	 2.560740E+00	 1.560740E+00	 5.607404E-01
 3.802107E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.852201E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.902423E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.952687E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.002961E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.053229E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.103482E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.153681E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.203819E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.250033E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.300010E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.353701E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.403410E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.452973E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
